REGION,DATE,HFE_TYPE,N,N_VALID,N_NEG,N_HIGH,DIST_FLOWN,DIST_ACHIEVED,HFE
EUR,2025-03-18,KEP,NA,NA,NA,NA,13652379.049676025,13064587.49460043,0.044991206597110533
EUR,2025-03-19,KEA,NA,NA,NA,NA,13959974.622030238,13559149.308855291,0.029561243411721394
EUR,2025-03-19,KEP,NA,NA,NA,NA,14036932.505399568,13433344.713822894,0.044932055600090726
EUR,2025-03-20,KEA,NA,NA,NA,NA,14798975.16198704,14356806.420086391,0.030798544534390127
EUR,2025-03-20,KEP,NA,NA,NA,NA,14782162.52699784,14134134.357451402,0.04584845121447456
EUR,2025-03-21,KEA,NA,NA,NA,NA,14712908.747300215,14282706.40388769,0.030120505963451505
EUR,2025-03-21,KEP,NA,NA,NA,NA,14756195.46436285,14104477.456803456,0.046206462419848826
EUR,2025-03-22,KEA,NA,NA,NA,NA,15264035.637149027,14850235.259179264,0.027864903871740454
EUR,2025-03-22,KEP,NA,NA,NA,NA,15283761.339092871,14671896.322894167,0.04170319928201405
EUR,2025-03-23,KEA,NA,NA,NA,NA,15649134.44924406,15207688.01835853,0.029027846333553153
EUR,2025-03-23,KEP,NA,NA,NA,NA,15670410.907127429,15024482.888768896,0.042991697161263165
EUR,2025-03-24,KEA,NA,NA,NA,NA,14731684.665226782,14287727.58099352,0.031072616811636422
EUR,2025-03-24,KEP,NA,NA,NA,NA,14790200.323974082,14134352.289416846,0.046400996743820144
EUR,2025-03-25,KEA,NA,NA,NA,NA,13777362.850971922,13369323.412526997,0.03052057503991512
EUR,2025-03-25,KEP,NA,NA,NA,NA,13805173.866090711,13198341.684665227,0.04597791115913785
EUR,2025-03-26,KEA,NA,NA,NA,NA,14113296.436285097,13702899.211663065,0.029949663810759697
EUR,2025-03-26,KEP,NA,NA,NA,NA,14116533.477321813,13506758.061555075,0.04514594938235916
EUR,2025-03-27,KEA,NA,NA,NA,NA,14964255.939524837,14536237.014038876,0.02944496055427459
EUR,2025-03-27,KEP,NA,NA,NA,NA,15046994.060475161,14401742.046436284,0.04480374748821059
EUR,2025-03-28,KEA,NA,NA,NA,NA,15781604.75161987,15312597.122030238,0.03062887541884529
EUR,2025-03-28,KEP,NA,NA,NA,NA,15799301.835853131,15112740.896328293,0.04542928011765501
EUR,2025-03-29,KEA,NA,NA,NA,NA,15549456.803455723,15111855.610151187,0.028957475811943523
EUR,2025-03-29,KEP,NA,NA,NA,NA,15515681.965442764,14886619.433045356,0.04225690965142914
EUR,2025-03-30,KEA,NA,NA,NA,NA,16743785.097192224,16281049.487041036,0.0284217310757211
EUR,2025-03-30,KEP,NA,NA,NA,NA,16765950.32397408,16076685.51835853,0.04287356400848008
EUR,2025-03-31,KEA,NA,NA,NA,NA,15851482.721382288,15382560.858531317,0.030483992045505337
EUR,2025-03-31,KEP,NA,NA,NA,NA,15835238.120950323,15143564.103671705,0.045674453684976024
EUR,2025-04-01,KEA,NA,NA,NA,NA,16188652.807775376,15699518.450323975,0.031156010230448006
EUR,2025-04-01,KEP,NA,NA,NA,NA,16153137.68898488,15446503.995680343,0.045747160231347506
EUR,2025-04-02,KEA,NA,NA,NA,NA,16497204.103671705,16006259.357451402,0.03067204743197882
EUR,2025-04-02,KEP,NA,NA,NA,NA,16503232.181425486,15779114.55723542,0.04589089087118814
EUR,2025-04-03,KEA,NA,NA,NA,NA,16824926.56587473,16321047.813174946,0.030872941398592868
EUR,2025-04-03,KEP,NA,NA,NA,NA,16838121.490280777,16091210.372570192,0.04641733595030262
EUR,2025-04-04,KEA,NA,NA,NA,NA,17347361.771058314,16839664.238660906,0.030148910643468918
EUR,2025-04-04,KEP,NA,NA,NA,NA,17393843.9524838,16639749.568034556,0.04531885419104387
EUR,2025-04-05,KEA,NA,NA,NA,NA,17457538.876889847,16982221.992440604,0.027989086743820835
EUR,2025-04-05,KEP,NA,NA,NA,NA,17509110.151187904,16804408.92548596,0.041935496144299256
EUR,2025-04-06,KEA,NA,NA,NA,NA,17652902.80777538,17154476.75485961,0.02905515918896051
EUR,2025-04-06,KEP,NA,NA,NA,NA,17675297.516198702,16941803.012958962,0.043294949343861466
EUR,2025-04-07,KEA,NA,NA,NA,NA,17025995.680345573,16526787.289416846,0.030206015372897133
EUR,2025-04-07,KEP,NA,NA,NA,NA,16945661.987041038,16206314.686825054,0.045620939399445115
EUR,2025-04-08,KEA,NA,NA,NA,NA,16622086.933045356,16146655.539956803,0.029444573949821473
EUR,2025-04-08,KEP,NA,NA,NA,NA,16619923.326133909,15908278.552915765,0.044734241410910425
EUR,2025-04-09,KEA,NA,NA,NA,NA,16306640.9287257,15823722.203023758,0.030518655440605613
EUR,2025-04-09,KEP,NA,NA,NA,NA,16326878.50971922,15606484.454643628,0.04615991879332215
EUR,2025-04-10,KEA,NA,NA,NA,NA,17464773.75809935,16941660.38336933,0.030877338046720215
EUR,2025-04-10,KEP,NA,NA,NA,NA,17463406.587473,16705424.875809936,0.045373387225885464
EUR,2025-04-11,KEA,NA,NA,NA,NA,17891697.624190062,17367383.21274298,0.03018960340912935
EUR,2025-04-11,KEP,NA,NA,NA,NA,17966217.60259179,17197276.555075593,0.04471295469684433
EUR,2025-04-12,KEA,NA,NA,NA,NA,18128537.796976242,17615918.46112311,0.029099779099480028
EUR,2025-04-12,KEP,NA,NA,NA,NA,18208444.384449244,17453795.57775378,0.043236945415891403
EUR,2025-04-13,KEA,NA,NA,NA,NA,17914742.980561554,17428099.530237578,0.027922921227277575
EUR,2025-04-13,KEP,NA,NA,NA,NA,17996083.693304535,17264228.4287257,0.0423914261561269
EUR,2025-04-14,KEA,NA,NA,NA,NA,17410553.995680343,16910398.53671706,0.029576799025600176
EUR,2025-04-14,KEP,NA,NA,NA,NA,17476083.693304535,16731778.849892007,0.044484501623527795
EUR,2025-04-15,KEA,NA,NA,NA,NA,16979314.794816412,16483581.862850972,0.030074345253968904
EUR,2025-04-15,KEP,NA,NA,NA,NA,16997068.57451404,16267164.681425484,0.04486976725095726
EUR,2025-04-16,KEA,NA,NA,NA,NA,17467644.168466523,16935251.37149028,0.0314369586431118
EUR,2025-04-16,KEP,NA,NA,NA,NA,17537698.70410367,16766100.24298056,0.04602134366017263
EUR,2025-04-17,KEA,NA,NA,NA,NA,17894700.863930885,17348828.671706263,0.03146449841394028
EUR,2025-04-17,KEP,NA,NA,NA,NA,18022673.326133907,17223395.836933043,0.04640649827526633
EUR,2025-04-18,KEA,NA,NA,NA,NA,17902055.075593952,17373606.20410367,0.03041676352520639
EUR,2025-04-18,KEP,NA,NA,NA,NA,18050953.0237581,17264585.588552915,0.045548005260350743
EUR,2025-04-19,KEA,NA,NA,NA,NA,18186711.12311015,17693523.04535637,0.027873933104759274
EUR,2025-04-19,KEP,NA,NA,NA,NA,18249928.18574514,17520224.767818574,0.041649204139600826
EUR,2025-04-20,KEA,NA,NA,NA,NA,17958448.164146867,17475561.549676023,0.02763210859337417
EUR,2025-04-20,KEP,NA,NA,NA,NA,17983744.06047516,17252201.549676023,0.04240284978660447
EUR,2025-04-21,KEA,NA,NA,NA,NA,17664692.22462203,17172888.763498917,0.028638365268425003
EUR,2025-04-21,KEP,NA,NA,NA,NA,17711611.771058314,16979069.913606912,0.043143815366726734
EUR,2025-04-22,KEA,NA,NA,NA,NA,17260840.172786176,16742585.388768898,0.030954286448789947
EUR,2025-04-22,KEP,NA,NA,NA,NA,17246998.38012959,16509779.735421166,0.04465345125875597
EUR,2025-04-23,KEA,NA,NA,NA,NA,17328199.244060475,16805459.50863931,0.031105352112058338
EUR,2025-04-23,KEP,NA,NA,NA,NA,17435543.73650108,16676991.420086391,0.045484961724034934
EUR,2025-04-24,KEA,NA,NA,NA,NA,17754206.26349892,17205333.79589633,0.0319012972438526
EUR,2025-04-24,KEP,NA,NA,NA,NA,17886072.354211662,17099133.412526995,0.046022153444814196
EUR,2025-04-25,KEA,NA,NA,NA,NA,18195485.421166304,17650967.85637149,0.030849161883112375
EUR,2025-04-25,KEP,NA,NA,NA,NA,18322320.734341253,17515603.677105833,0.04605705130733573
EUR,2025-04-26,KEA,NA,NA,NA,NA,18512028.07775378,17993358.78509719,0.028825596090829464
EUR,2025-04-26,KEP,NA,NA,NA,NA,18545014.038876887,17795198.95788337,0.04213580768431613
EUR,2025-04-27,KEA,NA,NA,NA,NA,18569387.149028078,18060572.82937365,0.028172656784556382
EUR,2025-04-27,KEP,NA,NA,NA,NA,18632300.755939525,17868419.605831534,0.042750347650146514
EUR,2025-04-28,KEA,NA,NA,NA,NA,17004680.885529157,16483227.926565874,0.03163536664580491
EUR,2025-04-28,KEP,NA,NA,NA,NA,17158967.06263499,16392269.319654427,0.04677190985761115
EUR,2025-04-29,KEA,NA,NA,NA,NA,16943144.168466523,16432074.58963283,0.0311019510072168
EUR,2025-04-29,KEP,NA,NA,NA,NA,17098616.09071274,16346925.777537795,0.04598358880468156
EUR,2025-04-30,KEA,NA,NA,NA,NA,17748654.967602592,17201392.22462203,0.031815026123130474
EUR,2025-04-30,KEP,NA,NA,NA,NA,17796339.092872567,16996734.168466523,0.047044621424363164
EUR,2025-05-01,KEA,NA,NA,NA,NA,18004252.159827214,17483912.483801298,0.02976105471289725
EUR,2025-05-01,KEP,NA,NA,NA,NA,18102902.80777538,17334977.985961124,0.04429915183256439
EUR,2025-05-02,KEA,NA,NA,NA,NA,18099961.12311015,17549852.402807772,0.031345489846647645
EUR,2025-05-02,KEP,NA,NA,NA,NA,18122078.2937365,17345026.992440604,0.04479965938562991
EUR,2025-05-03,KEA,NA,NA,NA,NA,18597840.71274298,18037088.48272138,0.031088843998230198
EUR,2025-05-03,KEP,NA,NA,NA,NA,18579758.09935205,17812604.476241898,0.04306802096983442
EUR,2025-05-04,KEA,NA,NA,NA,NA,18907328.2937365,18358061.20410367,0.029919667634077163
EUR,2025-05-04,KEP,NA,NA,NA,NA,18979015.6587473,18188727.72138229,0.04344932473951779
EUR,2025-05-05,KEA,NA,NA,NA,NA,17968896.328293737,17428743.061555073,0.030992095346804138
EUR,2025-05-05,KEP,NA,NA,NA,NA,18043010.79913607,17270690.626349892,0.04471854597452207
EUR,2025-05-06,KEA,NA,NA,NA,NA,17489171.706263497,16946271.198704105,0.03203657614076838
EUR,2025-05-06,KEP,NA,NA,NA,NA,17653598.272138227,16866478.73110151,0.046667686455815094
EUR,2025-05-07,KEA,NA,NA,NA,NA,17613089.092872567,17081585.85313175,0.031115567624148577
EUR,2025-05-07,KEP,NA,NA,NA,NA,17744190.60475162,16963695.809935205,0.046009714130767376
EUR,2025-05-08,KEA,NA,NA,NA,NA,18258680.885529157,17707515.869330455,0.031126049541106093
EUR,2025-05-08,KEP,NA,NA,NA,NA,18344043.196544275,17543072.408207342,0.04565738370675643
EUR,2025-05-09,KEA,NA,NA,NA,NA,18309525.917926565,17775601.598272137,0.030036919802834072
EUR,2025-05-09,KEP,NA,NA,NA,NA,18400897.948164146,17611528.088552915,0.04482120209229912
EUR,2025-05-10,KEA,NA,NA,NA,NA,18808732.181425486,18271013.882289417,0.02943012919810073
EUR,2025-05-10,KEP,NA,NA,NA,NA,18895483.801295895,18131571.15010799,0.042131630230144435
EUR,2025-05-11,KEA,NA,NA,NA,NA,18938774.298056155,18390131.663066957,0.02983353491106544
EUR,2025-05-11,KEP,NA,NA,NA,NA,18984784.017278615,18200250.188984882,0.04310566174351527
EUR,2025-05-12,KEA,NA,NA,NA,NA,18185257.559395246,17614555.572354212,0.032399454229588454
EUR,2025-05-12,KEP,NA,NA,NA,NA,18255898.48812095,17447808.92008639,0.04631467319109994
EUR,2025-05-13,KEA,NA,NA,NA,NA,17542367.17062635,17010749.681425486,0.03125185539478914
EUR,2025-05-13,KEP,NA,NA,NA,NA,17632170.626349892,16870258.228941683,0.04516305483108218
EUR,2025-05-14,KEA,NA,NA,NA,NA,17855229.481641468,17312466.268898487,0.03135100477960462
EUR,2025-05-14,KEP,NA,NA,NA,NA,17993320.734341253,17202808.725701943,0.04595249655123124
EUR,2025-05-15,KEA,NA,NA,NA,NA,18488212.742980562,17916291.31209503,0.031921864906239605
EUR,2025-05-15,KEP,NA,NA,NA,NA,18705152.80777538,17863724.508639306,0.04710262402049126
EUR,2025-05-16,KEA,NA,NA,NA,NA,18592288.876889847,18031645.399568032,0.03109219735073343
EUR,2025-05-16,KEP,NA,NA,NA,NA,18781254.85961123,17947297.732181422,0.0464670024353826
EUR,2025-05-17,KEA,NA,NA,NA,NA,18999628.509719223,18463528.91468682,0.02903559755610763
EUR,2025-05-17,KEP,NA,NA,NA,NA,19140411.447084233,18329506.857451405,0.044240393150739576
EUR,2025-05-18,KEA,NA,NA,NA,NA,19046022.13822894,18497925.32937365,0.029630177389944556
EUR,2025-05-18,KEP,NA,NA,NA,NA,19136333.693304535,18313707.305615548,0.04491861609237047
EUR,2025-05-19,KEA,NA,NA,NA,NA,18178997.300215982,17617047.91036717,0.03189804516102379
EUR,2025-05-19,KEP,NA,NA,NA,NA,18329171.166306693,17491134.870410368,0.04791205957219069
EUR,2025-05-20,KEA,NA,NA,NA,NA,17946599.352051836,17388664.071274295,0.03208614983247826
EUR,2025-05-20,KEP,NA,NA,NA,NA,18110316.414686825,17284821.02051836,0.047758399880944324
EUR,2025-05-21,KEA,NA,NA,NA,NA,18217713.282937363,17644615.86933045,0.032480016445303184
EUR,2025-05-21,KEP,NA,NA,NA,NA,18349649.02807775,17508598.31533477,0.04803643887394182
EUR,2025-05-22,KEA,NA,NA,NA,NA,19020941.14470842,18431362.55399568,0.03198779194894241
EUR,2025-05-22,KEP,NA,NA,NA,NA,19137323.97408207,18273947.618790496,0.04724629693059823
EUR,2025-05-23,KEA,NA,NA,NA,NA,19361760.79913607,18745331.45788337,0.03288441938931208
EUR,2025-05-23,KEP,NA,NA,NA,NA,19481532.93736501,18581593.731101513,0.04843175560109225
EUR,2025-05-24,KEA,NA,NA,NA,NA,19646454.103671703,19088959.568034556,0.02920507708396536
EUR,2025-05-24,KEP,NA,NA,NA,NA,19757272.678185742,18907783.315334775,0.044928025072193734
EUR,2025-05-25,KEA,NA,NA,NA,NA,19614359.071274295,19045320.377969764,0.029878137096751356
EUR,2025-05-25,KEP,NA,NA,NA,NA,19719801.83585313,18874909.870410364,0.044762701980753716
EUR,2025-05-26,KEA,NA,NA,NA,NA,19216173.86609071,18622188.617710583,0.031896640108951546
EUR,2025-05-26,KEP,NA,NA,NA,NA,19320095.572354212,18443742.74838013,0.047514912560307376
EUR,2025-05-27,KEA,NA,NA,NA,NA,18595803.455723543,18016040.388768896,0.03218038228400433
EUR,2025-05-27,KEP,NA,NA,NA,NA,18758103.671706263,17893277.87796976,0.04833244079897048
EUR,2025-05-28,KEA,NA,NA,NA,NA,19138620.950323973,18523720.178185746,0.03319531747528548
EUR,2025-05-28,KEP,NA,NA,NA,NA,19282031.3174946,18373971.835853133,0.04942096840866883
EUR,2025-05-29,KEA,NA,NA,NA,NA,19150457.88336933,18568685.329373647,0.03133084241970452
EUR,2025-05-29,KEP,NA,NA,NA,NA,19214446.544276457,18346980.507559393,0.04728113360995012
EUR,2025-05-30,KEA,NA,NA,NA,NA,19190026.997840174,18611540.993520517,0.03108211214326917
EUR,2025-05-30,KEP,NA,NA,NA,NA,19256336.393088553,18399406.67386609,0.04657376916613387
EUR,2025-05-31,KEA,NA,NA,NA,NA,19877700.863930885,19271766.69546436,0.03144154752605699
EUR,2025-05-31,KEP,NA,NA,NA,NA,19931086.933045354,19066085.669546433,0.04536858160039414
EUR,2025-06-01,KEA,NA,NA,NA,NA,20296042.11663067,19635488.893088553,0.033640783131945406
EUR,2025-06-01,KEP,NA,NA,NA,NA,20429023.218142547,19494552.532397408,0.04793496461086599
EUR,2025-06-02,KEA,NA,NA,NA,NA,19365645.788336933,18747268.612311013,0.032984921100444486
EUR,2025-06-02,KEP,NA,NA,NA,NA,19488439.52483801,18579542.316414684,0.04891924639178735
EUR,2025-06-03,KEA,NA,NA,NA,NA,19408686.825053994,18804487.92116631,0.03213056938432235
EUR,2025-06-03,KEP,NA,NA,NA,NA,19603159.827213824,18709308.26133909,0.047775767729573815
EUR,2025-06-04,KEA,NA,NA,NA,NA,19394268.89848812,18775095.080993522,0.03297846507959368
EUR,2025-06-04,KEP,NA,NA,NA,NA,19602872.03023758,18688192.71598272,0.04894423597593778
EUR,2025-06-05,KEA,NA,NA,NA,NA,19826116.09071274,19189390.944924407,0.03318110239224392
EUR,2025-06-05,KEP,NA,NA,NA,NA,19971542.11663067,19050191.02051836,0.04836440196951064
EUR,2025-06-06,KEA,NA,NA,NA,NA,20175954.643628508,19561396.744060475,0.0314168720980843
EUR,2025-06-06,KEP,NA,NA,NA,NA,20299443.304535635,19386286.39848812,0.04710324026362933
EUR,2025-06-07,KEA,NA,NA,NA,NA,20341775.917926565,19767884.746220298,0.029031491182484714
EUR,2025-06-07,KEP,NA,NA,NA,NA,20389220.30237581,19522587.71598272,0.044391276351320785
EUR,2025-06-08,KEA,NA,NA,NA,NA,20346843.412527,19764411.430885527,0.02946872380582577
EUR,2025-06-08,KEP,NA,NA,NA,NA,20410600.43196544,19540176.97084233,0.04454532128454858
EUR,2025-06-09,KEA,NA,NA,NA,NA,19792407.127429806,19204483.57991361,0.030613869155592388
EUR,2025-06-09,KEP,NA,NA,NA,NA,19862275.37796976,18990960.87473002,0.04588048540498746
EUR,2025-06-10,KEA,NA,NA,NA,NA,19586532.93736501,18985643.585313175,0.03164966988618012
EUR,2025-06-10,KEP,NA,NA,NA,NA,19642293.196544275,18753525.971922245,0.04739200649268249
EUR,2025-06-11,KEA,NA,NA,NA,NA,19757866.630669545,19137921.123110153,0.03239356581999764
EUR,2025-06-11,KEP,NA,NA,NA,NA,19859230.021598272,18954232.958963282,0.04774643556372582
EUR,2025-06-12,KEA,NA,NA,NA,NA,19989920.626349892,19378900.85313175,0.031530156320470626
EUR,2025-06-12,KEP,NA,NA,NA,NA,20129019.438444924,19207759.622030236,0.04796289804449927
EUR,2025-06-13,KEA,NA,NA,NA,NA,19620997.300215982,18976543.984881207,0.03396052072749467
EUR,2025-06-13,KEP,NA,NA,NA,NA,19703889.848812096,18783585.518358532,0.04899513618175222
EUR,2025-06-14,KEA,NA,NA,NA,NA,20138861.23110151,19522356.220302373,0.03157943661318896
EUR,2025-06-14,KEP,NA,NA,NA,NA,20177632.289416846,19291279.443844493,0.045945778150819905
EUR,2025-06-15,KEA,NA,NA,NA,NA,20011888.228941683,19361104.11987041,0.03361296468641828
EUR,2025-06-15,KEP,NA,NA,NA,NA,20004727.321814254,19105882.208423328,0.047045465034566414
EUR,2025-06-16,KEA,NA,NA,NA,NA,19505363.930885527,18866945.85313175,0.03383791328620411
EUR,2025-06-16,KEP,NA,NA,NA,NA,19506985.421166304,18599817.105831534,0.04877296965733868
EUR,2025-06-17,KEA,NA,NA,NA,NA,19131304.535637148,18538798.9524838,0.031960300377170014
EUR,2025-06-17,KEP,NA,NA,NA,NA,19209014.038876887,18326123.504319653,0.04817661161942555
EUR,2025-06-18,KEA,NA,NA,NA,NA,19404908.20734341,18787874.27645788,0.03284213646557688
EUR,2025-06-18,KEP,NA,NA,NA,NA,19494245.680345573,18582880.296976242,0.04904327901835681
EUR,2025-06-19,KEA,NA,NA,NA,NA,19682430.885529157,19065255.21598272,0.03237174968573453
EUR,2025-06-19,KEP,NA,NA,NA,NA,19747532.397408206,18843299.022678185,0.04798699917895277
EUR,2025-06-20,KEA,NA,NA,NA,NA,20064949.784017276,19434747.559395246,0.03242657115540326
EUR,2025-06-20,KEP,NA,NA,NA,NA,20140443.304535635,19213381.360691145,0.04825084801268642
EUR,2025-06-21,KEA,NA,NA,NA,NA,20624269.978401728,19985731.41468682,0.03194972205248714
EUR,2025-06-21,KEP,NA,NA,NA,NA,20702806.69546436,19789806.78725702,0.046134857102053006
EUR,2025-06-22,KEA,NA,NA,NA,NA,20274866.09071274,19660427.22462203,0.03125256939082233
EUR,2025-06-22,KEP,NA,NA,NA,NA,20392923.86609071,19491280.69114471,0.04625879588074677
EUR,2025-06-23,KEA,NA,NA,NA,NA,19659672.2462203,18979790.064794816,0.03582137521566087
EUR,2025-06-23,KEP,NA,NA,NA,NA,19785629.589632828,18837468.97408207,0.05033375857740241
EUR,2025-06-24,KEA,NA,NA,NA,NA,19400161.987041038,18771609.184665225,0.03348422589626909
EUR,2025-06-24,KEP,NA,NA,NA,NA,19551531.3174946,18631506.1825054,0.0493800729783771
EUR,2025-06-25,KEA,NA,NA,NA,NA,19316924.94600432,18677210.24298056,0.034251084326910375
EUR,2025-06-25,KEP,NA,NA,NA,NA,19463156.047516197,18547163.21274298,0.049387220259315745
EUR,2025-06-26,KEA,NA,NA,NA,NA,20260242.44060475,19550766.225701943,0.036288921196864
EUR,2025-06-26,KEP,NA,NA,NA,NA,20354049.136069115,19385493.6987041,0.04996289763978323
EUR,2025-06-27,KEA,NA,NA,NA,NA,20678750,19995125.988120947,0.034189532603355
EUR,2025-06-27,KEP,NA,NA,NA,NA,20807853.671706263,19831027.586393088,0.049257461876731856
EUR,2025-06-28,KEA,NA,NA,NA,NA,20920660.90712743,20291472.354211662,0.0310075356747177
EUR,2025-06-28,KEP,NA,NA,NA,NA,21101714.36285097,20154335.58315335,0.047006202501139294
EUR,2025-06-29,KEA,NA,NA,NA,NA,20844730.021598272,20243183.46652268,0.029716005690034075
EUR,2025-06-29,KEP,NA,NA,NA,NA,21063041.576673865,20148386.592872567,0.045395941733858525
EUR,2025-06-30,KEA,NA,NA,NA,NA,20508569.11447084,19834095.58315335,0.03400576187050208
EUR,2025-06-30,KEP,NA,NA,NA,NA,20707130.129589632,19744497.014038876,0.048754501817204865
EUR,2025-07-01,KEA,NA,NA,NA,NA,20467600.971922245,19815885.086393088,0.03288855797698731
EUR,2025-07-01,KEP,NA,NA,NA,NA,20663101.51187905,19709036.128509715,0.048407511009087356
EUR,2025-07-02,KEA,NA,NA,NA,NA,20438590.71274298,19738651.78725702,0.035460320848145876
EUR,2025-07-02,KEP,NA,NA,NA,NA,20610152.267818574,19615206.94924406,0.05072316194007098
EUR,2025-07-03,KEA,NA,NA,NA,NA,19820666.846652266,19084022.86177106,0.03860003680653956
EUR,2025-07-03,KEP,NA,NA,NA,NA,19988888.228941683,18937348.660907127,0.05552728562289588
EUR,2025-07-04,KEA,NA,NA,NA,NA,20339782.93736501,19639796.884449244,0.035641206323778984
EUR,2025-07-04,KEP,NA,NA,NA,NA,20429815.87473002,19412275.334773216,0.052417376243066416
EUR,2025-07-05,KEA,NA,NA,NA,NA,21402461.663066953,20748154.06047516,0.03153570195616773
EUR,2025-07-05,KEP,NA,NA,NA,NA,21586457.88336933,20641229.740820732,0.04579320875825954
EUR,2025-07-06,KEA,NA,NA,NA,NA,21103340.172786176,20436952.068034556,0.03260701999658355
EUR,2025-07-06,KEP,NA,NA,NA,NA,21319725.701943845,20380432.370410368,0.0460879982554836
EUR,2025-07-07,KEA,NA,NA,NA,NA,20842319.654427644,20148938.093952484,0.03441280911390909
EUR,2025-07-07,KEP,NA,NA,NA,NA,21005236.501079913,20016946.66846652,0.04937265652859457
EUR,2025-07-08,KEA,NA,NA,NA,NA,20520263.498920087,19843677.948164146,0.03409577360221849
EUR,2025-07-08,KEP,NA,NA,NA,NA,20653751.61987041,19682058.96328294,0.049369461721467944
EUR,2025-07-09,KEA,NA,NA,NA,NA,20761568.57451404,20108580.84773218,0.032473088564850316
EUR,2025-07-09,KEP,NA,NA,NA,NA,20914816.954643626,19944014.217062633,0.048676396186603466
EUR,2025-07-10,KEA,NA,NA,NA,NA,21066144.168466523,20415409.314254858,0.031874690543544304
EUR,2025-07-10,KEP,NA,NA,NA,NA,21255260.259179264,20279415.588552915,0.048119960181553845
EUR,2025-07-11,KEA,NA,NA,NA,NA,21294698.70410367,20632087.91576674,0.032115546959771146
EUR,2025-07-11,KEP,NA,NA,NA,NA,21520785.097192224,20530853.272138227,0.04821678923580852
EUR,2025-07-12,KEA,NA,NA,NA,NA,21503485.421166304,20853178.342332613,0.031185034154412206
EUR,2025-07-12,KEP,NA,NA,NA,NA,21768228.941684663,20810374.77321814,0.0460277231383277
EUR,2025-07-13,KEA,NA,NA,NA,NA,21395881.74946004,20744336.73326134,0.03140833204630833
EUR,2025-07-13,KEP,NA,NA,NA,NA,21664284.55723542,20716886.10151188,0.04573073632211555
EUR,2025-07-14,KEA,NA,NA,NA,NA,20962807.235421166,20295023.62850972,0.03290381027067979
EUR,2025-07-14,KEP,NA,NA,NA,NA,21202701.40388769,20225208.747300215,0.048330411260549155
EUR,2025-07-15,KEA,NA,NA,NA,NA,20921982.72138229,20260932.06263499,0.03262686320173813
EUR,2025-07-15,KEP,NA,NA,NA,NA,21150555.075593952,20182584.897408206,0.04796066426110013
EUR,2025-07-16,KEA,NA,NA,NA,NA,20935226.78185745,20272864.460043196,0.0326723597999552
EUR,2025-07-16,KEP,NA,NA,NA,NA,21207325.593952484,20229069.55723542,0.04835892397073538
EUR,2025-07-17,KEA,NA,NA,NA,NA,21126888.768898487,20450486.112311013,0.033075138305895146
EUR,2025-07-17,KEP,NA,NA,NA,NA,21369530.777537797,20391685.27537797,0.04795314800883732
EUR,2025-07-18,KEA,NA,NA,NA,NA,21357264.038876887,20708725.097192224,0.03131718339206668
EUR,2025-07-18,KEP,NA,NA,NA,NA,21616715.442764577,20637042.980561554,0.04747155215627519
EUR,2025-07-19,KEA,NA,NA,NA,NA,21540399.568034556,20882457.672786176,0.0315069186566963
EUR,2025-07-19,KEP,NA,NA,NA,NA,21720788.336933043,20761057.02483801,0.04622747825155682
EUR,2025-07-20,KEA,NA,NA,NA,NA,21398269.978401728,20727591.117710583,0.03235681642321131
EUR,2025-07-20,KEP,NA,NA,NA,NA,21528326.67386609,20573695.221382286,0.046400582987719874
EUR,2025-07-21,KEA,NA,NA,NA,NA,21170255.939524837,20467632.55399568,0.03432851277135085
EUR,2025-07-21,KEP,NA,NA,NA,NA,21293518.358531315,20299041.609071273,0.048991315383856815
EUR,2025-07-22,KEA,NA,NA,NA,NA,20957590.71274298,20320918.131749462,0.0313308964125385
EUR,2025-07-22,KEP,NA,NA,NA,NA,21120790.496760257,20164899.686825052,0.047403697751084994
EUR,2025-07-23,KEA,NA,NA,NA,NA,21028718.6825054,20341962.624190066,0.03376056042393194
EUR,2025-07-23,KEP,NA,NA,NA,NA,21257112.311015118,20276419.076673865,0.04836619477200732
EUR,2025-07-24,KEA,NA,NA,NA,NA,21191824.514038876,20467868.115550756,0.035370386129177867
EUR,2025-07-24,KEP,NA,NA,NA,NA,21469842.33261339,20444298.42332613,0.05016283210370065
EUR,2025-07-25,KEA,NA,NA,NA,NA,21153403.34773218,20468434.757019438,0.0334646297503447
EUR,2025-07-25,KEP,NA,NA,NA,NA,21383423.86609071,20379055.71274298,0.04928433228236884
EUR,2025-07-26,KEA,NA,NA,NA,NA,21791691.684665225,21088413.002159826,0.0333490567750816
EUR,2025-07-26,KEP,NA,NA,NA,NA,21881075.593952484,20905972.97516199,0.04664229787099594
EUR,2025-07-27,KEA,NA,NA,NA,NA,21660441.14470842,20962673.21274298,0.03328620948693106
EUR,2025-07-27,KEP,NA,NA,NA,NA,21777420.626349892,20781147.93196544,0.04794117714989121
EUR,2025-07-28,KEA,NA,NA,NA,NA,21054601.51187905,20379894.568034556,0.033106498249640515
EUR,2025-07-28,KEP,NA,NA,NA,NA,21231269.438444924,20254434.325053994,0.04822821006571498
EUR,2025-07-29,KEA,NA,NA,NA,NA,20810035.097192224,20167451.39308855,0.031862414916933535
EUR,2025-07-29,KEP,NA,NA,NA,NA,21045472.462203022,20072221.425485957,0.04848746016130101
EUR,2025-07-30,KEA,NA,NA,NA,NA,20869048.59611231,20227677.964362852,0.031707575772138785
