REGION,DATE,HFE_TYPE,N,N_VALID,N_NEG,N_HIGH,DIST_FLOWN,DIST_ACHIEVED,HFE
EUR,2025-07-30,KEP,NA,NA,NA,NA,21086496.220302373,20124772.208423328,0.04778806944589964
EUR,2025-07-31,KEA,NA,NA,NA,NA,21413219.222462203,20749235.85853132,0.03200037671063827
EUR,2025-07-31,KEP,NA,NA,NA,NA,21506781.3174946,20526389.190064795,0.047762522592348367
EUR,2025-08-01,KEA,NA,NA,NA,NA,21344542.11663067,20652678.358531315,0.03349995318227372
EUR,2025-08-01,KEP,NA,NA,NA,NA,21483405.507559393,20488474.076673865,0.048560543218699515
EUR,2025-08-02,KEA,NA,NA,NA,NA,21868361.23110151,21178972.397408206,0.03255062713890999
EUR,2025-08-02,KEP,NA,NA,NA,NA,21948819.654427644,20963169.870410368,0.047018165196883066
EUR,2025-08-03,KEA,NA,NA,NA,NA,21762287.257019438,21101140.615550756,0.031332270303030096
EUR,2025-08-03,KEP,NA,NA,NA,NA,21869826.133909285,20902749.77321814,0.046265509140343886
EUR,2025-08-04,KEA,NA,NA,NA,NA,21187142.54859611,20518194.130669545,0.032602694645853525
EUR,2025-08-04,KEP,NA,NA,NA,NA,21351174.94600432,20380166.409287255,0.047644779596822895
EUR,2025-08-05,KEA,NA,NA,NA,NA,20950678.725701943,20313000.394168463,0.0313926214325555
EUR,2025-08-05,KEP,NA,NA,NA,NA,21123178.725701943,20161885.37796976,0.04767874282147022
EUR,2025-08-06,KEA,NA,NA,NA,NA,20953075.593952484,20318642.22462203,0.031224201022726383
EUR,2025-08-06,KEP,NA,NA,NA,NA,21080252.699784018,20128820.340172786,0.04726716933889952
EUR,2025-08-07,KEA,NA,NA,NA,NA,21222463.282937363,20583576.938444924,0.031038645343471005
EUR,2025-08-07,KEP,NA,NA,NA,NA,21483278.07775378,20520533.034557234,0.046916181055104644
EUR,2025-08-08,KEA,NA,NA,NA,NA,21230698.70410367,20589370.507559393,0.031148509193557716
EUR,2025-08-08,KEP,NA,NA,NA,NA,21485671.706263497,20510830.32397408,0.04752812864674594
EUR,2025-08-09,KEA,NA,NA,NA,NA,21716835.313174944,21097090.831533477,0.029375826581508946
EUR,2025-08-09,KEP,NA,NA,NA,NA,21995086.933045354,21043926.663066953,0.045198801782926346
EUR,2025-08-10,KEA,NA,NA,NA,NA,21511149.568034556,20885576.614470843,0.02995239083465262
EUR,2025-08-10,KEP,NA,NA,NA,NA,21817159.82721382,20864017.035637148,0.045683570424077
EUR,2025-08-11,KEA,NA,NA,NA,NA,20853107.99136069,20241633.234341253,0.030208765762143708
EUR,2025-08-11,KEP,NA,NA,NA,NA,21124674.406047516,20190489.29265659,0.0462685722891667
EUR,2025-08-12,KEA,NA,NA,NA,NA,20756944.384449244,20124184.082073435,0.03144278047722038
EUR,2025-08-12,KEP,NA,NA,NA,NA,20922105.831533477,19985727.435205184,0.04685235498002682
EUR,2025-08-13,KEA,NA,NA,NA,NA,20831251.079913605,20185810.90172786,0.0319749442481152
EUR,2025-08-13,KEP,NA,NA,NA,NA,20978019.978401728,20034210.458963282,0.047109893418144866
EUR,2025-08-14,KEA,NA,NA,NA,NA,20926566.414686825,20279718.493520517,0.03189629685308404
EUR,2025-08-14,KEP,NA,NA,NA,NA,21103071.274298057,20144022.462203022,0.047609598028126365
EUR,2025-08-15,KEA,NA,NA,NA,NA,21039199.784017276,20407896.090712745,0.030934285949830276
EUR,2025-08-15,KEP,NA,NA,NA,NA,21241617.710583154,20302330.464362852,0.04626499641846804
EUR,2025-08-16,KEA,NA,NA,NA,NA,21542512.419006478,20888211.80345572,0.03132391713121696
EUR,2025-08-16,KEP,NA,NA,NA,NA,21782103.13174946,20825587.240820732,0.0459298400505046
EUR,2025-08-17,KEA,NA,NA,NA,NA,21373865.550755937,20732584.14146868,0.030931089193294792
EUR,2025-08-17,KEP,NA,NA,NA,NA,21603948.164146867,20663721.555075593,0.045501320106606125
EUR,2025-08-18,KEA,NA,NA,NA,NA,20749106.91144708,20118136.274298057,0.0313632748355086
EUR,2025-08-18,KEP,NA,NA,NA,NA,20922880.669546437,19986996.830453563,0.04682463538828885
EUR,2025-08-19,KEA,NA,NA,NA,NA,20573951.94384449,19922905.90712743,0.032678266903029884
EUR,2025-08-19,KEP,NA,NA,NA,NA,20748397.948164146,19803581.387688983,0.04770937851991319
EUR,2025-08-20,KEA,NA,NA,NA,NA,20709073.97408207,20055596.62526998,0.03258329138853511
EUR,2025-08-20,KEP,NA,NA,NA,NA,20854931.42548596,19900955.680345573,0.04793617756169111
EUR,2025-08-21,KEA,NA,NA,NA,NA,20942508.09935205,20265710.53455723,0.033396192235191524
EUR,2025-08-21,KEP,NA,NA,NA,NA,21083679.265658747,20117280.82073434,0.04803822412859926
EUR,2025-08-22,KEA,NA,NA,NA,NA,21098958.963282935,20453682.861771055,0.03154816205339395
EUR,2025-08-22,KEP,NA,NA,NA,NA,21312291.03671706,20361212.483801298,0.04671031028591299
EUR,2025-08-23,KEA,NA,NA,NA,NA,21480265.118790496,20880621.1825054,0.028717724968235325
EUR,2025-08-23,KEP,NA,NA,NA,NA,21710082.073434126,20789872.559395246,0.04426239321140146
EUR,2025-08-24,KEA,NA,NA,NA,NA,21613510.259179264,21006840.82073434,0.02887961324703925
EUR,2025-08-24,KEP,NA,NA,NA,NA,21790055.075593952,20865833.633909285,0.04429353065399244
EUR,2025-08-25,KEA,NA,NA,NA,NA,20944893.62850972,20336171.112311013,0.029932995392146333
EUR,2025-08-25,KEP,NA,NA,NA,NA,21121137.68898488,20182181.868250538,0.04652399957863085
EUR,2025-08-26,KEA,NA,NA,NA,NA,20877986.501079913,20242566.096112307,0.03139030901273143
EUR,2025-08-26,KEP,NA,NA,NA,NA,21047645.788336933,20101937.510799136,0.04704562816543145
EUR,2025-08-27,KEA,NA,NA,NA,NA,20840493.52051836,20188643.126349892,0.03228797448589704
EUR,2025-08-27,KEP,NA,NA,NA,NA,21019503.23974082,20067531.263498917,0.04743841999007903
EUR,2025-08-28,KEA,NA,NA,NA,NA,21126838.552915767,20425568.785097193,0.034332937074938785
EUR,2025-08-28,KEP,NA,NA,NA,NA,21272408.20734341,20297338.439524837,0.04803929198519086
EUR,2025-08-29,KEA,NA,NA,NA,NA,21319407.667386606,20626568.304535635,0.03358965740794706
EUR,2025-08-29,KEP,NA,NA,NA,NA,21485475.701943845,20505139.929805614,0.04780927004127622
EUR,2025-08-30,KEA,NA,NA,NA,NA,21732529.697624188,21047791.09611231,0.03253256355429879
EUR,2025-08-30,KEP,NA,NA,NA,NA,21869699.784017276,20891882.424406048,0.04680369818992158
EUR,2025-08-31,KEA,NA,NA,NA,NA,21654984.881209504,20998118.396328293,0.03128215930985845
EUR,2025-08-31,KEP,NA,NA,NA,NA,21880363.390928723,20907675.869330455,0.0465229864704908
EUR,2025-09-01,KEA,NA,NA,NA,NA,20804013.498920087,20155388.531317495,0.03218121876414126
EUR,2025-09-01,KEP,NA,NA,NA,NA,21034674.94600432,20066389.14686825,0.048254112488752776
EUR,2025-09-02,KEA,NA,NA,NA,NA,20290680.885529157,19661759.11987041,0.03198705476068775
EUR,2025-09-02,KEP,NA,NA,NA,NA,20525346.652267817,19591163.32073434,0.04768391321329979
EUR,2025-09-03,KEA,NA,NA,NA,NA,20475294.816414684,19841686.25809935,0.03193320114396503
EUR,2025-09-03,KEP,NA,NA,NA,NA,20640871.490280777,19718580.124190066,0.046772706771076145
EUR,2025-09-04,KEA,NA,NA,NA,NA,20763442.764578834,20093142.71598272,0.03335964204658426
EUR,2025-09-04,KEP,NA,NA,NA,NA,20932240.280777536,19962542.257019438,0.048575878326174715
EUR,2025-09-05,KEA,NA,NA,NA,NA,20795784.55723542,20158662.424406048,0.03160537735172397
EUR,2025-09-05,KEP,NA,NA,NA,NA,20941772.678185742,19990034.800215982,0.047610616363683134
EUR,2025-09-06,KEA,NA,NA,NA,NA,21061624.190064795,20463680.966522675,0.02921972955502583
EUR,2025-09-06,KEP,NA,NA,NA,NA,21116773.75809935,20218975.37796976,0.04440375258124196
EUR,2025-09-07,KEA,NA,NA,NA,NA,21176025.37796976,20560464.77321814,0.029939041336917827
EUR,2025-09-07,KEP,NA,NA,NA,NA,21305041.576673865,20380705.69654428,0.04535347764166553
EUR,2025-09-08,KEA,NA,NA,NA,NA,20583289.41684665,19933354.88660907,0.03260537596078206
EUR,2025-09-08,KEP,NA,NA,NA,NA,20678087.473002158,19732073.304535635,0.04794296847909396
EUR,2025-09-09,KEA,NA,NA,NA,NA,20210034.017278615,19566188.18034557,0.032906043374344884
EUR,2025-09-09,KEP,NA,NA,NA,NA,20354635.529157665,19412591.155507557,0.04852749260022615
EUR,2025-09-10,KEA,NA,NA,NA,NA,20292433.04535637,19596806.382289417,0.03549694013896176
EUR,2025-09-10,KEP,NA,NA,NA,NA,20462021.058315333,19467577.02483801,0.05108206492305367
EUR,2025-09-11,KEA,NA,NA,NA,NA,20660887.149028078,20008142.11663067,0.03262397021134955
EUR,2025-09-11,KEP,NA,NA,NA,NA,20778610.151187904,19822597.91576674,0.04822840272922857
EUR,2025-09-12,KEA,NA,NA,NA,NA,20650059.39524838,20024688.833693303,0.031229976492959777
EUR,2025-09-12,KEP,NA,NA,NA,NA,20840481.101511877,19899141.78185745,0.047305523523264226
EUR,2025-09-13,KEA,NA,NA,NA,NA,20837519.978401728,20218605.46976242,0.030611137329175087
EUR,2025-09-13,KEP,NA,NA,NA,NA,21062683.04535637,20156914.638228938,0.0449358656016523
EUR,2025-09-14,KEA,NA,NA,NA,NA,20955112.311015118,20325600.610151187,0.03097137019161611
EUR,2025-09-14,KEP,NA,NA,NA,NA,21102901.72786177,20167614.017278615,0.046375724455151035
EUR,2025-09-15,KEA,NA,NA,NA,NA,20367548.59611231,19729102.208423324,0.03236064068928601
EUR,2025-09-15,KEP,NA,NA,NA,NA,20647018.358531315,19687900.950323973,0.04871608256397497
EUR,2025-09-16,KEA,NA,NA,NA,NA,19955808.855291575,19334361.997840174,0.032142092794208654
EUR,2025-09-16,KEP,NA,NA,NA,NA,20194789.41684665,19261196.66846652,0.048470132175565395
EUR,2025-09-17,KEA,NA,NA,NA,NA,19919893.62850972,19302140.745140385,0.03200437151122015
EUR,2025-09-17,KEP,NA,NA,NA,NA,20202417.926565874,19262578.59611231,0.048790940722923226
EUR,2025-09-18,KEA,NA,NA,NA,NA,20336804.535637148,19702273.48272138,0.032205981379369364
EUR,2025-09-18,KEP,NA,NA,NA,NA,20559861.771058314,19603035.47516199,0.04881010887873316
EUR,2025-09-19,KEA,NA,NA,NA,NA,20438516.738660906,19820566.322894167,0.031177233066895793
EUR,2025-09-19,KEP,NA,NA,NA,NA,20683820.19438445,19738923.37473002,0.04786972428618341
EUR,2025-09-20,KEA,NA,NA,NA,NA,20582182.505399566,19972917.7537797,0.030504544159781988
EUR,2025-09-20,KEP,NA,NA,NA,NA,20786039.41684665,19874803.228941683,0.04584881557861298
EUR,2025-09-21,KEA,NA,NA,NA,NA,20605447.08423326,19956329.157667387,0.03252692022853698
EUR,2025-09-21,KEP,NA,NA,NA,NA,20821875.2699784,19880358.677105833,0.04735913512248735
EUR,2025-09-22,KEA,NA,NA,NA,NA,19783140.388768896,19142909.508639306,0.033444805234055464
EUR,2025-09-22,KEP,NA,NA,NA,NA,19970650.647948164,19022173.110151187,0.04986168153894166
EUR,2025-09-23,KEA,NA,NA,NA,NA,19255717.60259179,18626469.082073435,0.03378249080626672
EUR,2025-09-23,KEP,NA,NA,NA,NA,19406196.544276457,18489285.512958962,0.049591479923593695
EUR,2025-09-24,KEA,NA,NA,NA,NA,19333721.922246218,18723895.507559393,0.03256941988597517
EUR,2025-09-24,KEP,NA,NA,NA,NA,19587411.447084233,18663904.514038876,0.04948090751057488
EUR,2025-09-25,KEA,NA,NA,NA,NA,20065280.777537797,19439208.002159826,0.03220670180124663
EUR,2025-09-25,KEP,NA,NA,NA,NA,20268254.85961123,19320868.9524838,0.04903433222684539
EUR,2025-09-26,KEA,NA,NA,NA,NA,20330724.622030236,19688606.07451404,0.032613712981306
EUR,2025-09-26,KEP,NA,NA,NA,NA,20486926.025917925,19516129.352051836,0.049743299829278165
EUR,2025-09-27,KEA,NA,NA,NA,NA,20714584.77321814,20104956.668466523,0.03032227896853823
EUR,2025-09-27,KEP,NA,NA,NA,NA,20876583.693304535,19957698.09935205,0.04604166218860262
EUR,2025-09-28,KEA,NA,NA,NA,NA,20712774.83801296,20090369.3412527,0.030980291411678573
EUR,2025-09-28,KEP,NA,NA,NA,NA,20865539.956803456,19934650.815334775,0.04669703774056533
EUR,2025-09-29,KEA,NA,NA,NA,NA,19992260.79913607,19374052.737580992,0.03190907291977707
EUR,2025-09-29,KEP,NA,NA,NA,NA,20173731.64146868,19243917.338012956,0.048317309159244815
EUR,2025-09-30,KEA,NA,NA,NA,NA,19441304.535637148,18859282.300215982,0.030861314134658313
EUR,2025-09-30,KEP,NA,NA,NA,NA,19545650.10799136,18659782.60799136,0.047474695638769715
EUR,2025-10-01,KEA,NA,NA,NA,NA,19244213.822894167,18657616.063714903,0.03144012381732253
EUR,2025-10-01,KEP,NA,NA,NA,NA,19452501.61987041,18555506.36609071,0.04834118973001522
EUR,2025-10-02,KEA,NA,NA,NA,NA,19249003.23974082,18639546.69006479,0.032696961992153994
EUR,2025-10-02,KEP,NA,NA,NA,NA,19473761.879049674,18555499.546436284,0.04948734095330498
EUR,2025-10-03,KEA,NA,NA,NA,NA,19801323.97408207,19173781.72786177,0.032729184838294456
EUR,2025-10-03,KEP,NA,NA,NA,NA,19974007.559395246,19037788.60151188,0.049176875396600206
EUR,2025-10-04,KEA,NA,NA,NA,NA,20222134.44924406,19611265.63714903,0.031148872459199284
EUR,2025-10-04,KEP,NA,NA,NA,NA,20343842.872570194,19440124.487041034,0.04648727358364324
EUR,2025-10-05,KEA,NA,NA,NA,NA,20285274.298056155,19678562.742980562,0.030831090816935358
EUR,2025-10-05,KEP,NA,NA,NA,NA,20472159.82721382,19554724.519438446,0.04691629927403951
EUR,2025-10-06,KEA,NA,NA,NA,NA,19365728.941684663,18769640.064794816,0.031758141063551903
EUR,2025-10-06,KEP,NA,NA,NA,NA,19541744.600431964,18632865.118790496,0.04877829983993709
EUR,2025-10-07,KEA,NA,NA,NA,NA,18798502.159827214,18223258.061555076,0.0315664792941559
EUR,2025-10-07,KEP,NA,NA,NA,NA,18961453.0237581,18091330.63174946,0.04809609694942041
EUR,2025-10-08,KEA,NA,NA,NA,NA,19267238.660907127,18667806.495680347,0.03211047668431144
EUR,2025-10-08,KEP,NA,NA,NA,NA,19329429.805615548,18420825.809935205,0.04932482425355178
EUR,2025-10-09,KEA,NA,NA,NA,NA,19585586.933045354,18979693.363930885,0.031923253842757626
EUR,2025-10-09,KEP,NA,NA,NA,NA,19692665.226781856,18781647.21922246,0.04850575654658207
EUR,2025-10-10,KEA,NA,NA,NA,NA,19701055.615550756,19119221.59287257,0.030431888654666173
EUR,2025-10-10,KEP,NA,NA,NA,NA,19912727.321814254,19008916.8412527,0.047546658660746255
EUR,2025-10-11,KEA,NA,NA,NA,NA,20079774.298056155,19524319.460043196,0.02844938278897291
EUR,2025-10-11,KEP,NA,NA,NA,NA,20186246.760259178,19332515.728941686,0.04416036915668542
EUR,2025-10-12,KEA,NA,NA,NA,NA,20062023.75809935,19510546.846652266,0.028265579421302034
EUR,2025-10-12,KEP,NA,NA,NA,NA,20224557.77537797,19367817.705183584,0.04423524029581749
EUR,2025-10-13,KEA,NA,NA,NA,NA,19281562.095032398,18708269.816414688,0.030643789310473846
EUR,2025-10-13,KEP,NA,NA,NA,NA,19443024.83801296,18567160.313174944,0.04717277763883554
EUR,2025-10-14,KEA,NA,NA,NA,NA,18480112.850971922,17921723.455723543,0.031157125966590593
EUR,2025-10-14,KEP,NA,NA,NA,NA,18676016.738660906,17830426.214902807,0.047424021925586146
EUR,2025-10-15,KEA,NA,NA,NA,NA,19043692.764578834,18478735.145788338,0.030573392298404167
EUR,2025-10-15,KEP,NA,NA,NA,NA,19204130.129589632,18338149.784017276,0.04722288539311137
EUR,2025-10-16,KEA,NA,NA,NA,NA,19366867.710583154,18801726.592872567,0.03005793722821304
EUR,2025-10-16,KEP,NA,NA,NA,NA,19509272.13822894,18642501.274298053,0.04649434382101303
EUR,2025-10-17,KEA,NA,NA,NA,NA,19573225.701943845,19010937.624190062,0.02957708288087324
EUR,2025-10-17,KEP,NA,NA,NA,NA,19825700.863930885,18948388.37473002,0.046300111220586304
EUR,2025-10-18,KEA,NA,NA,NA,NA,20121503.23974082,19572692.629589632,0.028039607045251547
EUR,2025-10-18,KEP,NA,NA,NA,NA,20410071.274298057,19554901.166306697,0.04373175301263221
EUR,2025-10-19,KEA,NA,NA,NA,NA,19990011.339092873,19439453.434125267,0.02832167616405923
EUR,2025-10-19,KEP,NA,NA,NA,NA,20248444.384449244,19387816.933045357,0.044390116451790806
EUR,2025-10-20,KEA,NA,NA,NA,NA,19157273.218142547,18576873.995680343,0.03124310487314297
EUR,2025-10-20,KEP,NA,NA,NA,NA,19316002.699784018,18442009.103671703,0.04739145237371711
EUR,2025-10-21,KEA,NA,NA,NA,NA,18566881.74946004,18014366.997840174,0.03067078358546338
EUR,2025-10-21,KEP,NA,NA,NA,NA,18723823.43412527,17879575.885529157,0.04721854444430118
EUR,2025-10-22,KEA,NA,NA,NA,NA,18868859.6112311,18300732.16522678,0.03104397358941835
EUR,2025-10-22,KEP,NA,NA,NA,NA,18984388.768898487,18124756.349892005,0.04742863310334111
EUR,2025-10-23,KEA,NA,NA,NA,NA,19097814.25485961,18498475.24838013,0.0323993733771093
EUR,2025-10-23,KEP,NA,NA,NA,NA,19234825.05399568,18343710.404967602,0.048578756933862044
EUR,2025-10-24,KEA,NA,NA,NA,NA,19599394.168466523,19005850.2537797,0.03122953757718827
EUR,2025-10-24,KEP,NA,NA,NA,NA,19767768.358531315,18856173.48272138,0.048344637720121986
EUR,2025-10-25,KEA,NA,NA,NA,NA,20017961.663066953,19438349.352051836,0.029817979938401296
EUR,2025-10-25,KEP,NA,NA,NA,NA,20128354.751619868,19263694.929805614,0.0448854607054856
EUR,2025-10-26,KEA,NA,NA,NA,NA,18732998.380129587,18223884.643628508,0.027936619796322004
EUR,2025-10-26,KEP,NA,NA,NA,NA,18861344.492440604,18069856.285097193,0.043801577326111785
EUR,2025-10-27,KEA,NA,NA,NA,NA,17628267.27861771,17084232.813174944,0.031844243250022775
EUR,2025-10-27,KEP,NA,NA,NA,NA,17720464.902807776,16926128.606911447,0.04692959118672757
EUR,2025-10-28,KEA,NA,NA,NA,NA,16670068.034557234,16178148.212742979,0.030406435603475668
EUR,2025-10-28,KEP,NA,NA,NA,NA,16826313.174946003,16085527.008639308,0.04605296213850063
EUR,2025-10-29,KEA,NA,NA,NA,NA,16955016.1987041,16457196.738660906,0.0302493473188985
EUR,2025-10-29,KEP,NA,NA,NA,NA,17132076.133909285,16377615.907127429,0.04606654784555797
EUR,2025-10-30,KEA,NA,NA,NA,NA,17420212.742980562,16901730.734341253,0.030676267229003296
EUR,2025-10-30,KEP,NA,NA,NA,NA,17555300.755939525,16769977.775377968,0.046829100853942984
EUR,2025-10-31,KEA,NA,NA,NA,NA,17904894.708423324,17387145.71274298,0.029777687737492675
EUR,2025-10-31,KEP,NA,NA,NA,NA,18109522.678185746,17314573.768898487,0.04591212696873859
EUR,2025-11-01,KEA,NA,NA,NA,NA,18181613.930885527,17689378.385529157,0.02782661632468919
EUR,2025-11-01,KEP,NA,NA,NA,NA,18296433.585313175,17545464.330453563,0.04280133262453245
EUR,2025-11-02,KEA,NA,NA,NA,NA,18268434.66522678,17762286.776457883,0.028495648963383635
EUR,2025-11-02,KEP,NA,NA,NA,NA,18347919.00647948,17569521.636069115,0.04430384540535037
EUR,2025-11-03,KEA,NA,NA,NA,NA,16659430.345572354,16186997.640388768,0.029185937730960232
EUR,2025-11-03,KEP,NA,NA,NA,NA,16960435.74514039,16207115.620950323,0.0464808261882379
EUR,2025-11-04,KEA,NA,NA,NA,NA,14882613.390928725,14459197.456803456,0.029283501756595776
EUR,2025-11-04,KEP,NA,NA,NA,NA,15044416.306695463,14382442.85637149,0.046026496119935256
EUR,2025-11-05,KEA,NA,NA,NA,NA,14993467.602591792,14531171.86825054,0.03181407105584744
EUR,2025-11-05,KEP,NA,NA,NA,NA,15065884.44924406,14380421.085313175,0.047666432009487725
EUR,2025-11-06,KEA,NA,NA,NA,NA,15754492.44060475,15264477.073434124,0.032101680575971736
EUR,2025-11-06,KEP,NA,NA,NA,NA,15843342.33261339,15132189.746220302,0.04699601302387313
EUR,2025-11-07,KEA,NA,NA,NA,NA,16409122.03023758,15931985.1349892,0.02994836432532888
EUR,2025-11-07,KEP,NA,NA,NA,NA,16561666.306695463,15836039.50323974,0.04582122968986502
EUR,2025-11-08,KEA,NA,NA,NA,NA,16129139.308855291,15697269.325053994,0.02751242747119087
EUR,2025-11-08,KEP,NA,NA,NA,NA,16227099.352051836,15562887.82937365,0.04267919488724581
EUR,2025-11-09,KEA,NA,NA,NA,NA,16649314.25485961,16188529.978401726,0.028463626843984624
EUR,2025-11-09,KEP,NA,NA,NA,NA,16741074.514038876,16052690.388768898,0.0428827884048395
EUR,2025-11-10,KEA,NA,NA,NA,NA,15795760.259179264,15340262.11663067,0.029692983019812935
EUR,2025-11-10,KEP,NA,NA,NA,NA,15821355.291576672,15132941.279697623,0.045491091200005274
EUR,2025-11-11,KEA,NA,NA,NA,NA,13946745.140388768,13555789.157667385,0.02884051811179522
EUR,2025-11-11,KEP,NA,NA,NA,NA,14122157.127429806,13516934.929805614,0.04477510624761849
EUR,2025-11-12,KEA,NA,NA,NA,NA,14072450.863930885,13646475.604751619,0.031215038337879975
EUR,2025-11-12,KEP,NA,NA,NA,NA,14146392.008639308,13513868.23974082,0.046805530265449535
EUR,2025-11-13,KEA,NA,NA,NA,NA,15193438.444924405,14719951.900647948,0.032166310560812095
EUR,2025-11-13,KEP,NA,NA,NA,NA,15302526.45788337,14594491.209503239,0.04851386994012441
EUR,2025-11-14,KEA,NA,NA,NA,NA,15985439.524838012,15521933.385529157,0.029861366351499274
EUR,2025-11-14,KEP,NA,NA,NA,NA,16127696.544276457,15418831.160907125,0.04597400256684758
EUR,2025-11-15,KEA,NA,NA,NA,NA,15642985.421166306,15220983.925485961,0.02772498136429591
EUR,2025-11-15,KEP,NA,NA,NA,NA,15748806.695464361,15117131.339092871,0.041785398446461786
EUR,2025-11-16,KEA,NA,NA,NA,NA,16234467.062634988,15780893.185745139,0.02874196482741298
EUR,2025-11-16,KEP,NA,NA,NA,NA,16319634.44924406,15641842.975161986,0.04333194465373125
EUR,2025-11-17,KEA,NA,NA,NA,NA,15482115.010799136,15012013.110151188,0.03131504730235424
EUR,2025-11-17,KEP,NA,NA,NA,NA,15606463.282937365,14904698.957883367,0.04708342832263801
EUR,2025-11-18,KEA,NA,NA,NA,NA,13676441.684665225,13285396.40388769,0.02943422001793672
EUR,2025-11-18,KEP,NA,NA,NA,NA,13772673.866090711,13170242.27861771,0.045741875868985815
EUR,2025-11-19,KEA,NA,NA,NA,NA,13808407.667386608,13408870.18898488,0.029796505803295847
EUR,2025-11-19,KEP,NA,NA,NA,NA,13885698.704103671,13276280.685745139,0.04590276695587425
EUR,2025-11-20,KEA,NA,NA,NA,NA,15131444.924406046,14681570.653347732,0.030642107828955822
EUR,2025-11-20,KEP,NA,NA,NA,NA,15240760.799136069,14565605.664146869,0.0463526989921943
EUR,2025-11-21,KEA,NA,NA,NA,NA,15946947.624190064,15472834.076673865,0.030641674638710814
EUR,2025-11-21,KEP,NA,NA,NA,NA,16037700.32397408,15334492.435205182,0.04585791748505885
EUR,2025-11-22,KEA,NA,NA,NA,NA,15355087.47300216,14950181.911447084,0.027083654496875997
EUR,2025-11-22,KEP,NA,NA,NA,NA,15378904.427645788,14769194.006479481,0.04128257919144507
EUR,2025-11-23,KEA,NA,NA,NA,NA,16083913.606911447,15636138.326133909,0.028637203856730853
EUR,2025-11-23,KEP,NA,NA,NA,NA,16183430.885529157,15502886.06911447,0.04389794347844034
EUR,2025-11-24,KEA,NA,NA,NA,NA,15214282.397408206,14778319.568034556,0.029500162543286468
EUR,2025-11-24,KEP,NA,NA,NA,NA,15379071.274298055,14699075.394168464,0.04626113288726752
EUR,2025-11-25,KEA,NA,NA,NA,NA,13536313.174946005,13139379.875809936,0.030209439325735277
EUR,2025-11-25,KEP,NA,NA,NA,NA,13590583.15334773,12991690.815334773,0.04609810582207308
EUR,2025-11-26,KEA,NA,NA,NA,NA,13368645.788336933,12973225.664146867,0.030479707547434343
EUR,2025-11-26,KEP,NA,NA,NA,NA,13412065.87473002,12808889.870410366,0.047090420045927894
EUR,2025-11-27,KEA,NA,NA,NA,NA,14892235.961123109,14424674.61663067,0.03241399594229821
EUR,2025-11-27,KEP,NA,NA,NA,NA,14964680.885529157,14264160.151187904,0.04911054888029387
EUR,2025-11-28,KEA,NA,NA,NA,NA,15417085.313174944,14959400.16198704,0.030595153965525812
EUR,2025-11-28,KEP,NA,NA,NA,NA,15767781.857451404,15054150.340172784,0.04740430387321526
EUR,2025-11-29,KEA,NA,NA,NA,NA,15171974.622030238,14755492.208423326,0.02822558595294833
EUR,2025-11-29,KEP,NA,NA,NA,NA,15285524.298056155,14652015.291576674,0.043236987804925464
EUR,2025-11-30,KEA,NA,NA,NA,NA,16025119.870410366,15569649.406047516,0.029253739277259383
EUR,2025-11-30,KEP,NA,NA,NA,NA,16127501.079913607,15420685.178185744,0.045835570440652784
EUR,2025-12-01,KEA,NA,NA,NA,NA,15431715.98272138,14980726.544276457,0.030104643931120112
EUR,2025-12-01,KEP,NA,NA,NA,NA,15480341.792656587,14788614.368250538,0.04677432294746353
EUR,2025-12-02,KEA,NA,NA,NA,NA,13621013.498920085,13228950.345572352,0.029636754474549276
EUR,2025-12-02,KEP,NA,NA,NA,NA,13627738.120950323,13025806.009719223,0.04621073819017174
EUR,2025-12-03,KEA,NA,NA,NA,NA,13686024.298056155,13296912.359611232,0.029263330307179647
EUR,2025-12-03,KEP,NA,NA,NA,NA,13726342.872570194,13121777.073434126,0.046073469755864904
EUR,2025-12-04,KEA,NA,NA,NA,NA,15132859.611231102,14687252.753779698,0.030339701026574017
EUR,2025-12-04,KEP,NA,NA,NA,NA,15173211.663066953,14490552.985961122,0.04711060218110452
EUR,2025-12-05,KEA,NA,NA,NA,NA,15850882.82937365,15381819.622030238,0.030494650104439414
EUR,2025-12-05,KEP,NA,NA,NA,NA,15908928.18574514,15189254.168466521,0.04738047104200094
EUR,2025-12-06,KEA,NA,NA,NA,NA,15349698.704103671,14935840.669546437,0.027709055266040394
EUR,2025-12-06,KEP,NA,NA,NA,NA,15369289.416846652,14732207.435205184,0.04324416313328916
EUR,2025-12-07,KEA,NA,NA,NA,NA,15954585.313174944,15505932.22462203,0.028934286700962986
EUR,2025-12-07,KEP,NA,NA,NA,NA,16004553.45572354,15338000.63174946,0.043457608327015285
EUR,2025-12-08,KEA,NA,NA,NA,NA,15674562.095032396,15233730.59935205,0.02893785555713424
EUR,2025-12-08,KEP,NA,NA,NA,NA,15693988.660907127,15007304.897408208,0.0457566343985929
EUR,2025-12-09,KEA,NA,NA,NA,NA,13812818.574514039,13412635.399568034,0.029836282208856035
EUR,2025-12-09,KEP,NA,NA,NA,NA,13843906.587473001,13238021.079913605,0.04576858609771528
EUR,2025-12-10,KEA,NA,NA,NA,NA,14334007.559395248,13912768.056155508,0.030277188661487653
EUR,2025-12-10,KEP,NA,NA,NA,NA,14363038.336933045,13725673.066954643,0.04643599383937658
EUR,2025-12-11,KEA,NA,NA,NA,NA,14977992.980561554,14535689.843412526,0.030428768219038282
