DATE,REG,FLTS,YEAR,ROLL_MED_7
2019-04-30,BRA,4669,2019,4572
2019-05-01,BRA,3921,2019,4572
2019-05-02,BRA,4572,2019,4572
2019-05-03,BRA,4954,2019,4572
2019-05-04,BRA,3674,2019,4572
2019-05-05,BRA,3683,2019,4589
2019-05-06,BRA,4710,2019,4608
2019-05-07,BRA,4589,2019,4608
2019-05-08,BRA,4608,2019,4608
2019-05-09,BRA,5212,2019,4608
2019-05-10,BRA,4856,2019,4589
2019-05-11,BRA,3529,2019,4570
2019-05-12,BRA,3230,2019,4478
2019-05-13,BRA,4159,2019,4478
2019-05-14,BRA,4570,2019,4478
2019-05-15,BRA,4478,2019,4478
2019-05-16,BRA,4795,2019,4478
2019-05-17,BRA,4522,2019,4478
2019-05-18,BRA,3556,2019,4478
2019-05-19,BRA,3358,2019,4522
2019-05-20,BRA,4470,2019,4522
2019-05-21,BRA,4677,2019,4665
2019-05-22,BRA,4665,2019,4665
2019-05-23,BRA,4757,2019,4665
2019-05-24,BRA,4705,2019,4665
2019-05-25,BRA,3799,2019,4592
2019-05-26,BRA,3750,2019,4461
2019-05-27,BRA,4592,2019,4461
2019-05-28,BRA,4275,2019,4461
2019-05-29,BRA,4461,2019,4461
2019-05-30,BRA,4639,2019,4461
2019-05-31,BRA,4752,2019,4275
2019-06-01,BRA,3586,2019,4461
2019-06-02,BRA,3294,2019,4639
2019-06-03,BRA,4271,2019,4661
2019-06-04,BRA,4661,2019,4661
2019-06-05,BRA,4927,2019,4661
2019-06-06,BRA,4973,2019,4661
2019-06-07,BRA,5136,2019,4661
2019-06-08,BRA,3833,2019,4482
2019-06-09,BRA,3608,2019,4482
2019-06-10,BRA,4482,2019,4482
2019-06-11,BRA,4429,2019,4482
2019-06-12,BRA,4606,2019,4482
2019-06-13,BRA,4814,2019,4482
2019-06-14,BRA,4959,2019,4516
2019-06-15,BRA,3817,2019,4606
2019-06-16,BRA,3560,2019,4814
2019-06-17,BRA,4516,2019,4516
2019-06-18,BRA,4912,2019,4471
2019-06-19,BRA,5172,2019,4471
2019-06-20,BRA,4471,2019,4471
2019-06-21,BRA,3314,2019,4471
2019-06-22,BRA,3061,2019,4471
2019-06-23,BRA,4222,2019,4471
2019-06-24,BRA,4836,2019,4594
2019-06-25,BRA,4814,2019,4814
2019-06-26,BRA,4594,2019,4814
2019-06-27,BRA,4963,2019,4814
2019-06-28,BRA,5167,2019,4786
2019-06-29,BRA,3868,2019,4786
2019-06-30,BRA,3730,2019,4792
2019-07-01,BRA,4786,2019,4786
2019-07-02,BRA,4792,2019,4774
2019-07-03,BRA,4828,2019,4774
2019-07-04,BRA,4774,2019,4774
2019-07-05,BRA,4767,2019,4774
2019-07-06,BRA,4115,2019,4774
2019-07-07,BRA,3712,2019,4767
2019-07-08,BRA,4803,2019,4767
2019-07-09,BRA,4813,2019,4803
2019-07-10,BRA,4724,2019,4803
2019-07-11,BRA,4945,2019,4803
2019-07-12,BRA,5154,2019,4724
2019-07-13,BRA,4143,2019,4724
2019-07-14,BRA,3762,2019,4770
2019-07-15,BRA,4643,2019,4770
2019-07-16,BRA,4770,2019,4770
2019-07-17,BRA,4954,2019,4770
2019-07-18,BRA,5104,2019,4770
2019-07-19,BRA,5063,2019,4770
2019-07-20,BRA,4072,2019,4799
2019-07-21,BRA,3924,2019,4799
2019-07-22,BRA,4684,2019,4799
2019-07-23,BRA,4799,2019,4799
2019-07-24,BRA,4846,2019,4799
2019-07-25,BRA,4871,2019,4799
2019-07-26,BRA,4949,2019,4799
2019-07-27,BRA,4035,2019,4846
2019-07-28,BRA,3902,2019,4871
2019-07-29,BRA,4736,2019,4946
2019-07-30,BRA,4946,2019,4771
2019-07-31,BRA,5084,2019,4771
2019-08-01,BRA,4981,2019,4771
2019-08-02,BRA,4771,2019,4771
2019-08-03,BRA,3708,2019,4712
2019-08-04,BRA,3479,2019,4712
2019-08-05,BRA,4429,2019,4712
2019-08-06,BRA,4712,2019,4712
2019-08-07,BRA,4831,2019,4712
2019-08-08,BRA,5052,2019,4712
2019-08-09,BRA,5204,2019,4712
2019-08-10,BRA,4136,2019,4725
2019-08-11,BRA,3591,2019,4725
2019-08-12,BRA,4508,2019,4725
2019-08-13,BRA,4725,2019,4725
2019-08-14,BRA,4815,2019,4725
2019-08-15,BRA,5030,2019,4725
2019-08-16,BRA,5230,2019,4725
2019-08-17,BRA,4058,2019,4627
2019-08-18,BRA,3926,2019,4627
2019-08-19,BRA,4461,2019,4627
2019-08-20,BRA,4627,2019,4627
2019-08-21,BRA,4873,2019,4627
2019-08-22,BRA,5061,2019,4627
2019-08-23,BRA,5078,2019,4695
2019-08-24,BRA,3993,2019,4851
2019-08-25,BRA,3887,2019,4851
2019-08-26,BRA,4695,2019,4851
2019-08-27,BRA,4851,2019,4851
2019-08-28,BRA,4907,2019,4851
2019-08-29,BRA,4923,2019,4851
2019-08-30,BRA,5033,2019,4851
2019-08-31,BRA,3901,2019,4663
2019-09-01,BRA,3612,2019,4663
2019-09-02,BRA,4553,2019,4663
2019-09-03,BRA,4663,2019,4663
2019-09-04,BRA,4745,2019,4663
2019-09-05,BRA,4856,2019,4663
2019-09-06,BRA,4906,2019,4745
2019-09-07,BRA,4000,2019,4758
2019-09-08,BRA,3910,2019,4758
2019-09-09,BRA,4758,2019,4758
2019-09-10,BRA,4803,2019,4758
2019-09-11,BRA,4688,2019,4758
2019-09-12,BRA,4922,2019,4758
2019-09-13,BRA,4969,2019,4688
2019-09-14,BRA,3922,2019,4644
2019-09-15,BRA,3895,2019,4644
2019-09-16,BRA,4644,2019,4644
2019-09-17,BRA,4643,2019,4644
2019-09-18,BRA,4840,2019,4644
2019-09-19,BRA,4847,2019,4644
2019-09-20,BRA,4904,2019,4673
2019-09-21,BRA,3856,2019,4785
2019-09-22,BRA,3685,2019,4673
2019-09-23,BRA,4673,2019,4673
2019-09-24,BRA,4785,2019,4673
2019-09-25,BRA,4632,2019,4673
2019-09-26,BRA,4797,2019,4673
2019-09-27,BRA,5167,2019,4785
2019-09-28,BRA,4020,2019,4797
2019-09-29,BRA,3985,2019,4824
2019-09-30,BRA,4824,2019,4961
2019-10-01,BRA,5003,2019,4961
2019-10-02,BRA,5000,2019,4961
2019-10-03,BRA,4961,2019,4961
2019-10-04,BRA,5123,2019,4961
2019-10-05,BRA,4031,2019,4586
2019-10-06,BRA,3645,2019,4586
2019-10-07,BRA,4540,2019,4586
2019-10-08,BRA,4586,2019,4586
2019-10-09,BRA,4621,2019,4586
2019-10-10,BRA,5121,2019,4586
2019-10-11,BRA,5308,2019,4621
2019-10-12,BRA,4192,2019,4673
2019-10-13,BRA,3908,2019,4730
2019-10-14,BRA,4730,2019,4730
2019-10-15,BRA,4673,2019,4730
2019-10-16,BRA,4765,2019,4730
2019-10-17,BRA,4847,2019,4730
2019-10-18,BRA,4944,2019,4673
2019-10-19,BRA,4063,2019,4598
2019-10-20,BRA,3788,2019,4598
2019-10-21,BRA,4255,2019,4598
2019-10-22,BRA,4598,2019,4598
2019-10-23,BRA,4768,2019,4598
2019-10-24,BRA,5062,2019,4598
2019-10-25,BRA,5096,2019,4598
2019-10-26,BRA,4047,2019,4715
2019-10-27,BRA,3775,2019,4715
2019-10-28,BRA,4499,2019,4715
2019-10-29,BRA,4715,2019,4715
2019-10-30,BRA,4830,2019,4715
2019-10-31,BRA,4755,2019,4715
2019-11-01,BRA,5147,2019,4715
2019-11-02,BRA,3873,2019,4585
2019-11-03,BRA,3824,2019,4585
2019-11-04,BRA,4585,2019,4585
2019-11-05,BRA,4583,2019,4585
2019-11-06,BRA,4769,2019,4585
2019-11-07,BRA,4773,2019,4585
2019-11-08,BRA,4813,2019,4583
2019-11-09,BRA,3868,2019,4645
2019-11-10,BRA,3664,2019,4645
2019-11-11,BRA,4510,2019,4645
2019-11-12,BRA,4645,2019,4510
2019-11-13,BRA,4854,2019,4510
2019-11-14,BRA,5095,2019,4510
2019-11-15,BRA,4475,2019,4531
2019-11-16,BRA,3528,2019,4531
2019-11-17,BRA,4376,2019,4531
2019-11-18,BRA,4531,2019,4531
2019-11-19,BRA,4675,2019,4675
2019-11-20,BRA,4863,2019,4675
2019-11-21,BRA,5110,2019,4675
2019-11-22,BRA,5091,2019,4863
2019-11-23,BRA,4096,2019,4913
2019-11-24,BRA,3917,2019,4913
2019-11-25,BRA,4938,2019,4901
2019-11-26,BRA,4913,2019,4901
2019-11-27,BRA,4520,2019,4901
2019-11-28,BRA,4901,2019,4901
2019-11-29,BRA,5226,2019,4751
2019-11-30,BRA,4251,2019,4751
2019-12-01,BRA,3829,2019,4851
2019-12-02,BRA,4751,2019,4851
2019-12-03,BRA,4851,2019,4851
2019-12-04,BRA,4889,2019,4851
2019-12-05,BRA,4888,2019,4851
2019-12-06,BRA,5095,2019,4851
2019-12-07,BRA,4341,2019,4790
2019-12-08,BRA,3999,2019,4790
2019-12-09,BRA,4699,2019,4790
2019-12-10,BRA,4790,2019,4790
2019-12-11,BRA,4841,2019,4790
2019-12-12,BRA,5137,2019,4790
2019-12-13,BRA,5186,2019,4799
2019-12-14,BRA,4224,2019,4799
2019-12-15,BRA,4069,2019,4799
2019-12-16,BRA,4799,2019,4799
2019-12-17,BRA,4637,2019,4799
2019-12-18,BRA,5071,2019,4799
2019-12-19,BRA,5317,2019,4799
2019-12-20,BRA,5290,2019,4637
2019-12-21,BRA,4388,2019,4462
2019-12-22,BRA,4016,2019,4388
2019-12-23,BRA,4462,2019,4388
2019-12-24,BRA,3563,2019,4388
2019-12-25,BRA,2899,2019,4447
2019-12-26,BRA,4991,2019,4447
2019-12-27,BRA,4962,2019,4204
2019-12-28,BRA,4447,2019,4204
2019-12-29,BRA,3698,2019,4204
2019-12-30,BRA,4204,2019,4204
2019-12-31,BRA,3399,2019,4204
2020-01-01,BRA,2955,2020,3962
2020-01-02,BRA,4363,2020,4118
2020-01-03,BRA,4404,2020,4118
2020-01-04,BRA,3962,2020,4363
2020-01-05,BRA,4118,2020,4397
2020-01-06,BRA,4583,2020,4404
2020-01-07,BRA,4397,2020,4487
2020-01-08,BRA,4487,2020,4487
2020-01-09,BRA,4703,2020,4487
2020-01-10,BRA,4774,2020,4487
2020-01-11,BRA,4062,2020,4550
2020-01-12,BRA,3963,2020,4703
2020-01-13,BRA,4550,2020,4767
2020-01-14,BRA,4767,2020,4728
2020-01-15,BRA,4974,2020,4728
2020-01-16,BRA,4910,2020,4728
2020-01-17,BRA,4728,2020,4728
2020-01-18,BRA,4003,2020,4713
2020-01-19,BRA,3940,2020,4689
2020-01-20,BRA,4689,2020,4551
2020-01-21,BRA,4713,2020,4519
2020-01-22,BRA,4551,2020,4519
2020-01-23,BRA,4505,2020,4519
2020-01-24,BRA,4519,2020,4519
2020-01-25,BRA,4179,2020,4519
2020-01-26,BRA,3953,2020,4519
2020-01-27,BRA,4782,2020,4782
2020-01-28,BRA,4814,2020,4805
2020-01-29,BRA,4813,2020,4805
2020-01-30,BRA,4845,2020,4805
2020-01-31,BRA,4805,2020,4805
2020-02-01,BRA,4067,2020,4593
2020-02-02,BRA,3746,2020,4590
2020-02-03,BRA,4593,2020,4590
2020-02-04,BRA,4518,2020,4590
2020-02-05,BRA,4590,2020,4590
2020-02-06,BRA,4793,2020,4590
2020-02-07,BRA,4752,2020,4518
2020-02-08,BRA,3910,2020,4386
2020-02-09,BRA,3747,2020,4386
2020-02-10,BRA,4225,2020,4386
2020-02-11,BRA,4386,2020,4386
2020-02-12,BRA,4515,2020,4386
2020-02-13,BRA,4945,2020,4386
2020-02-14,BRA,4892,2020,4515
2020-02-15,BRA,4143,2020,4573
2020-02-16,BRA,4017,2020,4747
2020-02-17,BRA,4573,2020,4747
2020-02-18,BRA,4747,2020,4747
2020-02-19,BRA,4805,2020,4747
2020-02-20,BRA,5209,2020,4747
2020-02-21,BRA,5323,2020,4747
2020-02-22,BRA,4162,2020,4162
2020-02-23,BRA,2858,2020,4162
2020-02-24,BRA,3028,2020,4162
2020-02-25,BRA,3462,2020,4162
2020-02-26,BRA,4525,2020,3787
2020-02-27,BRA,4587,2020,3803
2020-02-28,BRA,4554,2020,4525
2020-02-29,BRA,3787,2020,4544
2020-03-01,BRA,3803,2020,4554
2020-03-02,BRA,4544,2020,4554
2020-03-03,BRA,4704,2020,4704
2020-03-04,BRA,4846,2020,4704
2020-03-05,BRA,5083,2020,4704
2020-03-06,BRA,5107,2020,4846
2020-03-07,BRA,3977,2020,4869
2020-03-08,BRA,3879,2020,4869
2020-03-09,BRA,4869,2020,4869
2020-03-10,BRA,4959,2020,4869
2020-03-11,BRA,4728,2020,4869
2020-03-12,BRA,5117,2020,4869
2020-03-13,BRA,5103,2020,4728
2020-03-14,BRA,4066,2020,4229
2020-03-15,BRA,3734,2020,4066
2020-03-16,BRA,4229,2020,4025
2020-03-17,BRA,4025,2020,3734
2020-03-18,BRA,3604,2020,3604
2020-03-19,BRA,3522,2020,3522
2020-03-20,BRA,3214,2020,3214
2020-03-21,BRA,2438,2020,2438
2020-03-22,BRA,1725,2020,1842
2020-03-23,BRA,1842,2020,1725
2020-03-24,BRA,1476,2020,1476
2020-03-25,BRA,1321,2020,1452
2020-03-26,BRA,1452,2020,1411
2020-03-27,BRA,1411,2020,1321
2020-03-28,BRA,977,2020,1321
2020-03-29,BRA,677,2020,1392
2020-03-30,BRA,1231,2020,1392
2020-03-31,BRA,1401,2020,1352
2020-04-01,BRA,1392,2020,1352
2020-04-02,BRA,1409,2020,1352
2020-04-03,BRA,1352,2020,1352
2020-04-04,BRA,903,2020,1256
2020-04-05,BRA,653,2020,1256
2020-04-06,BRA,1204,2020,1256
2020-04-07,BRA,1256,2020,1204
2020-04-08,BRA,1519,2020,1204
2020-04-09,BRA,1554,2020,1204
2020-04-10,BRA,842,2020,1256
2020-04-11,BRA,701,2020,1348
2020-04-12,BRA,581,2020,1348
2020-04-13,BRA,1351,2020,1348
2020-04-14,BRA,1348,2020,1351
2020-04-15,BRA,1500,2020,1351
2020-04-16,BRA,1547,2020,1351
2020-04-17,BRA,1645,2020,1350
2020-04-18,BRA,1033,2020,1350
2020-04-19,BRA,763,2020,1350
2020-04-20,BRA,1350,2020,1350
2020-04-21,BRA,1284,2020,1350
2020-04-22,BRA,1678,2020,1350
2020-04-23,BRA,1967,2020,1350
2020-04-24,BRA,1947,2020,1678
2020-04-25,BRA,1254,2020,1825
2020-04-26,BRA,944,2020,1903
2020-04-27,BRA,1825,2020,1903
2020-04-28,BRA,1903,2020,1825
2020-04-29,BRA,2089,2020,1825
2020-04-30,BRA,2394,2020,1825
2020-05-01,BRA,1581,2020,1903
2020-05-02,BRA,1154,2020,1925
2020-05-03,BRA,1044,2020,1925
2020-05-04,BRA,1925,2020,1925
2020-05-05,BRA,2066,2020,2066
2020-05-06,BRA,2079,2020,2066
2020-05-07,BRA,2207,2020,2066
2020-05-08,BRA,2309,2020,2066
2020-05-09,BRA,1563,2020,2079
2020-05-10,BRA,926,2020,2033
2020-05-11,BRA,2033,2020,1909
2020-05-12,BRA,2130,2020,1847
2020-05-13,BRA,1802,2020,1847
2020-05-14,BRA,1909,2020,1847
2020-05-15,BRA,1847,2020,1847
2020-05-16,BRA,1362,2020,1847
2020-05-17,BRA,1077,2020,1909
2020-05-18,BRA,1973,2020,1973
2020-05-19,BRA,2121,2020,1973
2020-05-20,BRA,2251,2020,1973
2020-05-21,BRA,2243,2020,1973
2020-05-22,BRA,1962,2020,1962
2020-05-23,BRA,1047,2020,1962
2020-05-24,BRA,941,2020,1962
2020-05-25,BRA,1958,2020,1962
2020-05-26,BRA,2183,2020,1986
2020-05-27,BRA,2267,2020,1986
2020-05-28,BRA,2229,2020,1986
2020-05-29,BRA,1986,2020,1986
2020-05-30,BRA,1560,2020,1986
2020-05-31,BRA,1222,2020,1986
2020-06-01,BRA,1956,2020,1986
2020-06-02,BRA,2057,2020,2057
2020-06-03,BRA,2072,2020,2057
2020-06-04,BRA,2119,2020,2057
2020-06-05,BRA,2136,2020,2072
2020-06-06,BRA,1431,2020,2097
2020-06-07,BRA,1162,2020,2098
2020-06-08,BRA,2097,2020,2097
2020-06-09,BRA,2098,2020,1917
2020-06-10,BRA,2360,2020,1917
2020-06-11,BRA,1917,2020,1917
2020-06-12,BRA,1690,2020,1917
2020-06-13,BRA,1312,2020,1917
2020-06-14,BRA,1255,2020,1917
2020-06-15,BRA,1997,2020,1997
2020-06-16,BRA,2166,2020,2166
2020-06-17,BRA,2357,2020,2166
2020-06-18,BRA,2358,2020,2166
2020-06-19,BRA,2431,2020,2166
2020-06-20,BRA,1629,2020,2325
2020-06-21,BRA,1356,2020,2325
2020-06-22,BRA,2138,2020,2314
2020-06-23,BRA,2325,2020,2194
2020-06-24,BRA,2381,2020,2194
2020-06-25,BRA,2314,2020,2194
2020-06-26,BRA,2194,2020,2194
2020-06-27,BRA,1286,2020,2022
2020-06-28,BRA,1422,2020,2022
2020-06-29,BRA,2022,2020,2022
2020-06-30,BRA,2022,2020,2022
2020-07-01,BRA,2131,2020,2022
2020-07-02,BRA,2485,2020,2022
2020-07-03,BRA,2688,2020,2022
2020-07-04,BRA,1656,2020,2131
2020-07-05,BRA,1524,2020,2146
2020-07-06,BRA,1963,2020,2146
2020-07-07,BRA,2149,2020,2146
2020-07-08,BRA,2146,2020,2146
2020-07-09,BRA,2465,2020,2146
2020-07-10,BRA,2630,2020,2146
2020-07-11,BRA,1503,2020,1999
2020-07-12,BRA,1465,2020,1999
2020-07-13,BRA,1999,2020,1999
2020-07-14,BRA,1913,2020,1999
2020-07-15,BRA,2126,2020,1999
2020-07-16,BRA,2164,2020,1999
2020-07-17,BRA,2535,2020,2126
2020-07-18,BRA,1511,2020,2164
2020-07-19,BRA,1356,2020,2182
2020-07-20,BRA,2182,2020,2274
2020-07-21,BRA,2274,2020,2274
2020-07-22,BRA,2484,2020,2274
2020-07-23,BRA,2708,2020,2274
2020-07-24,BRA,2747,2020,2361
2020-07-25,BRA,1680,2020,2454
2020-07-26,BRA,1617,2020,2454
2020-07-27,BRA,2361,2020,2454
2020-07-28,BRA,2454,2020,2454
2020-07-29,BRA,2462,2020,2454
2020-07-30,BRA,2506,2020,2454
2020-07-31,BRA,2602,2020,2462
2020-08-01,BRA,1710,2020,2466
2020-08-02,BRA,1798,2020,2506
2020-08-03,BRA,2466,2020,2602
2020-08-04,BRA,2605,2020,2605
2020-08-05,BRA,2679,2020,2605
2020-08-06,BRA,2822,2020,2605
2020-08-07,BRA,2888,2020,2605
2020-08-08,BRA,1835,2020,2617
2020-08-09,BRA,1560,2020,2556
2020-08-10,BRA,2556,2020,2556
2020-08-11,BRA,2617,2020,2556
2020-08-12,BRA,2429,2020,2556
2020-08-13,BRA,2698,2020,2556
2020-08-14,BRA,2903,2020,2429
2020-08-15,BRA,1829,2020,2429
2020-08-16,BRA,1748,2020,2471
2020-08-17,BRA,2410,2020,2471
2020-08-18,BRA,2471,2020,2471
2020-08-19,BRA,2701,2020,2471
2020-08-20,BRA,2523,2020,2471
2020-08-21,BRA,2611,2020,2523
2020-08-22,BRA,1842,2020,2611
2020-08-23,BRA,1852,2020,2611
2020-08-24,BRA,2814,2020,2814
2020-08-25,BRA,3110,2020,3086
2020-08-26,BRA,3086,2020,3086
2020-08-27,BRA,3294,2020,3086
2020-08-28,BRA,3307,2020,3086
2020-08-29,BRA,2261,2020,2762
2020-08-30,BRA,1998,2020,2762
2020-08-31,BRA,2640,2020,2762
2020-09-01,BRA,2762,2020,2762
2020-09-02,BRA,2836,2020,2762
2020-09-03,BRA,3337,2020,2762
2020-09-04,BRA,3775,2020,2762
2020-09-05,BRA,2292,2020,2836
2020-09-06,BRA,1497,2020,2935
2020-09-07,BRA,2671,2020,2935
2020-09-08,BRA,3054,2020,2935
2020-09-09,BRA,2935,2020,2935
2020-09-10,BRA,3161,2020,2935
2020-09-11,BRA,3220,2020,2935
2020-09-12,BRA,2166,2020,2935
2020-09-13,BRA,2178,2020,2957
2020-09-14,BRA,2932,2020,2957
2020-09-15,BRA,2957,2020,2957
2020-09-16,BRA,3159,2020,2957
2020-09-17,BRA,3195,2020,2957
2020-09-18,BRA,3468,2020,2957
2020-09-19,BRA,2153,2020,2663
2020-09-20,BRA,1928,2020,2663
2020-09-21,BRA,2641,2020,2663
2020-09-22,BRA,2663,2020,2663
2020-09-23,BRA,3008,2020,2663
2020-09-24,BRA,3463,2020,2663
2020-09-25,BRA,3566,2020,2881
2020-09-26,BRA,2288,2020,3008
2020-09-27,BRA,2173,2020,3098
2020-09-28,BRA,2881,2020,3098
2020-09-29,BRA,3098,2020,3098
2020-09-30,BRA,3233,2020,3098
2020-10-01,BRA,3409,2020,3098
2020-10-02,BRA,3494,2020,3233
2020-10-03,BRA,2305,2020,3281
2020-10-04,BRA,2165,2020,3409
2020-10-05,BRA,3281,2020,3439
2020-10-06,BRA,3439,2020,3439
2020-10-07,BRA,3440,2020,3439
2020-10-08,BRA,3533,2020,3439
2020-10-09,BRA,3702,2020,3439
2020-10-10,BRA,2768,2020,3440
2020-10-11,BRA,1790,2020,3533
2020-10-12,BRA,2927,2020,3277
2020-10-13,BRA,3591,2020,3277
2020-10-14,BRA,3605,2020,3277
2020-10-15,BRA,3277,2020,3277
2020-10-16,BRA,3648,2020,3303
2020-10-17,BRA,2805,2020,3277
2020-10-18,BRA,2397,2020,3277
2020-10-19,BRA,3303,2020,3303
2020-10-20,BRA,3274,2020,3303
2020-10-21,BRA,3351,2020,3303
2020-10-22,BRA,3567,2020,3303
2020-10-23,BRA,3632,2020,3274
2020-10-24,BRA,2394,2020,3268
2020-10-25,BRA,2265,2020,3268
2020-10-26,BRA,3078,2020,3268
2020-10-27,BRA,3268,2020,3268
2020-10-28,BRA,3688,2020,3268
2020-10-29,BRA,3571,2020,3268
2020-10-30,BRA,3573,2020,3268
2020-10-31,BRA,2612,2020,3571
2020-11-01,BRA,1864,2020,3571
2020-11-02,BRA,3002,2020,3573
2020-11-03,BRA,3642,2020,3577
2020-11-04,BRA,3577,2020,3577
2020-11-05,BRA,3637,2020,3577
2020-11-06,BRA,4171,2020,3577
2020-11-07,BRA,3191,2020,3316
2020-11-08,BRA,2815,2020,3316
2020-11-09,BRA,3288,2020,3316
2020-11-10,BRA,3316,2020,3316
2020-11-11,BRA,3570,2020,3316
2020-11-12,BRA,3614,2020,3316
2020-11-13,BRA,3899,2020,3525
2020-11-14,BRA,2962,2020,3525
2020-11-15,BRA,2501,2020,3519
2020-11-16,BRA,3525,2020,3519
2020-11-17,BRA,3519,2020,3519
2020-11-18,BRA,3419,2020,3519
2020-11-19,BRA,3534,2020,3519
2020-11-20,BRA,3829,2020,3519
2020-11-21,BRA,2987,2020,3534
2020-11-22,BRA,2720,2020,3600
2020-11-23,BRA,3600,2020,3722
2020-11-24,BRA,3722,2020,3722
2020-11-25,BRA,3902,2020,3722
2020-11-26,BRA,3982,2020,3722
2020-11-27,BRA,3951,2020,3722
2020-11-28,BRA,2939,2020,3658
2020-11-29,BRA,2589,2020,3658
2020-11-30,BRA,3478,2020,3658
2020-12-01,BRA,3658,2020,3658
2020-12-02,BRA,3706,2020,3658
2020-12-03,BRA,3938,2020,3658
2020-12-04,BRA,3961,2020,3658
2020-12-05,BRA,2741,2020,3647
2020-12-06,BRA,2314,2020,3647
2020-12-07,BRA,3428,2020,3647
2020-12-08,BRA,3647,2020,3647
2020-12-09,BRA,3788,2020,3647
2020-12-10,BRA,4005,2020,3647
2020-12-11,BRA,4149,2020,3671
2020-12-12,BRA,3096,2020,3788
2020-12-13,BRA,2680,2020,3944
2020-12-14,BRA,3671,2020,3944
2020-12-15,BRA,3944,2020,3944
2020-12-16,BRA,3955,2020,3944
2020-12-17,BRA,4151,2020,3944
2020-12-18,BRA,4421,2020,3944
2020-12-19,BRA,3733,2020,3955
2020-12-20,BRA,3074,2020,3996
2020-12-21,BRA,3837,2020,3837
2020-12-22,BRA,3996,2020,3733
2020-12-23,BRA,4038,2020,3543
2020-12-24,BRA,2694,2020,3543
2020-12-25,BRA,1907,2020,3543
2020-12-26,BRA,3543,2020,3543
2020-12-27,BRA,3033,2020,3543
2020-12-28,BRA,3576,2020,3543
2020-12-29,BRA,3786,2020,3543
2020-12-30,BRA,3647,2020,3033
2020-12-31,BRA,2437,2020,3375
2021-01-01,BRA,1728,2021,3375
2021-01-02,BRA,2776,2021,3375
2021-01-03,BRA,3375,2021,3375
2021-01-04,BRA,3827,2021,3702
2021-01-05,BRA,3736,2021,3716
2021-01-06,BRA,3702,2021,3716
2021-01-07,BRA,3716,2021,3716
2021-01-08,BRA,3892,2021,3716
2021-01-09,BRA,3370,2021,3711
2021-01-10,BRA,3125,2021,3711
2021-01-11,BRA,3769,2021,3711
2021-01-12,BRA,3711,2021,3711
2021-01-13,BRA,3561,2021,3711
2021-01-14,BRA,3905,2021,3711
2021-01-15,BRA,4132,2021,3685
2021-01-16,BRA,3316,2021,3685
2021-01-17,BRA,2921,2021,3709
2021-01-18,BRA,3685,2021,3709
2021-01-19,BRA,3750,2021,3709
2021-01-20,BRA,3709,2021,3709
2021-01-21,BRA,3942,2021,3709
2021-01-22,BRA,4117,2021,3750
2021-01-23,BRA,3452,2021,3709
2021-01-24,BRA,2960,2021,3708
2021-01-25,BRA,3796,2021,3708
2021-01-26,BRA,3599,2021,3708
2021-01-27,BRA,3708,2021,3708
2021-01-28,BRA,3801,2021,3708
2021-01-29,BRA,4100,2021,3599
2021-01-30,BRA,3443,2021,3513
2021-01-31,BRA,3065,2021,3511
2021-02-01,BRA,3513,2021,3511
2021-02-02,BRA,3511,2021,3511
2021-02-03,BRA,3443,2021,3511
2021-02-04,BRA,3525,2021,3511
2021-02-05,BRA,3681,2021,3478
2021-02-06,BRA,2735,2021,3478
2021-02-07,BRA,2576,2021,3488
2021-02-08,BRA,3478,2021,3488
2021-02-09,BRA,3488,2021,3488
2021-02-10,BRA,3660,2021,3488
2021-02-11,BRA,3826,2021,3488
2021-02-12,BRA,4122,2021,3488
2021-02-13,BRA,3166,2021,3166
2021-02-14,BRA,2109,2021,3166
2021-02-15,BRA,2437,2021,3166
2021-02-16,BRA,2854,2021,3166
2021-02-17,BRA,3576,2021,3013
2021-02-18,BRA,3576,2021,3049
2021-02-19,BRA,3691,2021,3576
2021-02-20,BRA,3013,2021,3576
2021-02-21,BRA,3049,2021,3652
2021-02-22,BRA,3699,2021,3652
2021-02-23,BRA,3713,2021,3645
2021-02-24,BRA,3652,2021,3645
2021-02-25,BRA,3547,2021,3645
2021-02-26,BRA,3645,2021,3547
2021-02-27,BRA,2783,2021,3389
2021-02-28,BRA,2573,2021,3389
2021-03-01,BRA,3209,2021,3389
2021-03-02,BRA,3389,2021,3389
2021-03-03,BRA,3483,2021,3389
2021-03-04,BRA,3600,2021,3389
2021-03-05,BRA,3591,2021,3389
2021-03-06,BRA,2587,2021,3187
2021-03-07,BRA,2304,2021,3187
2021-03-08,BRA,3166,2021,3187
2021-03-09,BRA,3187,2021,3187
2021-03-10,BRA,3400,2021,3187
2021-03-11,BRA,3557,2021,3187
2021-03-12,BRA,3762,2021,3187
2021-03-13,BRA,2715,2021,3059
2021-03-14,BRA,2338,2021,3042
2021-03-15,BRA,3059,2021,3032
2021-03-16,BRA,3032,2021,3032
2021-03-17,BRA,3042,2021,3032
2021-03-18,BRA,3020,2021,3032
2021-03-19,BRA,3257,2021,3020
2021-03-20,BRA,2423,2021,2863
2021-03-21,BRA,2213,2021,2863
2021-03-22,BRA,2863,2021,2863
2021-03-23,BRA,2581,2021,2863
2021-03-24,BRA,2976,2021,2863
2021-03-25,BRA,3085,2021,2863
2021-03-26,BRA,3442,2021,2954
2021-03-27,BRA,2560,2021,2954
2021-03-28,BRA,2027,2021,2954
