APT,DATE,PHASE,N_VALID,N_VALID_MONTH,"(-INF,-60]","(-60,-55]","(-55,-50]","(-50,-45]","(-45,-40]","(-40,-35]","(-35,-30]","(-30,-25]","(-25,-20]","(-20,-16]","(-16,-10]","(-10,-5]","(-5,0]","(0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,INF)"
SBCF,2019-11-18,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,5,18,36,21,7,8,2,3,3,3,6,1,1,0,0,4
SBCF,2019-11-19,ARR,49077,3981,0,0,0,0,0,0,1,3,3,4,21,14,20,15,14,5,2,1,5,2,1,1,0,0,0,3
SBCF,2019-11-19,DEP,49268,3988,0,0,0,0,0,1,0,0,0,0,2,20,45,13,10,8,8,5,3,0,1,2,0,0,0,2
SBCF,2019-11-20,ARR,49077,3981,0,0,0,1,0,0,0,1,6,7,20,18,25,23,10,4,3,4,3,2,1,2,0,0,1,3
SBCF,2019-11-20,DEP,49268,3988,0,1,0,0,0,0,0,0,0,0,5,33,41,20,9,9,0,2,4,2,1,0,2,0,1,3
SBCF,2019-11-21,ARR,49077,3981,0,0,0,0,0,1,0,2,8,15,20,28,22,14,10,7,4,2,0,0,0,0,1,0,1,1
SBCF,2019-11-21,DEP,49268,3988,0,0,0,0,0,0,0,0,0,1,10,31,46,14,9,9,4,4,4,0,0,0,0,1,0,2
SBCF,2019-11-22,ARR,49077,3981,0,0,0,0,0,0,0,1,5,8,11,21,22,21,9,7,5,1,4,1,3,0,2,0,0,5
SBCF,2019-11-22,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,0,25,37,16,15,9,4,6,3,1,2,2,1,0,1,4
SBCF,2019-11-23,ARR,49077,3981,0,0,0,0,0,0,0,5,5,8,18,21,14,15,9,8,3,7,2,2,2,0,0,0,0,3
SBCF,2019-11-23,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,2,23,41,17,13,9,6,0,1,0,0,0,0,2,2,3
SBCF,2019-11-24,ARR,49077,3981,0,0,0,0,0,0,0,2,10,11,19,21,20,10,10,5,3,4,2,1,0,0,0,1,0,2
SBCF,2019-11-24,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,7,26,42,19,8,9,5,2,1,1,0,1,0,1,1,4
SBCF,2019-11-25,ARR,49077,3981,0,0,0,0,0,0,0,2,10,10,38,30,19,10,6,5,2,6,1,1,1,0,0,0,2,3
SBCF,2019-11-25,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,8,39,50,13,14,3,2,1,4,3,1,1,0,0,0,8
SBCF,2019-11-26,ARR,49077,3981,0,0,0,0,0,0,0,1,9,19,20,22,27,15,11,4,2,1,4,0,1,0,0,0,2,3
SBCF,2019-11-26,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,7,43,41,12,12,8,3,4,0,2,1,3,0,0,0,3
SBCF,2019-11-27,ARR,49077,3981,0,0,0,0,0,0,0,1,2,5,14,23,18,23,16,4,8,2,10,3,2,2,0,1,0,6
SBCF,2019-11-27,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,7,22,40,21,12,5,5,7,4,2,2,3,3,1,0,8
SBCF,2019-11-28,ARR,49077,3981,0,0,0,0,0,1,1,1,2,4,11,12,14,16,9,10,11,6,8,5,4,1,4,1,2,12
SBCF,2019-11-28,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,1,14,25,22,7,11,7,9,10,5,2,9,7,0,1,12
SBCF,2019-11-29,ARR,49077,3981,0,0,0,0,0,0,0,0,3,8,11,14,23,13,17,9,10,8,4,5,1,2,4,2,1,10
SBCF,2019-11-29,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,2,14,18,22,19,10,13,7,7,7,2,2,1,6,1,11
SBCF,2019-11-30,ARR,49077,3981,0,0,0,0,0,0,1,3,4,8,18,23,20,9,10,5,9,7,3,2,2,0,2,0,0,4
SBCF,2019-11-30,DEP,49268,3988,0,0,0,0,0,0,0,0,0,0,2,20,27,31,16,8,2,5,3,1,1,2,2,0,0,2
SBCF,2019-12-01,ARR,49077,4245,0,0,0,0,1,0,0,2,4,9,24,21,22,12,7,5,3,3,1,1,0,0,1,0,1,2
SBCF,2019-12-01,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,8,29,28,24,10,8,5,1,4,2,0,0,1,0,1,3
SBCF,2019-12-02,ARR,49077,4245,0,0,0,0,0,0,0,1,4,8,19,25,19,20,13,7,6,1,3,1,1,1,2,2,0,5
SBCF,2019-12-02,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,2,23,32,32,11,6,8,5,2,2,2,2,1,0,4,5
SBCF,2019-12-03,ARR,49077,4245,0,0,0,0,0,0,0,2,8,12,30,22,19,14,13,9,5,2,1,2,0,4,0,1,2,3
SBCF,2019-12-03,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,1,31,51,12,18,11,10,3,2,1,2,2,1,0,2,4
SBCF,2019-12-04,ARR,49077,4245,0,0,0,0,0,0,0,2,6,14,25,25,24,19,7,11,4,3,3,1,1,2,1,0,1,1
SBCF,2019-12-04,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,6,29,50,23,15,9,3,5,6,0,2,1,0,2,0,0
SBCF,2019-12-05,ARR,49077,4245,0,0,0,0,0,0,0,2,2,8,13,19,24,21,16,8,9,6,3,4,1,0,3,3,1,1
SBCF,2019-12-05,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,2,17,35,22,18,18,10,4,6,2,2,1,2,1,2,6
SBCF,2019-12-06,ARR,49077,4245,0,0,0,0,0,0,0,0,4,3,10,22,15,18,15,10,10,6,9,8,9,3,2,2,3,10
SBCF,2019-12-06,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,0,6,20,29,21,13,13,14,6,3,4,7,3,2,2,16
SBCF,2019-12-07,ARR,49077,4245,0,0,0,0,0,0,1,1,5,7,21,18,20,17,8,8,4,9,3,2,3,0,0,0,1,7
SBCF,2019-12-07,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,3,20,28,20,11,12,9,5,4,2,1,2,2,1,1,4
SBCF,2019-12-08,ARR,49077,4245,0,0,0,0,0,0,0,4,11,7,27,23,16,8,6,4,6,1,1,2,1,0,1,0,0,3
SBCF,2019-12-08,DEP,49268,4260,0,0,0,0,0,0,0,0,0,1,2,33,45,19,12,8,3,2,0,4,1,0,0,0,0,1
SBCF,2019-12-09,ARR,49077,4245,0,0,0,0,0,0,0,0,3,7,23,32,17,13,17,9,7,4,2,4,0,3,3,0,0,3
SBCF,2019-12-09,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,1,20,43,25,18,11,5,3,3,0,1,3,3,2,0,6
SBCF,2019-12-10,ARR,49077,4245,0,0,0,0,0,0,0,0,3,6,14,16,24,19,8,12,8,5,6,9,2,2,2,0,2,10
SBCF,2019-12-10,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,1,12,31,20,15,16,6,10,8,3,3,5,2,3,3,9
SBCF,2019-12-11,ARR,49077,4245,0,0,0,0,0,0,0,1,3,3,20,14,16,12,12,14,10,1,4,7,3,1,0,1,1,13
SBCF,2019-12-11,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,1,9,31,25,19,9,12,6,5,3,3,2,1,2,0,10
SBCF,2019-12-12,ARR,49077,4245,0,0,0,0,0,0,1,1,1,5,12,10,12,20,15,11,10,6,4,6,2,4,2,1,0,15
SBCF,2019-12-12,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,0,5,23,24,30,12,5,10,7,2,4,5,4,1,1,11
SBCF,2019-12-13,ARR,49077,4245,0,0,0,0,0,0,0,0,2,3,9,24,18,17,13,9,11,4,4,4,3,7,1,2,0,15
SBCF,2019-12-13,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,3,4,23,20,25,14,6,11,7,3,3,3,5,2,2,16
SBCF,2019-12-14,ARR,49077,4245,0,0,0,0,0,0,0,1,7,6,21,20,23,10,5,8,6,5,5,2,1,2,0,0,1,7
SBCF,2019-12-14,DEP,49268,4260,0,0,0,0,0,0,0,0,0,1,2,20,30,23,15,13,6,3,4,2,2,3,0,0,0,5
SBCF,2019-12-15,ARR,49077,4245,0,0,0,0,0,0,0,4,7,9,20,23,17,11,9,7,4,1,0,2,1,2,0,1,1,4
SBCF,2019-12-15,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,0,31,38,17,16,6,4,4,4,0,0,2,0,0,1,3
SBCF,2019-12-16,ARR,49077,4245,0,0,0,0,0,0,0,0,5,3,21,18,24,24,14,10,9,5,5,1,2,1,0,0,0,0
SBCF,2019-12-16,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,1,21,34,27,22,13,9,3,4,2,1,2,3,0,1,3
SBCF,2019-12-17,ARR,49077,4245,0,0,0,0,0,0,0,1,2,3,15,16,29,17,16,10,5,2,4,6,1,1,1,5,2,9
SBCF,2019-12-17,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,1,13,35,24,16,7,11,7,2,7,5,1,3,2,2,7
SBCF,2019-12-18,ARR,49077,4245,0,0,0,0,0,0,0,0,1,3,11,16,21,13,10,15,11,6,11,5,5,8,1,2,2,6
SBCF,2019-12-18,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,2,12,22,24,27,15,10,9,3,4,5,6,0,1,2,6
SBCF,2019-12-19,ARR,49077,4245,0,0,0,0,0,0,0,0,0,2,10,21,28,20,11,19,9,9,5,4,3,2,3,1,0,2
SBCF,2019-12-19,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,2,16,30,22,20,21,5,8,3,5,1,3,1,2,2,6
SBCF,2019-12-20,ARR,49077,4245,0,0,0,0,0,0,0,0,0,6,19,18,22,17,20,12,10,2,1,3,5,1,0,2,3,5
SBCF,2019-12-20,DEP,49268,4260,0,0,0,0,0,0,0,0,0,1,2,14,31,30,12,21,15,2,7,4,2,0,3,1,0,7
SBCF,2019-12-21,ARR,49077,4245,0,0,0,0,0,0,1,1,1,6,23,22,17,21,9,7,6,8,3,0,1,2,1,0,1,2
SBCF,2019-12-21,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,2,16,35,26,15,8,8,3,3,3,3,4,1,0,0,2
SBCF,2019-12-22,ARR,49077,4245,0,0,0,0,0,0,0,2,3,8,17,25,18,13,11,11,4,4,1,1,2,2,0,2,0,1
SBCF,2019-12-22,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,4,27,35,28,11,5,7,7,1,1,1,1,0,1,0,4
SBCF,2019-12-23,ARR,49077,4245,0,0,0,0,0,0,0,0,2,2,26,18,15,17,24,14,6,3,4,4,2,1,2,0,0,5
SBCF,2019-12-23,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,0,16,32,18,13,21,11,4,6,3,3,0,0,0,2,6
SBCF,2019-12-24,ARR,49077,4245,0,0,0,0,0,0,2,2,5,11,26,22,18,14,10,3,7,4,3,2,1,1,3,1,0,2
SBCF,2019-12-24,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,5,29,27,27,8,9,5,3,2,3,2,4,1,1,0,2
SBCF,2019-12-25,ARR,49077,4245,0,0,0,0,0,1,0,3,13,6,23,24,14,8,3,2,0,4,1,0,0,0,0,0,0,0
SBCF,2019-12-25,DEP,49268,4260,0,0,0,0,0,0,0,0,0,1,8,29,36,15,10,6,4,4,0,0,0,0,0,0,0,0
SBCF,2019-12-26,ARR,49077,4245,0,0,0,0,0,0,3,3,8,9,23,28,20,15,6,6,7,2,2,2,2,0,0,0,0,0
SBCF,2019-12-26,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,3,23,33,30,17,10,9,6,3,1,2,1,0,0,0,2
SBCF,2019-12-27,ARR,49077,4245,0,0,0,0,0,0,0,3,2,14,28,31,19,15,9,5,4,3,5,0,2,0,0,0,0,1
SBCF,2019-12-27,DEP,49268,4260,0,0,0,0,0,0,0,0,0,1,3,22,37,29,20,11,5,8,3,0,1,0,0,0,0,2
SBCF,2019-12-28,ARR,49077,4245,0,0,0,0,0,0,0,4,6,11,26,31,11,11,13,6,5,2,0,0,0,1,0,0,0,1
SBCF,2019-12-28,DEP,49268,4260,0,0,0,0,0,0,0,0,0,1,4,29,29,23,17,7,7,2,1,0,1,0,0,0,0,2
SBCF,2019-12-29,ARR,49077,4245,0,0,0,0,0,0,2,8,8,7,35,16,15,8,5,5,5,1,0,1,1,0,0,0,0,2
SBCF,2019-12-29,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,7,34,44,21,7,1,4,1,1,2,0,0,0,1,0,2
SBCF,2019-12-30,ARR,49077,4245,0,0,0,0,0,0,0,4,15,11,29,34,14,10,6,3,1,1,1,1,0,1,0,0,0,4
SBCF,2019-12-30,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,3,41,44,19,9,7,2,0,2,0,0,0,0,0,1,4
SBCF,2019-12-31,ARR,49077,4245,0,0,0,1,0,0,1,9,8,15,29,23,13,12,7,2,3,1,0,1,0,0,0,0,1,7
SBCF,2019-12-31,DEP,49268,4260,0,0,0,0,0,0,0,0,0,0,12,32,31,16,10,8,0,3,3,2,0,0,1,0,0,5
SBCF,2020-01-01,ARR,22138,4429,0,0,0,0,0,0,2,5,4,11,18,12,20,8,4,4,2,2,1,2,0,0,0,0,0,3
SBCF,2020-01-01,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,9,32,27,19,3,4,3,3,1,0,1,0,0,0,1,4
SBCF,2020-01-02,ARR,22138,4429,0,0,0,0,0,0,0,1,5,8,20,11,20,16,13,8,8,6,5,4,2,1,1,2,1,4
SBCF,2020-01-02,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,2,22,31,25,9,13,8,5,8,6,6,0,0,1,2,4
SBCF,2020-01-03,ARR,22138,4429,0,0,0,0,0,0,1,2,5,13,23,23,16,15,8,4,5,8,5,6,2,4,2,2,2,4
SBCF,2020-01-03,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,2,16,42,25,17,16,7,5,3,2,5,1,0,3,2,6
SBCF,2020-01-04,ARR,22138,4429,0,0,0,0,0,0,0,3,4,4,26,26,21,8,7,7,4,3,0,4,2,4,2,3,1,7
SBCF,2020-01-04,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,2,17,21,18,18,14,9,10,1,2,1,2,3,2,0,9
SBCF,2020-01-05,ARR,22138,4429,0,0,0,0,0,0,0,2,7,8,15,22,22,10,12,7,4,5,1,1,3,1,0,2,0,5
SBCF,2020-01-05,DEP,22198,4468,0,0,0,0,0,0,0,0,0,1,5,26,38,22,10,7,4,1,3,0,3,3,4,0,2,4
SBCF,2020-01-06,ARR,22138,4429,0,0,0,0,0,0,0,1,3,3,20,23,29,20,9,16,6,7,4,1,1,3,1,1,0,4
SBCF,2020-01-06,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,2,17,39,32,18,13,10,4,5,2,5,0,2,0,1,4
SBCF,2020-01-07,ARR,22138,4429,0,0,0,0,0,0,1,2,6,9,33,15,24,22,12,10,7,4,3,0,1,1,1,1,0,4
SBCF,2020-01-07,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,5,21,34,29,24,9,12,5,1,3,1,1,0,1,0,4
SBCF,2020-01-08,ARR,22138,4429,0,0,0,0,0,1,0,0,5,11,20,22,27,10,12,11,4,2,2,4,5,6,1,0,2,7
SBCF,2020-01-08,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,3,30,29,25,21,6,10,5,4,2,2,3,3,2,2,7
SBCF,2020-01-09,ARR,22138,4429,0,0,0,0,0,0,0,1,0,5,20,28,24,18,8,20,6,6,3,2,2,3,1,1,1,1
SBCF,2020-01-09,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,0,20,39,29,18,9,13,5,5,0,1,4,2,2,1,4
SBCF,2020-01-10,ARR,22138,4429,1,0,0,0,0,0,1,2,5,6,22,27,23,12,13,6,6,8,4,1,2,2,4,1,2,7
SBCF,2020-01-10,DEP,22198,4468,1,0,0,0,0,0,0,0,0,0,4,14,40,27,15,14,7,10,5,6,2,2,1,3,0,9
SBCF,2020-01-11,ARR,22138,4429,1,0,0,0,0,0,1,0,4,11,22,22,31,11,9,12,4,3,2,2,2,0,0,0,0,2
SBCF,2020-01-11,DEP,22198,4468,0,0,0,0,1,0,0,0,0,0,8,27,44,12,15,7,3,4,5,0,3,1,0,0,0,0
SBCF,2020-01-12,ARR,22138,4429,0,0,0,0,1,0,1,3,12,13,20,21,16,14,9,2,5,3,1,2,1,2,1,0,0,2
SBCF,2020-01-12,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,7,31,39,21,11,6,3,2,2,1,1,0,1,1,0,3
SBCF,2020-01-13,ARR,22138,4429,0,0,0,0,0,0,1,2,4,10,30,21,20,22,8,5,5,3,3,2,2,0,1,1,1,7
SBCF,2020-01-13,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,4,21,39,26,14,11,9,7,5,3,2,2,2,1,2,6
SBCF,2020-01-14,ARR,22138,4429,0,0,0,0,0,0,2,5,8,14,21,36,19,15,9,5,6,1,4,0,2,1,0,2,1,3
SBCF,2020-01-14,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,0,26,49,32,12,10,6,4,2,2,1,2,1,0,0,2
SBCF,2020-01-15,ARR,22138,4429,0,0,0,0,0,0,1,2,10,12,18,29,19,14,13,4,11,2,0,2,0,0,0,0,1,7
SBCF,2020-01-15,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,3,18,44,26,14,12,9,6,5,3,2,0,0,1,3,5
SBCF,2020-01-16,ARR,22138,4429,1,1,0,0,0,0,0,3,5,5,14,19,14,16,18,11,7,7,6,6,3,4,2,1,3,3
SBCF,2020-01-16,DEP,22198,4468,1,0,0,0,0,0,0,0,0,0,2,14,29,24,16,19,9,8,6,3,2,2,3,1,2,6
SBCF,2020-01-17,ARR,22138,4429,1,0,1,0,0,0,0,1,7,6,20,15,24,14,13,7,10,5,4,5,3,3,1,2,4,9
SBCF,2020-01-17,DEP,22198,4468,1,0,0,0,0,0,0,0,0,1,1,8,32,25,14,15,16,5,7,8,3,1,5,2,3,7
SBCF,2020-01-18,ARR,22138,4429,2,0,0,0,0,0,0,9,14,15,31,18,18,5,5,2,1,3,3,1,0,1,0,0,0,3
SBCF,2020-01-18,DEP,22198,4468,1,0,0,0,0,0,0,0,0,1,5,29,40,27,11,5,4,3,1,1,0,0,0,0,0,1
SBCF,2020-01-19,ARR,22138,4429,0,0,0,0,1,0,2,5,9,12,29,30,18,2,7,5,2,2,0,0,0,1,0,0,0,1
SBCF,2020-01-19,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,8,41,44,25,6,2,1,1,0,1,0,0,0,0,0,1
SBCF,2020-01-20,ARR,22138,4429,0,0,0,0,0,1,1,2,10,14,37,26,18,17,3,9,2,2,4,0,1,0,1,0,0,0
SBCF,2020-01-20,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,4,30,48,28,8,6,6,7,3,2,1,1,0,0,0,3
SBCF,2020-01-21,ARR,22138,4429,0,1,0,0,2,1,1,3,10,15,28,33,23,15,7,3,2,2,1,2,2,0,0,0,1,4
SBCF,2020-01-21,DEP,22198,4468,0,0,1,0,0,0,0,0,0,0,5,32,50,24,10,13,2,2,3,1,2,0,2,1,0,4
SBCF,2020-01-22,ARR,22138,4429,1,0,0,0,0,0,2,4,6,16,19,30,20,15,10,8,3,7,2,0,0,0,0,1,1,1
SBCF,2020-01-22,DEP,22198,4468,1,0,0,0,0,0,0,0,0,1,13,36,33,21,17,6,5,5,5,2,1,0,1,1,1,3
SBCF,2020-01-23,ARR,22138,4429,0,1,0,1,1,0,0,1,6,6,22,16,14,13,9,12,9,1,5,5,3,3,0,2,1,10
SBCF,2020-01-23,DEP,22198,4468,1,0,0,0,0,0,0,0,0,1,6,14,35,16,20,10,7,5,7,5,5,1,3,1,2,12
SBCF,2020-01-24,ARR,22138,4429,0,0,0,0,0,0,0,0,7,2,9,18,25,16,11,8,10,4,6,2,5,1,1,2,0,10
SBCF,2020-01-24,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,0,10,33,23,20,17,12,7,4,3,3,3,3,2,0,7
SBCF,2020-01-25,ARR,22138,4429,1,0,0,0,0,0,0,2,7,14,22,17,13,9,8,7,3,2,2,2,1,2,3,5,2,8
SBCF,2020-01-25,DEP,22198,4468,0,1,0,0,0,0,0,0,0,0,1,24,31,12,17,6,7,5,3,2,3,0,0,1,1,14
SBCF,2020-01-26,ARR,22138,4429,0,0,0,0,0,0,3,3,7,13,17,19,14,13,11,5,6,3,3,1,3,0,0,0,0,4
SBCF,2020-01-26,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,1,25,31,24,18,9,6,3,0,3,0,0,1,0,1,4
SBCF,2020-01-27,ARR,22138,4429,0,0,0,0,0,0,0,2,8,9,29,26,21,11,11,5,5,3,4,4,4,0,0,0,0,4
SBCF,2020-01-27,DEP,22198,4468,0,0,0,0,0,0,0,0,0,0,6,29,38,21,16,5,8,5,6,4,0,3,2,2,0,4
SBCF,2020-01-28,ARR,22138,4429,1,1,0,0,0,0,0,1,8,12,23,24,27,17,11,7,4,6,2,3,2,1,2,0,2,3
SBCF,2020-01-28,DEP,22198,4468,1,0,0,0,0,0,0,0,0,0,5,28,42,24,15,8,8,6,1,2,4,0,2,1,0,3
SBCF,2020-01-29,ARR,22138,4429,0,1,0,0,1,0,0,4,7,8,25,22,21,17,11,10,4,6,2,0,3,2,0,0,1,3
SBCF,2020-01-29,DEP,22198,4468,0,1,0,0,0,0,0,0,0,0,4,40,39,23,12,10,7,4,2,3,2,0,0,1,0,7
SBCF,2020-01-30,ARR,22138,4429,0,0,1,0,0,1,0,0,5,5,12,26,16,23,13,17,9,4,2,2,6,4,1,0,0,7
SBCF,2020-01-30,DEP,22198,4468,0,1,0,0,0,0,0,0,0,0,3,20,38,18,15,11,9,7,7,4,1,4,2,2,1,7
SBCF,2020-01-31,ARR,22138,4429,1,0,0,0,0,0,0,1,3,7,22,33,25,12,14,8,6,7,2,2,1,3,0,2,0,4
SBCF,2020-01-31,DEP,22198,4468,1,0,0,0,0,0,0,0,0,1,1,32,31,28,19,12,6,3,3,4,2,0,2,1,0,9
SBCF,2020-02-01,ARR,22138,3814,0,0,0,0,0,0,0,2,3,15,20,14,17,19,8,6,0,5,3,3,2,1,1,1,0,1
SBCF,2020-02-01,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,5,22,31,25,12,7,2,1,1,3,1,2,3,1,2,3
SBCF,2020-02-02,ARR,22138,3814,0,0,0,0,0,0,1,2,10,13,21,18,17,5,14,7,4,3,1,3,0,0,3,2,0,3
SBCF,2020-02-02,DEP,22198,3828,0,0,0,0,0,0,0,0,0,1,5,29,35,13,15,8,9,2,1,0,3,0,1,1,0,5
SBCF,2020-02-03,ARR,22138,3814,0,0,0,0,0,1,0,0,11,10,18,20,13,13,10,8,12,7,5,5,1,4,2,2,2,6
SBCF,2020-02-03,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,3,17,28,28,16,10,7,6,4,4,9,5,2,1,2,7
SBCF,2020-02-04,ARR,22138,3814,0,0,0,0,0,0,0,3,7,14,28,17,18,17,9,10,3,3,2,4,4,0,2,3,1,5
SBCF,2020-02-04,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,2,28,30,28,20,11,5,7,5,1,0,2,1,2,1,4
SBCF,2020-02-05,ARR,22138,3814,0,0,0,0,0,0,0,2,6,9,16,32,19,14,9,10,4,4,3,6,1,2,1,0,0,4
SBCF,2020-02-05,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,6,22,29,17,15,12,5,6,4,4,3,3,3,0,1,13
SBCF,2020-02-06,ARR,22138,3814,0,0,0,0,0,1,0,1,8,19,21,24,20,14,9,3,2,4,2,4,1,0,0,0,3,3
SBCF,2020-02-06,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,5,23,46,21,10,9,6,4,0,3,2,2,1,4,0,8
SBCF,2020-02-07,ARR,22138,3814,0,0,1,0,0,1,0,1,7,7,33,27,34,11,7,2,5,6,2,0,1,3,2,2,0,2
SBCF,2020-02-07,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,7,23,50,25,16,6,6,6,3,0,1,1,1,1,4,3
SBCF,2020-02-08,ARR,22138,3814,0,0,0,0,1,0,0,3,6,16,31,23,21,10,5,1,2,1,1,1,0,0,0,2,1,0
SBCF,2020-02-08,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,10,32,33,14,8,5,10,2,3,0,0,1,0,0,0,4
SBCF,2020-02-09,ARR,22138,3814,0,0,0,0,0,2,1,3,9,10,23,18,23,13,6,10,2,1,0,0,1,1,0,0,0,3
SBCF,2020-02-09,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,8,33,40,25,7,5,5,1,0,0,0,0,0,0,1,1
SBCF,2020-02-10,ARR,22138,3814,0,0,0,0,0,0,0,1,6,12,23,18,20,15,14,7,4,5,2,1,0,4,0,4,2,3
SBCF,2020-02-10,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,4,16,38,24,20,8,4,4,3,4,0,1,1,0,4,15
SBCF,2020-02-11,ARR,22138,3814,0,0,0,0,0,0,1,0,8,13,26,20,16,14,17,5,9,4,2,3,1,0,1,1,1,7
SBCF,2020-02-11,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,5,21,44,24,16,7,6,5,4,2,2,2,0,0,1,8
SBCF,2020-02-12,ARR,22138,3814,0,0,0,0,0,0,0,3,4,7,30,15,12,25,6,4,5,1,4,4,1,1,4,0,0,8
SBCF,2020-02-12,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,7,26,43,16,14,7,6,7,1,3,3,4,0,1,0,9
SBCF,2020-02-13,ARR,22138,3814,0,0,0,0,0,0,0,1,7,12,22,14,20,10,11,10,8,5,5,2,3,4,4,0,3,4
SBCF,2020-02-13,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,4,19,26,20,10,14,9,7,6,6,2,4,1,1,1,9
SBCF,2020-02-14,ARR,22138,3814,0,0,0,0,0,0,1,5,10,19,32,31,18,5,5,4,4,4,3,2,1,1,0,0,1,2
SBCF,2020-02-14,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,8,33,54,16,14,7,4,3,5,1,1,1,1,0,0,2
SBCF,2020-02-15,ARR,22138,3814,0,0,0,1,0,1,1,3,18,20,30,24,13,8,3,1,1,1,1,0,1,0,0,0,0,0
SBCF,2020-02-15,DEP,22198,3828,1,0,0,0,0,0,0,0,0,0,16,41,38,17,4,1,2,1,0,1,0,0,0,0,0,1
SBCF,2020-02-16,ARR,22138,3814,0,0,0,0,0,1,0,5,10,20,28,21,18,6,3,4,1,2,1,1,0,0,0,0,0,2
SBCF,2020-02-16,DEP,22198,3828,0,0,0,0,0,0,0,0,0,1,18,48,34,19,5,1,1,1,0,0,0,1,0,0,0,1
SBCF,2020-02-17,ARR,22138,3814,0,0,0,0,0,0,2,3,6,12,35,29,15,12,16,7,4,4,2,2,0,0,0,1,0,1
SBCF,2020-02-17,DEP,22198,3828,0,0,0,0,0,0,0,0,0,0,7,39,42,24,18,10,2,2,1,0,0,1,0,0,0,1
SBCF,2020-02-18,ARR,22138,3814,0,0,0,0,0,0,0,1,10,22,33,24,20,7,2,10,3,3,2,0,1,2,1,2,0,1
SBCF,2020-02-18,DEP,22198,3828,0,0,0,0,0,0,0,0,0,3,14,52,39,12,6,4,2,2,3,2,1,1,1,0,0,0
SBCF,2020-02-19,ARR,22138,3814,0,0,0,0,0,0,1,1,6,13,27,18,18,9,14,11,3,4,5,1,1,1,1,1,0,10
