ICAO,DATE,PHASE,N_VALID,"(-INF,-60]","(-60,-55]","(-55,-50]","(-50,-45]","(-45,-40]","(-40,-35]","(-35,-30]","(-30,-25]","(-25,-20]","(-20,-15]","(-15,-10]","(-10,-5]","(-5,0]","(0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,INF)"
EGLL,2024-02-09,DEP,639,0,0,0,0,0,0,0,0,0,1,16,62,140,133,65,64,40,33,20,13,8,8,6,5,4,21
EGLL,2024-02-10,ARR,597,2,0,1,1,2,2,5,18,29,60,72,77,82,54,45,38,33,17,12,10,2,5,2,2,3,23
EGLL,2024-02-10,DEP,596,1,0,0,0,0,0,0,0,0,4,12,52,129,139,64,60,33,27,12,7,11,11,5,3,4,22
EGLL,2024-02-11,ARR,637,0,0,0,3,3,7,19,41,66,78,70,90,66,42,39,26,15,13,7,8,9,7,4,6,3,15
EGLL,2024-02-11,DEP,631,0,0,0,0,0,0,1,1,0,5,48,129,169,107,46,37,24,14,10,11,6,6,0,3,3,11
EGLL,2024-02-12,ARR,636,0,1,2,0,3,7,10,25,54,80,95,83,76,53,28,33,19,14,6,8,9,4,5,2,4,15
EGLL,2024-02-12,DEP,640,1,0,0,0,0,0,0,0,1,12,41,127,160,94,48,58,23,21,15,8,8,0,2,2,3,16
EGLL,2024-02-13,ARR,619,1,0,1,1,2,12,12,22,47,66,102,83,76,61,24,32,20,12,11,9,5,4,4,3,0,9
EGLL,2024-02-13,DEP,614,0,0,0,0,0,0,0,0,2,14,46,105,157,112,49,42,21,15,11,10,4,6,6,0,0,14
EGLL,2024-02-14,ARR,626,0,0,2,2,3,8,10,21,29,63,84,104,88,69,32,29,15,14,9,9,7,3,1,2,4,18
EGLL,2024-02-14,DEP,626,0,0,0,0,0,0,0,0,1,6,45,117,169,114,54,33,25,17,11,6,6,6,1,1,1,13
EGLL,2024-02-15,ARR,647,1,1,0,1,0,7,10,13,34,59,78,99,73,78,41,42,30,19,12,10,8,3,1,5,1,21
EGLL,2024-02-15,DEP,651,0,0,0,0,0,0,0,1,1,6,44,108,181,131,53,33,25,17,12,4,7,6,1,4,1,16
EGLL,2024-02-16,ARR,658,2,1,1,1,0,7,12,21,51,78,77,96,80,60,35,36,31,18,5,12,6,3,2,4,2,17
EGLL,2024-02-16,DEP,660,0,0,0,0,0,0,0,0,1,5,52,137,191,109,47,37,21,21,5,5,5,3,5,3,3,10
EGLL,2024-02-17,ARR,607,0,0,1,3,1,2,5,13,26,45,62,63,65,65,49,49,37,24,19,19,12,9,6,4,2,26
EGLL,2024-02-17,DEP,609,1,0,0,0,0,1,1,1,1,7,26,84,157,121,49,58,23,20,18,12,5,1,5,2,3,13
EGLL,2024-02-18,ARR,647,1,0,1,2,3,4,8,18,23,46,43,80,74,76,52,36,50,40,17,17,13,5,3,4,7,24
EGLL,2024-02-18,DEP,645,0,0,0,0,0,0,1,1,1,3,27,100,154,118,66,57,25,20,17,11,11,8,3,3,3,16
EGLL,2024-02-19,ARR,649,1,0,4,1,3,3,9,9,27,46,57,84,81,88,45,50,43,22,22,13,6,5,5,3,5,17
EGLL,2024-02-19,DEP,653,0,0,0,0,0,0,0,1,0,6,33,106,171,122,56,53,29,19,19,7,7,5,2,1,0,16
EGLL,2024-02-20,ARR,620,3,1,4,7,6,12,14,23,26,48,79,68,72,75,38,55,31,9,5,6,10,0,4,5,6,13
EGLL,2024-02-20,DEP,616,0,0,0,0,0,0,0,0,0,8,40,117,166,110,48,45,19,19,8,6,8,1,3,2,0,16
EGLL,2024-02-21,ARR,618,0,4,4,9,6,7,8,10,24,34,36,72,74,65,39,54,42,28,23,18,8,15,6,8,5,19
EGLL,2024-02-21,DEP,612,0,0,0,0,0,0,0,0,0,2,31,99,140,104,61,57,28,20,18,11,10,5,4,0,4,18
EGLL,2024-02-22,ARR,633,1,0,2,1,6,4,2,13,24,26,29,53,79,57,48,66,46,40,32,20,11,13,8,9,8,35
EGLL,2024-02-22,DEP,639,0,0,0,0,0,0,0,0,0,3,14,67,123,123,51,54,54,33,22,17,13,9,9,9,11,27
EGLL,2024-02-23,ARR,658,1,1,0,2,4,3,12,18,28,38,51,61,76,73,52,42,49,35,27,23,12,11,4,6,3,26
EGLL,2024-02-23,DEP,657,0,0,0,0,0,0,1,0,0,2,14,73,149,132,63,56,38,32,30,17,15,6,5,7,0,17
EGLL,2024-02-24,ARR,603,1,0,0,4,5,11,13,20,42,55,77,60,59,53,36,39,28,13,24,11,11,7,5,1,4,24
EGLL,2024-02-24,DEP,609,1,0,0,0,0,0,1,0,3,2,26,75,110,108,67,59,39,36,18,10,12,7,6,1,3,25
EGLL,2024-02-25,ARR,637,1,0,2,3,6,5,7,17,11,12,35,30,58,53,38,51,58,40,35,29,23,19,15,12,9,68
EGLL,2024-02-25,DEP,632,0,0,0,0,1,1,0,0,0,2,10,41,93,72,64,81,40,47,29,32,21,20,18,10,3,47
EGLL,2024-02-26,ARR,646,1,0,0,4,0,1,6,6,8,15,21,32,25,45,30,53,58,55,50,54,33,23,23,24,11,68
EGLL,2024-02-26,DEP,650,0,0,0,0,0,0,0,0,1,2,8,36,85,61,41,55,52,37,38,39,28,22,28,19,9,89
EGLL,2024-02-27,ARR,628,0,0,4,6,7,8,13,24,38,71,101,75,68,52,30,38,25,13,11,6,6,7,4,3,3,15
EGLL,2024-02-27,DEP,618,0,0,0,0,0,0,0,0,1,10,43,135,153,102,50,43,22,13,15,5,2,4,3,2,2,13
EGLL,2024-02-28,ARR,639,0,0,1,1,1,4,7,11,25,34,56,74,72,68,44,49,38,27,24,17,13,17,6,14,9,27
EGLL,2024-02-28,DEP,634,0,0,0,0,0,0,0,0,3,6,27,89,124,110,65,62,35,21,16,17,10,9,7,4,6,23
EGLL,2024-02-29,ARR,653,1,0,0,0,2,2,10,8,25,48,56,66,64,86,44,71,39,40,20,15,12,9,3,5,5,22
EGLL,2024-02-29,DEP,661,1,0,0,0,0,0,0,0,0,2,15,72,108,110,60,93,53,33,29,24,11,8,7,10,1,24
EGLL,2024-03-01,ARR,659,0,0,1,0,0,2,2,3,13,18,27,29,46,37,30,56,65,51,53,42,39,30,18,18,20,59
EGLL,2024-03-01,DEP,661,0,0,0,0,0,0,0,0,0,1,7,40,91,115,55,61,52,29,44,40,16,20,16,13,12,49
EGLL,2024-03-02,ARR,609,0,0,0,0,2,3,12,15,26,38,62,58,66,86,47,45,39,24,20,13,11,13,5,4,3,17
EGLL,2024-03-02,DEP,614,1,0,0,0,0,0,0,0,2,4,18,52,113,114,56,70,51,41,25,20,7,14,2,4,5,15
EGLL,2024-03-03,ARR,653,1,0,0,0,1,3,12,17,43,46,59,71,86,79,33,44,38,28,22,15,13,4,6,3,3,26
EGLL,2024-03-03,DEP,643,0,0,0,0,0,0,0,0,1,5,28,61,124,131,75,59,46,27,22,17,6,10,3,5,3,20
EGLL,2024-03-04,ARR,653,0,0,1,1,1,3,4,15,25,48,49,85,81,80,53,46,33,32,19,15,12,7,7,5,2,29
EGLL,2024-03-04,DEP,656,0,0,0,0,1,0,0,0,1,4,13,60,105,123,91,67,47,29,27,25,14,8,11,8,3,19
EGLL,2024-03-05,ARR,631,1,0,1,2,3,7,16,41,70,87,85,77,67,50,24,26,18,10,11,3,6,2,2,3,3,16
EGLL,2024-03-05,DEP,630,0,0,0,0,0,0,0,0,2,10,45,137,189,112,49,30,16,9,13,4,2,2,1,0,1,8
EGLL,2024-03-06,ARR,594,0,0,0,0,2,5,2,9,16,19,30,31,36,44,20,34,26,18,18,15,13,14,13,13,17,199
EGLL,2024-03-06,DEP,594,0,0,0,0,0,0,0,0,0,1,13,36,58,52,40,35,39,50,33,25,15,12,9,16,12,148
EGLL,2024-03-07,ARR,638,0,0,0,1,1,5,3,22,32,54,59,83,84,52,34,57,29,28,21,11,11,7,5,3,3,33
EGLL,2024-03-07,DEP,634,0,0,0,0,0,0,0,0,0,3,16,72,122,125,56,65,40,33,21,20,14,10,7,3,4,23
EGLL,2024-03-08,ARR,647,0,0,0,1,2,1,3,7,16,23,41,86,90,84,51,67,39,21,24,23,11,8,8,2,4,35
EGLL,2024-03-08,DEP,650,0,0,0,0,0,0,0,0,0,3,16,76,159,108,53,71,45,27,24,12,7,9,12,2,2,24
EGLL,2024-03-09,ARR,605,0,0,0,0,1,0,2,16,22,31,52,85,79,48,52,56,38,19,25,12,10,7,6,2,3,39
EGLL,2024-03-09,DEP,608,1,0,0,0,0,0,0,0,0,5,18,71,136,112,59,64,31,33,13,11,7,7,4,5,0,31
EGLL,2024-03-10,ARR,657,1,0,0,0,2,1,2,5,26,44,67,71,79,62,52,64,45,25,35,16,14,11,6,7,4,18
EGLL,2024-03-10,DEP,651,1,0,0,0,0,0,0,0,0,2,17,63,149,111,66,77,42,36,25,15,8,8,7,3,3,18
EGLL,2024-03-11,ARR,658,0,0,0,2,1,3,8,19,31,60,73,74,92,61,51,46,29,23,21,16,10,9,6,6,2,15
EGLL,2024-03-11,DEP,658,0,0,0,0,0,0,0,0,1,5,37,80,144,121,67,68,38,24,16,13,9,7,4,6,3,15
EGLL,2024-03-12,ARR,631,0,0,0,1,0,2,5,16,17,39,60,87,103,76,51,43,35,21,17,11,9,8,3,3,1,23
EGLL,2024-03-12,DEP,630,0,0,0,0,0,0,0,0,2,8,27,95,163,112,47,54,30,23,18,14,9,3,7,2,1,15
EGLL,2024-03-13,ARR,640,1,1,2,2,2,4,2,10,15,44,77,80,83,81,49,57,36,19,15,13,11,5,4,1,4,22
EGLL,2024-03-13,DEP,635,0,0,0,0,0,0,0,0,1,16,33,106,152,123,61,39,30,17,11,10,6,8,6,2,1,13
EGLL,2024-03-14,ARR,648,2,0,0,1,2,4,4,17,23,35,60,81,88,73,49,57,42,31,16,17,7,5,7,7,2,18
EGLL,2024-03-14,DEP,656,0,0,0,0,1,0,0,0,1,6,25,84,154,117,67,46,49,24,20,13,11,12,4,5,3,14
EGLL,2024-03-15,ARR,659,0,1,1,3,0,3,1,2,11,26,45,67,80,83,68,52,57,47,24,22,17,9,8,4,5,23
EGLL,2024-03-15,DEP,659,0,0,0,0,0,0,0,0,0,1,15,58,128,126,61,65,51,31,39,15,15,10,4,10,5,25
EGLL,2024-03-16,ARR,609,2,0,2,0,1,2,6,18,43,50,66,86,87,59,42,32,23,20,16,10,3,7,3,5,3,23
EGLL,2024-03-16,DEP,614,1,0,0,0,0,0,1,1,0,4,30,95,158,127,54,36,37,9,11,12,8,3,1,2,1,23
EGLL,2024-03-17,ARR,654,0,0,1,0,2,3,6,13,32,53,100,101,69,72,44,33,36,24,15,11,6,3,3,5,5,17
EGLL,2024-03-17,DEP,648,0,0,0,0,0,0,0,0,0,7,28,108,164,116,68,39,25,21,8,17,7,7,6,6,3,18
EGLL,2024-03-18,ARR,650,0,0,0,1,3,9,7,10,29,33,67,87,95,65,45,49,36,24,17,12,14,12,7,3,1,24
EGLL,2024-03-18,DEP,655,0,0,0,0,0,0,0,0,0,5,28,107,150,104,49,58,40,32,15,14,8,8,8,7,1,21
EGLL,2024-03-19,ARR,641,2,0,4,0,0,4,12,16,20,34,56,62,64,84,39,55,41,38,26,16,16,13,7,4,3,25
EGLL,2024-03-19,DEP,636,0,0,0,0,0,0,0,0,1,6,35,65,120,95,56,65,32,38,27,18,16,18,8,5,5,26
EGLL,2024-03-20,ARR,649,1,0,1,0,2,7,11,17,53,98,93,105,66,65,32,22,15,14,9,3,4,4,7,6,1,13
EGLL,2024-03-20,DEP,650,0,0,0,0,0,0,0,0,0,9,43,119,179,103,52,44,23,21,14,12,8,4,4,3,2,10
EGLL,2024-03-21,ARR,656,0,1,0,4,1,7,8,18,28,54,80,83,86,60,57,39,36,20,12,13,9,9,4,9,4,14
EGLL,2024-03-21,DEP,659,0,0,0,0,0,0,0,0,0,2,25,81,137,137,65,61,46,21,24,19,7,7,3,6,5,13
EGLL,2024-03-22,ARR,661,1,0,0,2,3,5,17,26,34,50,80,96,75,79,38,41,23,18,10,15,9,7,4,4,6,18
EGLL,2024-03-22,DEP,664,0,0,0,0,0,0,0,0,0,3,14,94,182,128,56,59,40,20,18,9,8,7,7,0,3,16
EGLL,2024-03-23,ARR,614,0,0,0,0,4,5,11,13,31,29,37,49,59,58,32,52,47,40,26,26,23,14,10,7,8,33
EGLL,2024-03-23,DEP,614,1,0,0,0,0,0,0,0,0,2,20,56,114,99,62,51,36,34,28,25,15,18,9,8,6,30
EGLL,2024-03-24,ARR,649,1,1,0,1,2,6,11,18,28,43,61,74,76,73,52,47,38,30,18,18,6,3,4,6,3,29
EGLL,2024-03-24,DEP,643,0,0,0,0,0,0,0,0,1,5,11,68,138,122,72,77,46,20,19,7,10,8,6,7,3,23
EGLL,2024-03-25,ARR,648,0,1,0,2,1,6,10,16,19,58,85,87,100,67,37,36,23,28,14,10,9,6,6,3,6,18
EGLL,2024-03-25,DEP,654,0,0,0,0,0,0,0,0,1,4,28,83,160,122,51,69,36,31,13,11,4,8,10,5,3,15
