ICAO,PHASE,DATE,MVTS_VALID,MVTS_NA,TOT_TXXT,TOT_REF,TOT_ADD_TIME
EDDM,DEP,2024-08-11,488,5,6448,5393.800000000001,1054.2000000000005
EDDM,DEP,2024-08-12,496,3,6596,5503.800000000001,1092.2000000000005
EDDM,DEP,2024-08-13,466,6,6753,4980.600000000001,1772.4
EDDM,DEP,2024-08-14,474,5,6007,4713.2,1293.8
EDDM,DEP,2024-08-15,480,6,6078,4980.400000000002,1097.6000000000006
EDDM,DEP,2024-08-16,503,2,6530,5449,1081
EDDM,DEP,2024-08-17,476,4,5962,4567.200000000001,1394.8
EDDM,DEP,2024-08-18,484,3,6678,4696.6,1981.4
EDDM,DEP,2024-08-19,513,2,6638,5072.4,1565.6
EDDM,DEP,2024-08-20,495,3,6447,5163.799999999999,1283.1999999999996
EDDM,DEP,2024-08-21,495,6,6984,4845.4000000000015,2138.6
EDDM,DEP,2024-08-22,493,5,6188,5413.800000000001,774.1999999999999
EDDM,DEP,2024-08-23,505,6,5975,4921.799999999999,1053.2
EDDM,DEP,2024-08-24,478,2,6372,5234.000000000001,1138.0000000000002
EDDM,DEP,2024-08-25,490,3,6195,4952.799999999999,1242.1999999999996
EDDM,DEP,2024-08-26,500,2,6852,5504.200000000001,1347.8
EDDM,DEP,2024-08-27,497,5,6542,5503.6,1038.4000000000003
EDDM,DEP,2024-08-28,499,7,6189,5181.799999999999,1007.2
EDDM,DEP,2024-08-29,488,5,6169,5097.200000000001,1071.8000000000004
EDDM,DEP,2024-08-30,512,6,6761,5676,1085
EDDM,DEP,2024-08-31,469,4,6325,5281.6,1043.4000000000003
EDDM,DEP,2024-09-01,508,2,6659,5553.4,1105.6
EDDM,DEP,2024-09-02,493,5,6742,5155.000000000003,1586.9999999999998
EDDM,DEP,2024-09-03,494,8,6578,5484.6,1093.4
EDDM,DEP,2024-09-04,512,4,6801,5054,1747
EDDM,DEP,2024-09-05,505,9,6666,5513.200000000001,1152.8
EDDM,DEP,2024-09-06,512,7,6488,5406.2,1081.8000000000004
EDDM,DEP,2024-09-07,475,6,6219,5260.5999999999995,958.4
EDDM,DEP,2024-09-08,486,5,6100,4747,1353
EDDM,DEP,2024-09-09,518,5,6534,5124,1409.9999999999998
EDDM,DEP,2024-09-10,487,2,5972,4774.4,1197.6
EDDM,DEP,2024-09-11,506,3,6165,5016.6,1148.4
EDDM,DEP,2024-09-12,497,7,5909,4862,1047
EDDM,DEP,2024-09-13,506,3,6284,4978.8,1305.2
EDDM,DEP,2024-09-14,467,2,5564,4506.4,1057.6
EDDM,DEP,2024-09-15,492,4,5863,4707.200000000001,1155.8
EDDM,DEP,2024-09-16,521,2,6796,5060,1736
EDDM,DEP,2024-09-17,497,6,6643,5434.4000000000015,1208.6
EDDM,DEP,2024-09-18,519,2,6856,5708.000000000001,1148.0000000000002
EDDM,DEP,2024-09-19,503,3,6650,5549.200000000001,1100.8000000000002
EDDM,DEP,2024-09-20,524,6,7077,5737.600000000003,1339.4000000000003
EDDM,DEP,2024-09-21,476,4,6478,5161.799999999999,1316.2
EDDM,DEP,2024-09-22,507,6,6715,5395.600000000001,1319.4
EDDM,DEP,2024-09-23,515,8,6609,5196.800000000001,1412.2000000000005
EDDM,DEP,2024-09-24,501,7,6094,4926.200000000001,1167.8000000000002
EDDM,DEP,2024-09-25,521,6,6450,5300,1150
EDDM,DEP,2024-09-26,521,7,6536,5068.199999999999,1467.7999999999995
EDDM,DEP,2024-09-27,530,4,6728,5174.8,1553.2
EDDM,DEP,2024-09-28,490,0,6054,4637.6,1416.4
EDDM,DEP,2024-09-29,502,5,6660,5395.6,1264.4
EDDM,DEP,2024-09-30,519,6,6916,5503.4000000000005,1412.6
EDDM,DEP,2024-10-01,490,4,5841,4790.4,1050.6
EDDM,DEP,2024-10-02,508,4,6271,5010.2,1260.8
EDDM,DEP,2024-10-03,499,2,6973,5344.200000000001,1628.7999999999995
EDDM,DEP,2024-10-04,502,2,6783,5563.000000000001,1220.0000000000002
EDDM,DEP,2024-10-05,473,3,6055,4789.5999999999995,1265.4
EDDM,DEP,2024-10-06,508,4,6815,5440,1375
EDDM,DEP,2024-10-07,517,5,6621,5346.6,1274.4
EDDM,DEP,2024-10-08,495,3,6357,5131.999999999999,1225
EDDM,DEP,2024-10-09,512,2,6662,5476.2000000000035,1185.8000000000009
EDDM,DEP,2024-10-10,510,3,6424,5024.200000000001,1399.8000000000002
EDDM,DEP,2024-10-11,515,4,6234,5122.800000000001,1111.2000000000005
EDDM,DEP,2024-10-12,467,5,6012,5002.799999999999,1009.2
EDDM,DEP,2024-10-13,487,1,5888,4746.799999999998,1141.1999999999996
EDDM,DEP,2024-10-14,490,4,5786,4735.6,1050.4
EDDM,DEP,2024-10-15,497,3,6716,5415.999999999999,1299.9999999999995
EDDM,DEP,2024-10-16,498,7,6540,5512.6,1027.4
EDDM,DEP,2024-10-17,492,3,6431,5430,1001
EDDM,DEP,2024-10-18,501,1,6587,5247.799999999999,1339.1999999999998
EDDM,DEP,2024-10-19,459,4,6136,4738.4000000000005,1397.5999999999997
EDDM,DEP,2024-10-20,478,0,5953,5042.399999999999,910.6
EDDM,DEP,2024-10-21,487,2,7602,4969.800000000001,2632.1999999999994
EDDM,DEP,2024-10-22,482,5,5847,4749.6,1097.4
EDDM,DEP,2024-10-23,504,1,6916,5522.2,1393.8000000000002
EDDM,DEP,2024-10-24,487,2,6376,5229.4000000000005,1146.6
EDDM,DEP,2024-10-25,497,1,7023,5456.6,1566.4
EDDM,DEP,2024-10-26,466,0,6883,5104.799999999999,1778.1999999999998
EDDM,DEP,2024-10-27,457,3,5685,4550.5999999999995,1134.4
EDDM,DEP,2024-10-28,443,2,6264,4426.5999999999995,1837.3999999999996
EDDM,DEP,2024-10-29,428,1,5851,3952,1899
EDDM,DEP,2024-10-30,437,1,5455,4499.000000000001,956
EDDM,DEP,2024-10-31,440,0,5743,4701.800000000001,1041.2000000000005
EDDM,DEP,2024-11-01,430,1,5185,4154,1031
EDDM,DEP,2024-11-02,414,4,5337,4531.200000000002,805.8000000000002
EDDM,DEP,2024-11-03,450,1,6339,5010.4000000000015,1328.6
EDDM,DEP,2024-11-04,429,0,6099,4446.2,1652.8000000000002
EDDM,DEP,2024-11-05,417,0,5782,4148.800000000001,1633.2
EDDM,DEP,2024-11-06,427,0,5791,4009.4,1781.6
EDDM,DEP,2024-11-07,445,0,6013,4865,1147.9999999999998
EDDM,DEP,2024-11-08,417,1,5316,4515.000000000001,801
EDDM,DEP,2024-11-09,393,2,5582,4230.600000000001,1351.4000000000003
EDDM,DEP,2024-11-10,420,1,5215,4295.4000000000015,919.6000000000004
EDDM,DEP,2024-11-11,447,3,5670,4476.4,1193.6
EDDM,DEP,2024-11-12,423,1,5360,4574.4000000000015,785.6000000000003
EDDM,DEP,2024-11-13,431,2,6688,4345.6,2342.3999999999996
EDDM,DEP,2024-11-14,449,4,5371,4407,964
EDDM,DEP,2024-11-15,454,6,5752,4660.600000000001,1091.4
EDDM,DEP,2024-11-16,379,3,5831,3554.6,2276.4
EDDM,DEP,2024-11-17,419,2,5044,4012.999999999999,1031
EDDM,DEP,2024-11-18,426,3,4952,4127.8,824.2
EDDM,DEP,2024-11-19,413,3,4851,4071.6,779.4000000000001
EDDM,DEP,2024-11-20,424,6,5276,4193.200000000001,1082.8000000000002
EDDM,DEP,2024-11-21,418,2,8522,4277.000000000001,4244.999999999999
EDDM,DEP,2024-11-22,440,4,7913,4301,3611.999999999999
EDDM,DEP,2024-11-23,389,3,4655,3865.600000000001,789.4000000000002
EDDM,DEP,2024-11-24,410,3,4832,4093.2000000000007,738.8000000000002
EDDM,DEP,2024-11-25,430,5,5857,4450.4000000000005,1406.6
EDDM,DEP,2024-11-26,405,6,4601,3952.2,648.8000000000001
EDDM,DEP,2024-11-27,427,3,5064,4317.4000000000005,746.6
EDDM,DEP,2024-11-28,420,5,4828,4109.6,718.4
EDDM,DEP,2024-11-29,425,2,5291,4440.800000000001,850.2000000000002
EDDM,DEP,2024-11-30,378,3,5807,4192.4000000000005,1614.5999999999997
EDDM,DEP,2024-12-01,408,1,8522,4044.8,4477.199999999999
EDDM,DEP,2024-12-02,428,6,6889,4405.8,2483.2
EDDM,DEP,2024-12-03,410,5,4748,4043,705
EDDM,DEP,2024-12-04,426,5,4926,4156.8,769.2
EDDM,DEP,2024-12-05,422,5,5996,4238.200000000001,1757.7999999999995
EDDM,DEP,2024-12-06,427,3,5159,4201.6,957.4
EDDM,DEP,2024-12-07,362,4,4570,3667.6,902.4
EDDM,DEP,2024-12-08,407,3,5036,4213.2,822.8000000000001
EDDM,DEP,2024-12-09,428,2,7002,4605.2,2396.8
EDDM,DEP,2024-12-10,407,2,5524,4374.000000000001,1150.0000000000005
EDDM,DEP,2024-12-11,421,4,5655,4580.4000000000005,1074.6
EDDM,DEP,2024-12-12,424,10,5433,4602,831.0000000000001
EDDM,DEP,2024-12-13,432,1,6251,4583.800000000001,1667.2
EDDM,DEP,2024-12-14,372,4,4250,3601.6000000000004,648.4000000000001
EDDM,DEP,2024-12-15,404,2,4602,3855.2,746.8
EDDM,DEP,2024-12-16,421,6,4774,4116,658
EDDM,DEP,2024-12-17,407,3,4689,3970.8,718.2
EDDM,DEP,2024-12-18,428,3,4834,4196.6,637.4000000000001
EDDM,DEP,2024-12-19,437,2,5120,4259,860.9999999999999
EDDM,DEP,2024-12-20,443,5,5815,4374.2,1440.7999999999995
EDDM,DEP,2024-12-21,392,4,4796,3785.4,1010.6
EDDM,DEP,2024-12-22,405,2,5308,3934.6,1373.4
EDDM,DEP,2024-12-23,351,4,5511,3447.4,2063.6
EDDM,DEP,2024-12-24,250,1,3205,2511.8,693.1999999999999
EDDM,DEP,2024-12-25,263,3,4888,2960.0000000000005,1927.9999999999995
EDDM,DEP,2024-12-26,314,0,5309,3434.0000000000005,1875
EDDM,DEP,2024-12-27,336,0,5778,3462.4,2315.6
EDDM,DEP,2024-12-28,336,0,8286,3098.2,5187.799999999999
EDDM,DEP,2024-12-29,356,2,7060,3341.8,3718.2
EDDM,DEP,2024-12-30,353,0,5969,3275,2694
EDDM,DEP,2024-12-31,262,0,5662,2497.7999999999997,3164.2000000000003
EGKK,ARR,2024-01-01,339,0,2954,2349.0000000000005,605
EGKK,ARR,2024-01-02,299,0,2572,2088.2,483.7999999999999
EGKK,ARR,2024-01-03,296,1,2445,2075.6000000000004,369.4
EGKK,ARR,2024-01-04,323,1,2559,2046.6,512.4
EGKK,ARR,2024-01-05,341,0,2919,2382.2000000000003,536.8000000000001
EGKK,ARR,2024-01-06,319,3,2187,1679.1999999999998,507.7999999999999
EGKK,ARR,2024-01-07,357,1,2074,1637.6,436.3999999999999
EGKK,ARR,2024-01-08,275,1,1689,1259.6,429.4
EGKK,ARR,2024-01-09,204,5,1200,925,275
EGKK,ARR,2024-01-10,199,2,1101,919,182
EGKK,ARR,2024-01-11,236,2,1283,1071.8000000000002,211.19999999999996
EGKK,ARR,2024-01-12,277,2,1503,1274.1999999999998,228.79999999999995
EGKK,ARR,2024-01-13,242,0,2068,1727.4000000000003,340.6
EGKK,ARR,2024-01-14,305,0,2460,2125.4,334.6
EGKK,ARR,2024-01-15,245,1,2053,1710.4000000000003,342.59999999999997
EGKK,ARR,2024-01-16,178,1,1520,1252.8,267.2
EGKK,ARR,2024-01-17,177,0,1005,819.4,185.59999999999997
EGKK,ARR,2024-01-18,215,0,1828,1507.8000000000002,320.19999999999993
EGKK,ARR,2024-01-19,277,3,2382,1933.6,448.4
EGKK,ARR,2024-01-20,243,0,2049,1721.0000000000002,328
EGKK,ARR,2024-01-21,251,0,2126,1764.2,361.7999999999999
EGKK,ARR,2024-01-22,279,0,2298,1951,347
EGKK,ARR,2024-01-23,169,1,1431,1205.8,225.2
EGKK,ARR,2024-01-24,189,0,1594,1323.2,270.79999999999995
EGKK,ARR,2024-01-25,220,0,1889,1555.4000000000003,333.6
EGKK,ARR,2024-01-26,290,0,2487,2013.2000000000005,473.8
EGKK,ARR,2024-01-27,246,0,2089,1709.4,379.6
EGKK,ARR,2024-01-28,306,1,2520,2144.4000000000005,375.6
EGKK,ARR,2024-01-29,250,0,2072,1758.2000000000005,313.79999999999995
EGKK,ARR,2024-01-30,180,0,1509,1277.8000000000002,231.2
EGKK,ARR,2024-01-31,190,0,1602,1335.1999999999998,266.79999999999995
EGKK,ARR,2024-02-01,236,0,1922,1677.6,244.4
EGKK,ARR,2024-02-02,296,0,2411,2053.8,357.20000000000005
EGKK,ARR,2024-02-03,266,0,2230,1881.6,348.4
EGKK,ARR,2024-02-04,320,0,2640,2256.2000000000003,383.80000000000007
EGKK,ARR,2024-02-05,271,0,2176,1878.2,297.80000000000007
EGKK,ARR,2024-02-06,197,0,1646,1383.4,262.6
EGKK,ARR,2024-02-07,218,2,1277,1015.8,261.19999999999993
EGKK,ARR,2024-02-08,298,0,2410,1857.2,552.8
EGKK,ARR,2024-02-09,356,0,3156,2470.0000000000005,686.0000000000001
EGKK,ARR,2024-02-10,343,0,2758,2142.4,615.6
EGKK,ARR,2024-02-11,383,0,2986,2430.2000000000003,555.8000000000001
EGKK,ARR,2024-02-12,337,0,2751,2339.8,411.2000000000001
EGKK,ARR,2024-02-13,253,0,2113,1760.2000000000005,352.79999999999995
EGKK,ARR,2024-02-14,266,0,2284,1849.6,434.4
EGKK,ARR,2024-02-15,325,0,2735,2250.6,484.4
EGKK,ARR,2024-02-16,369,2,3153,2583.6,569.4
