ICAO,PHASE,DATE,MVTS_VALID,MVTS_NA,TOT_TXXT,TOT_REF,TOT_ADD_TIME
SBBR,ARR,2023-01-01,89,83,517.6833333333334,372.94000000000005,144.7433333333334
SBBR,ARR,2023-01-02,152,64,955.3666666666661,688.1900000000005,267.17666666666673
SBBR,ARR,2023-01-03,154,55,970.6166666666671,721.2699999999995,249.3466666666667
SBBR,ARR,2023-01-04,157,38,1103.333333333333,758.0966666666669,345.2366666666665
SBBR,ARR,2023-01-05,161,52,1063.05,844.4933333333332,218.55666666666676
SBBR,ARR,2023-01-06,152,36,1082.8500000000001,804.8666666666666,277.9833333333336
SBBR,ARR,2023-01-07,157,17,1070.3,786.7700000000004,283.53000000000014
SBBR,ARR,2023-01-08,139,25,972.516666666667,732.9466666666667,239.5699999999998
SBBR,ARR,2023-01-09,153,75,996.6999999999995,731.9800000000001,264.71999999999997
SBBR,ARR,2023-01-10,162,46,1143.933333333333,746.9899999999993,396.9433333333333
SBBR,ARR,2023-01-11,151,39,966.4499999999997,704.1100000000001,262.3399999999999
SBBR,ARR,2023-01-12,161,53,1026.35,747.9366666666664,278.41333333333324
SBBR,ARR,2023-01-13,155,45,908.1666666666671,715.6299999999995,192.5366666666667
SBBR,ARR,2023-01-14,145,34,881.3999999999996,686.7666666666669,194.63333333333333
SBBR,ARR,2023-01-15,135,23,855.7500000000001,619.7699999999998,235.97999999999993
SBBR,ARR,2023-01-16,158,39,917.4000000000001,672.5466666666666,244.8533333333333
SBBR,ARR,2023-01-17,154,55,901.7166666666667,671.1266666666662,230.58999999999992
SBBR,ARR,2023-01-18,148,62,847.0833333333333,669.71000000000015,177.37333333333333
SBBR,ARR,2023-01-19,156,50,968.1999999999995,760.6633333333333,207.53666666666663
SBBR,ARR,2023-01-20,154,43,932.2666666666672,666.1899999999997,266.07666666666654
SBBR,ARR,2023-01-21,149,29,1003.8666666666661,752.8599999999994,251.0066666666667
SBBR,ARR,2023-01-22,140,22,946.6166666666669,732.8100000000002,213.80666666666679
SBBR,ARR,2023-01-23,157,31,978.1666666666667,805.963333333333,172.20333333333323
SBBR,ARR,2023-01-24,154,45,1017.066666666667,826.89,190.17666666666668
SBBR,ARR,2023-01-25,151,47,1021.8499999999995,761.8199999999998,260.03000000000003
SBBR,ARR,2023-01-26,157,70,953.1333333333333,725.8266666666661,227.3066666666667
SBBR,ARR,2023-01-27,162,56,1121.1333333333334,760.1899999999997,360.9433333333333
