REGION,DATE,PAIR_GROUP,ADEP,ADES,GCD,HFE_TYPE,N,N_VALID,N_NEG,N_HIGH,DIST_FLOWN,DIST_ACHIEVED,HFE
BRA,2025-01-01,mid_600,SBBR,SBCT,584.8583379614529,KEA,1,0,0,1,0,0,NA
BRA,2025-01-01,mid_600,SBBR,SBCT,584.8583379614529,KEP,2,2,0,0,1030536676571876,1015389477005664,0.014917625117487399
BRA,2025-01-01,mid_600,SBBR,SBSV,586.3758875222663,KEA,1,1,0,0,526869121037204,508417727770367,0.03629179758887324
BRA,2025-01-01,mid_600,SBBR,SBSV,586.3758875222663,KEP,7,7,0,0,3606349880212611,3557098215378694,0.013846023317822143
BRA,2025-01-01,short,SBCF,SBKP,269.28925025382233,KEA,3,3,0,0,652495062572579,588866697278195,0.10805223930726782
BRA,2025-01-01,short,SBCF,SBKP,269.28925025382233,KEP,7,7,0,0,1441303013834457,1346945883692311,0.07005265117518289
BRA,2025-01-01,short,SBCF,SBSP,283.04103298142775,KEA,13,8,3,2,1988503987282713,1767245063916395,0.125199910235418
BRA,2025-01-01,short,SBCF,SBSP,283.04103298142775,KEP,16,16,0,0,3732405104638928,3386485339751248,0.10214713196221581
BRA,2025-01-01,mid_600,SBCT,SBBR,584.8583379614529,KEP,3,0,3,0,0,0,NA
BRA,2025-01-01,long,SBEG,SBGR,1458.0313410919498,KEP,4,4,0,0,560129474033344,552303506014652,0.014169687379251172
BRA,2025-01-01,long,SBGL,SBEG,1539.2845825162146,KEP,1,1,0,0,147533420914537,146522600568265,0.0068987333172609855
BRA,2025-01-01,mid_600,SBGL,SBPA,606.3544314361131,KEP,4,4,0,0,2125043856086502,2110976377792554,0.006663967651148406
BRA,2025-01-01,long,SBGR,SBEG,1458.0313410919498,KEP,4,4,0,0,555136967008348,552171419312192,0.005370701185240634
BRA,2025-01-01,mid_780_800,SBGR,SBSV,784.674867865583,KEP,7,7,0,0,4934169102143477,4933203142194943,1.9580785965844782e-4
BRA,2025-01-01,short,SBKP,SBCF,269.28925025382233,KEA,8,6,1,1,1226409388047692,1146564359670392,0.06963850542175698
BRA,2025-01-01,short,SBKP,SBCF,269.28925025382233,KEP,8,8,0,0,1591786560724680,1543656449445544,0.031179289469767335
BRA,2025-01-01,mid_780_800,SBKP,SBSV,788.3112486941457,KEA,2,2,0,0,1449609980506756,1418278713987897,0.02209105037666559
BRA,2025-01-01,mid_780_800,SBKP,SBSV,788.3112486941457,KEP,3,3,0,0,2148252846296373,2132200061070402,0.007528742503605468
BRA,2025-01-01,mid_600,SBPA,SBGL,606.3544314361131,KEP,5,5,0,0,2637737418134860,2631998944354010,0.002180272067798361
BRA,2025-01-01,short,SBSP,SBCF,283.04103298142775,KEA,5,5,0,0,1076012083472319,1033519569116031,0.04111437811732177
BRA,2025-01-01,short,SBSP,SBCF,283.04103298142775,KEP,15,15,0,0,3065640970622940,3050679490013265,0.00490431087849541
BRA,2025-01-01,mid_780_800,SBSP,SBSV,800.2384025934579,KEA,1,0,0,1,0,0,NA
BRA,2025-01-01,mid_780_800,SBSP,SBSV,800.2384025934579,KEP,12,12,0,0,8642849888793660,8640946897289232,2.2022951038214167e-4
BRA,2025-01-01,mid_600,SBSV,SBBR,586.3758875222663,KEP,4,4,0,0,2082052079265828,2040023161973516,0.020602176522178883
BRA,2025-01-01,mid_780_800,SBSV,SBGR,784.674867865583,KEA,4,3,0,1,2197020653228669,2126314067023276,0.033253124409969415
BRA,2025-01-01,mid_780_800,SBSV,SBGR,784.674867865583,KEP,10,1,9,0,736873411001658,713298142292461,0.03305107263202545
BRA,2025-01-01,mid_780_800,SBSV,SBKP,788.3112486941457,KEA,2,1,0,1,732073012061285,709330271135374,0.032062273177074996
BRA,2025-01-01,mid_780_800,SBSV,SBKP,788.3112486941457,KEP,2,0,0,2,0,0,NA
BRA,2025-01-01,mid_780_800,SBSV,SBSP,800.2384025934579,KEA,1,1,0,0,786758681899816,738631319682966,0.06515748917539432
BRA,2025-01-01,mid_780_800,SBSV,SBSP,800.2384025934579,KEP,12,11,1,0,8222196094039796,7988518397939189,0.029251694051413812
BRA,2025-01-02,mid_600,SBBR,SBCT,584.8583379614529,KEA,1,1,0,0,530465165053799,507640118203073,0.044963047703009185
BRA,2025-01-02,mid_600,SBBR,SBCT,584.8583379614529,KEP,4,4,0,0,2061073353143752,2030778954011328,0.014917625117487399
BRA,2025-01-02,mid_600,SBBR,SBSV,586.3758875222663,KEA,2,1,0,1,526355298880597,508617348511952,0.034874843377915576
BRA,2025-01-02,mid_600,SBBR,SBSV,586.3758875222663,KEP,7,7,0,0,3606349880212611,3557098215378694,0.013846023317822143
BRA,2025-01-02,short,SBCF,SBKP,269.28925025382233,KEA,4,2,1,1,396092024578263,382080311586298,0.03667216699492326
BRA,2025-01-02,short,SBCF,SBKP,269.28925025382233,KEP,8,8,0,0,1647327285214732,1539366724219784,0.0701331003823451
BRA,2025-01-02,short,SBCF,SBSP,283.04103298142775,KEA,13,11,1,1,2804329172938456,2439534044385346,0.1495347561935838
BRA,2025-01-02,short,SBCF,SBSP,283.04103298142775,KEP,19,19,0,0,4434210357301587,4021451340954607,0.10263931634418322
BRA,2025-01-02,mid_600,SBCT,SBBR,584.8583379614529,KEP,4,0,4,0,0,0,NA
BRA,2025-01-02,long,SBEG,SBGL,1539.2845825162146,KEA,1,1,0,0,150107971485061,145940494180146,0.02855600378994705
BRA,2025-01-02,long,SBEG,SBGL,1539.2845825162146,KEP,2,2,0,0,293356460403533,291877577986462,0.0050667900812155775
BRA,2025-01-02,long,SBEG,SBGR,1458.0313410919498,KEA,2,1,0,1,145270367479981,137819235542384,0.05406452813551943
BRA,2025-01-02,long,SBEG,SBGR,1458.0313410919498,KEP,6,6,0,0,839998790776884,828446889208042,0.013944046044864766
BRA,2025-01-02,long,SBGL,SBEG,1539.2845825162146,KEP,1,0,1,0,0,0,NA
BRA,2025-01-02,mid_600,SBGL,SBPA,606.3544314361131,KEP,10,10,0,0,5335017225334908,5280838158809508,0.010259558217102116
BRA,2025-01-02,long,SBGR,SBEG,1458.0313410919498,KEP,6,6,0,0,832705450512522,828257128968288,0.005370701185240634
BRA,2025-01-02,mid_780_800,SBGR,SBSV,784.674867865583,KEP,11,11,0,0,7753694303368321,7752176366306339,1.9580785965844782e-4
BRA,2025-01-02,short,SBKP,SBCF,269.28925025382233,KEA,8,6,1,1,1038264986048007,973267773554727,0.06678245623595092
BRA,2025-01-02,short,SBKP,SBCF,269.28925025382233,KEP,11,11,0,0,2182697819381620,2119792032640239,0.029675452012634773
BRA,2025-01-02,mid_780_800,SBKP,SBSV,788.3112486941457,KEA,2,1,1,0,735019714608603,709332643357398,0.036213011612751256
BRA,2025-01-02,mid_780_800,SBKP,SBSV,788.3112486941457,KEP,6,6,0,0,4296502191697452,4264400122140804,0.007527921545160243
BRA,2025-01-02,mid_600,SBPA,SBGL,606.3544314361131,KEP,10,9,0,1,4747927352642748,4737598099837218,0.002180272067798361
BRA,2025-01-02,short,SBSP,SBCF,283.04103298142775,KEA,6,5,0,1,1134318137681546,1033544564244638,0.09750288175581279
BRA,2025-01-02,short,SBSP,SBCF,283.04103298142775,KEP,19,19,0,0,3883145229455724,3864194020683469,0.00490431087849541
BRA,2025-01-02,mid_780_800,SBSP,SBSV,800.2384025934579,KEA,2,2,0,0,1463610421029101,1441268691387437,0.015501432713532992
BRA,2025-01-02,mid_780_800,SBSP,SBSV,800.2384025934579,KEP,16,16,0,0,11523903604125780,11521262529718976,2.2923480825043363e-4
BRA,2025-01-02,mid_600,SBSV,SBBR,586.3758875222663,KEA,1,0,0,1,0,0,NA
BRA,2025-01-02,mid_600,SBSV,SBBR,586.3758875222663,KEP,7,7,0,0,3643591138715199,3570040533453653,0.020602176522178883
BRA,2025-01-02,mid_780_800,SBSV,SBGR,784.674867865583,KEA,3,3,0,0,2198461475648243,2126532598787389,0.03382448823115625
BRA,2025-01-02,mid_780_800,SBSV,SBGR,784.674867865583,KEP,10,0,10,0,0,0,NA
BRA,2025-01-02,mid_780_800,SBSV,SBKP,788.3112486941457,KEA,3,2,1,0,1466167532758813,1419761444615987,0.03268583487656107
BRA,2025-01-02,mid_780_800,SBSV,SBKP,788.3112486941457,KEP,7,3,0,4,1525750967416629,1495526930530471,0.020209623958718836
BRA,2025-01-02,mid_780_800,SBSV,SBSP,800.2384025934579,KEA,7,7,0,0,5523991023681313,5153931543380223,0.07180139611601932
BRA,2025-01-02,mid_780_800,SBSV,SBSP,800.2384025934579,KEP,16,16,0,0,11959557954966976,11619663124275188,0.02925169405141337
BRA,2025-01-03,mid_600,SBBR,SBCT,584.8583379614529,KEP,3,3,0,0,1545805014857814,1523084215508496,0.014917625117487399
BRA,2025-01-03,mid_600,SBBR,SBSV,586.3758875222663,KEA,1,0,1,0,0,0,NA
BRA,2025-01-03,mid_600,SBBR,SBSV,586.3758875222663,KEP,6,6,0,0,3091157041532332,3048941327467452,0.013846023760629711
BRA,2025-01-03,short,SBCF,SBKP,269.28925025382233,KEA,5,4,0,1,823877112784644,769588525473468,0.07054235544608267
BRA,2025-01-03,short,SBCF,SBKP,269.28925025382233,KEP,8,8,0,0,1642107956382899,1539366724219784,0.06674253155315446
BRA,2025-01-03,short,SBCF,SBSP,283.04103298142775,KEA,10,5,0,5,1276673662634571,1109980524618010,0.15017663312059182
BRA,2025-01-03,short,SBCF,SBSP,283.04103298142775,KEP,21,21,0,0,4898781699838593,4444762008423513,0.10214713196221581
BRA,2025-01-03,mid_600,SBCT,SBBR,584.8583379614529,KEA,1,0,1,0,0,0,NA
BRA,2025-01-03,mid_600,SBCT,SBBR,584.8583379614529,KEP,4,0,4,0,0,0,NA
BRA,2025-01-03,long,SBEG,SBGL,1539.2845825162146,KEP,1,1,0,0,146632237387605,145938788993231,0.004751638677817027
BRA,2025-01-03,long,SBEG,SBGR,1458.0313410919498,KEA,4,3,0,1,438305423555868,413885271093262,0.059002226385348466
BRA,2025-01-03,long,SBEG,SBGR,1458.0313410919498,KEP,8,8,0,0,1119486281761508,1104575479680209,0.01349912464616354
BRA,2025-01-03,long,SBGL,SBEG,1539.2845825162146,KEP,1,0,1,0,0,0,NA
BRA,2025-01-03,mid_600,SBGL,SBPA,606.3544314361131,KEP,8,8,0,0,4262904108191173,4223894020915464,0.00923557434976896
BRA,2025-01-03,long,SBGR,SBEG,1458.0313410919498,KEP,7,7,0,0,971541261495061,966299983796336,0.005424068908842727
BRA,2025-01-03,mid_780_800,SBGR,SBSV,784.674867865583,KEP,14,14,0,0,9868439632653484,9866406284389884,2.060880329666226e-4
BRA,2025-01-03,short,SBKP,SBCF,269.28925025382233,KEA,6,6,0,0,1228111231952080,1142619065260255,0.07482123245716399
BRA,2025-01-03,short,SBKP,SBCF,269.28925025382233,KEP,8,8,0,0,1591786560724680,1543656449445544,0.031179289469767335
BRA,2025-01-03,mid_780_800,SBKP,SBSV,788.3112486941457,KEP,4,4,0,0,2864369106651134,2842933414760536,0.007539990834573684
BRA,2025-01-03,mid_600,SBPA,SBGL,606.3544314361131,KEP,8,8,0,0,4220379869015776,4211198310966416,0.002180272067798361
BRA,2025-01-03,short,SBSP,SBCF,283.04103298142775,KEA,3,3,0,0,648104541761023,615094652067203,0.05366635782457352
BRA,2025-01-03,short,SBSP,SBCF,283.04103298142775,KEP,22,22,0,0,4496273423580312,4474329918686122,0.00490431087849541
BRA,2025-01-03,mid_780_800,SBSP,SBSV,800.2384025934579,KEA,2,0,2,0,0,0,NA
BRA,2025-01-03,mid_780_800,SBSP,SBSV,800.2384025934579,KEP,18,18,0,0,12964325547373748,12961420345933848,2.2414221299538184e-4
BRA,2025-01-03,mid_600,SBSV,SBBR,586.3758875222663,KEA,1,1,0,0,554693580227815,510266540160136,0.08706633998328894
BRA,2025-01-03,mid_600,SBSV,SBBR,586.3758875222663,KEP,7,7,0,0,3643591138715199,3570040533453653,0.020602176522178883
BRA,2025-01-03,mid_780_800,SBSV,SBGR,784.674867865583,KEA,5,4,0,1,2913242039593399,2833911737636043,0.027993215492141843
BRA,2025-01-03,mid_780_800,SBSV,SBGR,784.674867865583,KEP,12,0,12,0,0,0,NA
BRA,2025-01-03,mid_780_800,SBSV,SBKP,788.3112486941457,KEA,2,2,0,0,1503088349053241,1420267813560504,0.058313322812767465
BRA,2025-01-03,mid_780_800,SBSV,SBKP,788.3112486941457,KEP,4,1,0,3,726711113414452,712285031175525,0.02025324358581404
BRA,2025-01-03,mid_780_800,SBSV,SBSP,800.2384025934579,KEA,7,5,1,1,4025603456568349,3683687484128225,0.09281894132260815
BRA,2025-01-03,mid_780_800,SBSV,SBSP,800.2384025934579,KEP,19,18,1,0,13462097748119208,13075104208096988,0.02959774039755403
BRA,2025-01-04,mid_600,SBBR,SBCT,584.8583379614529,KEA,2,1,1,0,518310924705286,508418323143805,0.019457602354514103
BRA,2025-01-04,mid_600,SBBR,SBCT,584.8583379614529,KEP,4,4,0,0,2061073353143752,2030778954011328,0.014917625117487399
BRA,2025-01-04,mid_600,SBBR,SBSV,586.3758875222663,KEA,2,1,0,1,518464444689467,509238836993463,0.018116465253262826
BRA,2025-01-04,mid_600,SBBR,SBSV,586.3758875222663,KEP,6,6,0,0,3091157041798661,3048941327467452,0.013846023847980948
BRA,2025-01-04,short,SBCF,SBKP,269.28925025382233,KEA,3,3,0,0,630828200918031,577398090067643,0.09253600205731294
BRA,2025-01-04,short,SBCF,SBKP,269.28925025382233,KEP,7,7,0,0,1434433080413123,1346945883692311,0.0649522729755021
BRA,2025-01-04,short,SBCF,SBSP,283.04103298142775,KEA,5,3,1,1,717004714864634,661927040126736,0.08320807490709625
BRA,2025-01-04,short,SBCF,SBSP,283.04103298142775,KEP,11,11,0,0,2568690746980574,2328208671078983,0.10329060229388376
BRA,2025-01-04,mid_600,SBCT,SBBR,584.8583379614529,KEP,3,0,3,0,0,0,NA
BRA,2025-01-04,long,SBEG,SBGL,1539.2845825162146,KEP,1,1,0,0,146637195241886,145938788993231,0.004785610826792519
BRA,2025-01-04,long,SBEG,SBGR,1458.0313410919498,KEA,2,2,0,0,289391256826539,275806042343239,0.0492564063059695
BRA,2025-01-04,long,SBEG,SBGR,1458.0313410919498,KEP,8,8,0,0,1119868107520424,1104590272401432,0.013831223667919224
BRA,2025-01-04,long,SBGL,SBEG,1539.2845825162146,KEP,2,1,0,1,147533420914537,146522600568265,0.0068987333172609855
BRA,2025-01-04,mid_600,SBGL,SBPA,606.3544314361131,KEP,8,8,0,0,4269299265738074,4224864653580642,0.010517404887698145
BRA,2025-01-04,long,SBGR,SBEG,1458.0313410919498,KEP,8,8,0,0,1110315610972400,1104342838624384,0.0054084403313159335
BRA,2025-01-04,mid_780_800,SBGR,SBSV,784.674867865583,KEP,14,14,0,0,9868375657973380,9866406284389884,1.9960394157014782e-4
BRA,2025-01-04,short,SBKP,SBCF,269.28925025382233,KEA,5,4,1,0,805249648144447,763882178087502,0.054154254731423324
BRA,2025-01-04,short,SBKP,SBCF,269.28925025382233,KEP,9,9,0,0,1790759880815265,1736613505626237,0.031179289469767335
BRA,2025-01-04,mid_780_800,SBKP,SBSV,788.3112486941457,KEP,6,6,0,0,4296507901003415,4264400122140804,0.007529260374960378
BRA,2025-01-04,mid_600,SBPA,SBGL,606.3544314361131,KEP,8,8,0,0,4220379869015776,4211198310966416,0.002180272067798361
BRA,2025-01-04,short,SBSP,SBCF,283.04103298142775,KEA,4,4,0,0,838259716973544,818848513208104,0.02370548819755469
BRA,2025-01-04,short,SBSP,SBCF,283.04103298142775,KEP,14,14,0,0,2861283326989156,2847300857345714,0.0049107805405841365
BRA,2025-01-04,mid_780_800,SBSP,SBSV,800.2384025934579,KEP,17,17,0,0,12244037342457680,12241341437826412,2.2022951038169758e-4
BRA,2025-01-04,mid_600,SBSV,SBBR,586.3758875222663,KEP,7,7,0,0,3643591138715199,3570040533453653,0.020602176522178883
BRA,2025-01-04,mid_780_800,SBSV,SBGR,784.674867865583,KEA,6,4,0,2,2910434527224098,2831310121794587,0.027946216424839854
BRA,2025-01-04,mid_780_800,SBSV,SBGR,784.674867865583,KEP,14,0,14,0,0,0,NA
BRA,2025-01-04,mid_780_800,SBSV,SBKP,788.3112486941457,KEA,1,1,0,0,728538315336379,709277926906807,0.027154924323625096
BRA,2025-01-04,mid_780_800,SBSV,SBKP,788.3112486941457,KEP,6,1,0,5,726711113414452,712285031175525,0.02025324358581404
BRA,2025-01-04,mid_780_800,SBSV,SBSP,800.2384025934579,KEA,3,3,0,0,2308635155421780,2213366092932555,0.04304261404989718
BRA,2025-01-04,mid_780_800,SBSV,SBSP,800.2384025934579,KEP,11,11,0,0,8226367364258126,7988518397939189,0.029773852230257747
BRA,2025-01-05,mid_600,SBBR,SBCT,584.8583379614529,KEA,1,1,0,0,517485900049286,507466364082975,0.019744236614414712
BRA,2025-01-05,mid_600,SBBR,SBCT,584.8583379614529,KEP,3,3,0,0,1545805014857814,1523084215508496,0.014917625117487399
BRA,2025-01-05,mid_600,SBBR,SBSV,586.3758875222663,KEA,1,0,0,1,0,0,NA
BRA,2025-01-05,mid_600,SBBR,SBSV,586.3758875222663,KEP,6,6,0,0,3091157040182238,3048941327467452,0.013846023317822143
BRA,2025-01-05,short,SBCF,SBKP,269.28925025382233,KEA,5,3,1,1,613796671470854,580278226365666,0.05776271378493214
BRA,2025-01-05,short,SBCF,SBKP,269.28925025382233,KEP,9,8,1,0,1641681798718693,1539366724219784,0.06646569195574026
BRA,2025-01-05,short,SBCF,SBSP,283.04103298142775,KEA,16,14,1,1,3356925530812263,2924779041209235,0.14775355112786892
BRA,2025-01-05,short,SBCF,SBSP,283.04103298142775,KEP,22,22,0,0,5134719256419837,4656417342157966,0.1027188671280499
BRA,2025-01-05,mid_600,SBCT,SBBR,584.8583379614529,KEA,1,0,0,1,0,0,NA
BRA,2025-01-05,mid_600,SBCT,SBBR,584.8583379614529,KEP,3,0,3,0,0,0,NA
BRA,2025-01-05,long,SBEG,SBGL,1539.2845825162146,KEA,1,0,0,1,0,0,NA
BRA,2025-01-05,long,SBEG,SBGL,1539.2845825162146,KEP,2,2,0,0,293356460403533,291877577986462,0.0050667900812155775
BRA,2025-01-05,long,SBEG,SBGR,1458.0313410919498,KEA,1,0,0,1,0,0,NA
BRA,2025-01-05,long,SBEG,SBGR,1458.0313410919498,KEP,8,8,0,0,993712832654865,980316738256792,0.013665067498382255
BRA,2025-01-05,long,SBGL,SBEG,1539.2845825162146,KEP,1,0,1,0,0,0,NA
BRA,2025-01-05,mid_600,SBGL,SBPA,606.3544314361131,KEP,8,8,0,0,4262894647697112,4223894020915464,0.009233334593275355
BRA,2025-01-05,long,SBGR,SBEG,1458.0313410919498,KEA,1,1,0,0,142763190190066,138818661955571,0.028414970861464273
BRA,2025-01-05,long,SBGR,SBEG,1458.0313410919498,KEP,6,6,0,0,832778284331403,828257128968288,0.005458637426697166
BRA,2025-01-05,mid_780_800,SBGR,SBSV,784.674867865583,KEP,10,10,0,0,7051516408690936,7047813519169963,5.253955018675871e-4
BRA,2025-01-05,short,SBKP,SBCF,269.28925025382233,KEA,8,7,1,0,1452857308783578,1338109796570411,0.08575343556056914
BRA,2025-01-05,short,SBKP,SBCF,269.28925025382233,KEP,10,10,0,0,1989733200905850,1929570561806930,0.031179289469767335
BRA,2025-01-05,mid_780_800,SBKP,SBSV,788.3112486941457,KEA,1,0,1,0,0,0,NA
BRA,2025-01-05,mid_780_800,SBKP,SBSV,788.3112486941457,KEP,6,6,0,0,4296509651451062,4264400122140804,0.00752967085418299
BRA,2025-01-05,mid_600,SBPA,SBGL,606.3544314361131,KEP,9,9,0,0,4747928343208870,4737598099837218,0.0021804811539432034
BRA,2025-01-05,short,SBSP,SBCF,283.04103298142775,KEA,7,6,1,0,1306155689186772,1240795475053857,0.05267605777662765
BRA,2025-01-05,short,SBSP,SBCF,283.04103298142775,KEP,18,18,0,0,3678769164747528,3660815388015918,0.00490431087849541
BRA,2025-01-05,mid_780_800,SBSP,SBSV,800.2384025934579,KEP,11,11,0,0,7922716154495347,7920867989181796,2.333286346996033e-4
BRA,2025-01-05,mid_600,SBSV,SBBR,586.3758875222663,KEA,1,1,0,0,519108458879281,508863743851474,0.020132530862323028
BRA,2025-01-05,mid_600,SBSV,SBBR,586.3758875222663,KEP,6,6,0,0,3132597459638406,3065332014311074,0.02194393462544708
BRA,2025-01-05,mid_780_800,SBSV,SBGR,784.674867865583,KEA,5,5,0,0,3833689155368387,3543416440423096,0.08191888247564583
BRA,2025-01-05,mid_780_800,SBSV,SBGR,784.674867865583,KEP,9,0,9,0,0,0,NA
BRA,2025-01-05,mid_780_800,SBSV,SBKP,788.3112486941457,KEP,5,2,0,3,1453422226828904,1424570062351050,0.02025324358581404
BRA,2025-01-05,mid_780_800,SBSV,SBSP,800.2384025934579,KEA,4,4,0,0,3163116879456717,2949562955488340,0.072401887056186
BRA,2025-01-05,mid_780_800,SBSV,SBSP,800.2384025934579,KEP,13,12,1,0,8969668466225232,8714747343206388,0.029251694051413812
BRA,2025-01-06,mid_600,SBBR,SBCT,584.8583379614529,KEP,4,4,0,0,2061073353143752,2030778954011328,0.014917625117487399
BRA,2025-01-06,mid_600,SBBR,SBSV,586.3758875222663,KEA,1,1,0,0,521127463296184,508741270768913,0.024346742124047527
BRA,2025-01-06,mid_600,SBBR,SBSV,586.3758875222663,KEP,7,7,0,0,3606349880212611,3557098215378694,0.013846023317822143
BRA,2025-01-06,short,SBCF,SBKP,269.28925025382233,KEA,4,3,1,0,622431655716132,577247276739745,0.07827560353612317
BRA,2025-01-06,short,SBCF,SBKP,269.28925025382233,KEP,9,9,0,0,1851917605748962,1731787564747257,0.06936765423606506
BRA,2025-01-06,short,SBCF,SBSP,283.04103298142775,KEA,10,9,0,1,2325495719351613,2016671005159548,0.1531358924692987
BRA,2025-01-06,short,SBCF,SBSP,283.04103298142775,KEP,20,20,0,0,4665506380798660,4233106674689060,0.10214713196221581
BRA,2025-01-06,mid_600,SBCT,SBBR,584.8583379614529,KEP,4,0,4,0,0,0,NA
BRA,2025-01-06,long,SBEG,SBGL,1539.2845825162146,KEP,1,1,0,0,146639561089896,145938788993231,0.0048018220618337715
BRA,2025-01-06,long,SBEG,SBGR,1458.0313410919498,KEA,2,2,0,0,285721746982646,275960982288699,0.035370089688025796
BRA,2025-01-06,long,SBEG,SBGR,1458.0313410919498,KEP,8,8,0,0,1119480465884893,1104574928736816,0.013494364900281441
BRA,2025-01-06,long,SBGL,SBEG,1539.2845825162146,KEP,1,0,1,0,0,0,NA
BRA,2025-01-06,mid_600,SBGL,SBPA,606.3544314361131,KEP,9,9,0,0,4798954635930714,4752366089862486,0.00980323173494746
BRA,2025-01-06,long,SBGR,SBEG,1458.0313410919498,KEP,6,6,0,0,832705450512522,828257128968288,0.005370701185240634
BRA,2025-01-06,mid_780_800,SBGR,SBSV,784.674867865583,KEP,13,13,0,0,9163560656381648,9161662978362036,2.0713248501880166e-4
BRA,2025-01-06,short,SBKP,SBCF,269.28925025382233,KEA,6,6,0,0,1271081504934491,1145038414244568,0.11007760885741047
BRA,2025-01-06,short,SBKP,SBCF,269.28925025382233,KEP,8,8,0,0,1591786560724680,1543656449445544,0.031179289469767335
BRA,2025-01-06,mid_780_800,SBKP,SBSV,788.3112486941457,KEA,4,3,1,0,2215286127166225,2130281463718613,0.039903019809987006
BRA,2025-01-06,mid_780_800,SBKP,SBSV,788.3112486941457,KEP,6,6,0,0,4296502191697452,4264400122140804,0.007527921545160243
BRA,2025-01-06,mid_600,SBPA,SBGL,606.3544314361131,KEP,8,8,0,0,4220379869015776,4211198310966416,0.002180272067798361
BRA,2025-01-06,short,SBSP,SBCF,283.04103298142775,KEA,11,11,0,0,2330366022586126,2255402846719130,0.03323715582608355
BRA,2025-01-06,short,SBSP,SBCF,283.04103298142775,KEP,21,21,0,0,4291897358872116,4270951286018571,0.00490431087849541
BRA,2025-01-06,mid_780_800,SBSP,SBSV,800.2384025934579,KEA,3,2,0,1,1475593716732301,1441928285509209,0.023347507335431228
BRA,2025-01-06,mid_780_800,SBSP,SBSV,800.2384025934579,KEP,19,19,0,0,13684512323923288,13681499254041284,2.2022951038169758e-4
BRA,2025-01-06,mid_600,SBSV,SBBR,586.3758875222663,KEP,7,7,0,0,3643591138715199,3570040533453653,0.020602176522178883
BRA,2025-01-06,mid_780_800,SBSV,SBGR,784.674867865583,KEA,2,1,1,0,765491394036614,708489233259251,0.08045593087581149
BRA,2025-01-06,mid_780_800,SBSV,SBGR,784.674867865583,KEP,12,0,12,0,0,0,NA
BRA,2025-01-06,mid_780_800,SBSV,SBKP,788.3112486941457,KEA,3,2,1,0,1452496597255429,1417456663829237,0.024720285508787354
BRA,2025-01-06,mid_780_800,SBSV,SBKP,788.3112486941457,KEP,6,3,0,3,1525581528356919,1495526930530471,0.020096326727989666
BRA,2025-01-06,mid_780_800,SBSV,SBSP,800.2384025934579,KEA,8,8,0,0,6301433549246060,5904573316984021,0.06721234726995484
BRA,2025-01-06,mid_780_800,SBSV,SBSP,800.2384025934579,KEP,19,19,0,0,14209570120304644,13801333153364188,0.02957953136874636
BRA,2025-01-07,mid_600,SBBR,SBCT,584.8583379614529,KEA,2,2,0,0,1038883842859286,1016403268103040,0.022117771028228317
BRA,2025-01-07,mid_600,SBBR,SBCT,584.8583379614529,KEP,3,3,0,0,1545805014857814,1523084215508496,0.014917625117487399
BRA,2025-01-07,mid_600,SBBR,SBSV,586.3758875222663,KEA,4,4,0,0,2083907968950621,2034191451200613,0.024440431956719078
BRA,2025-01-07,mid_600,SBBR,SBSV,586.3758875222663,KEP,7,7,0,0,3606349880212611,3557098215378694,0.013846023317822143
BRA,2025-01-07,short,SBCF,SBKP,269.28925025382233,KEA,3,3,0,0,611359943070854,578343902095860,0.05708721204692768
BRA,2025-01-07,short,SBCF,SBKP,269.28925025382233,KEP,9,9,0,0,1844271103388301,1731787564747257,0.0649522729755021
BRA,2025-01-07,short,SBCF,SBSP,283.04103298142775,KEA,16,13,0,3,3338808220260256,2909935997023412,0.1473820124138605
BRA,2025-01-07,short,SBCF,SBSP,283.04103298142775,KEP,20,20,0,0,4667485676341520,4233106674689060,0.10261470712508491
BRA,2025-01-07,mid_600,SBCT,SBBR,584.8583379614529,KEP,5,1,4,0,510239448077218,505391633586755,0.009592193792481662
BRA,2025-01-07,long,SBEG,SBGL,1539.2845825162146,KEA,1,1,0,0,149612445999762,145942576284937,0.02514598418257319
BRA,2025-01-07,long,SBEG,SBGL,1539.2845825162146,KEP,1,1,0,0,146632237387605,145938788993231,0.004751638677817027
BRA,2025-01-07,long,SBEG,SBGR,1458.0313410919498,KEA,3,2,1,0,287701122648203,276095989303450,0.0420329660493477
BRA,2025-01-07,long,SBEG,SBGR,1458.0313410919498,KEP,6,6,0,0,839998790776884,828446889208042,0.013944046044864766
BRA,2025-01-07,long,SBGL,SBEG,1539.2845825162146,KEP,1,0,1,0,0,0,NA
BRA,2025-01-07,mid_600,SBGL,SBPA,606.3544314361131,KEP,8,8,0,0,4262892056150451,4223894020915464,0.009232721048842762
BRA,2025-01-07,long,SBGR,SBEG,1458.0313410919498,KEP,8,8,0,0,1110339444125006,1104342838624384,0.005430021629960091
BRA,2025-01-07,mid_780_800,SBGR,SBSV,784.674867865583,KEP,12,12,0,0,8458575603674532,8456919672334188,1.9580785965844782e-4
BRA,2025-01-07,short,SBKP,SBCF,269.28925025382233,KEA,2,1,1,0,205446188109568,190436875886566,0.0788151567448645
BRA,2025-01-07,short,SBKP,SBCF,269.28925025382233,KEP,9,9,0,0,1790759880815265,1736613505626237,0.031179289469767335
BRA,2025-01-07,mid_780_800,SBKP,SBSV,788.3112486941457,KEA,1,1,0,0,72404503636086,71117377858093,0.01809861129246526
