DATE,FLTS,D,A,I,O,J,H,M,L,NN,MAINLINE,LOW_COST,REGIONAL,CHARTER,ALL_CARGO,BUSINESS_AVIATION,MILITARY,OTHER_SEGMENT,MS_NA,SCHED,CARGO,OTHER,REG
2024-02-11,23907,2410,2422,18569,506,111,3126,19965,705,0,18476,0,2821,939,0,1195,119,330,27,21297,0,1671,EUR
2024-02-12,24700,2142,2225,19868,465,110,3071,20188,1331,0,18141,0,3301,943,0,1364,422,511,18,21442,0,2315,EUR
2024-02-13,22464,2126,2155,17666,517,111,3113,17659,1581,0,15583,0,3155,1027,0,1553,529,599,18,18738,0,2699,EUR
2024-02-14,23332,2214,2209,18366,543,106,3197,18437,1592,0,16303,0,3149,1024,1,1651,505,681,18,19452,1,2855,EUR
2024-02-15,25087,2347,2414,19808,518,114,3283,19977,1713,0,17628,0,3243,1055,1,1862,596,684,18,20871,1,3160,EUR
2024-02-16,27020,2438,2411,21664,507,112,3326,21960,1622,0,19494,0,3418,1202,0,1802,446,629,29,22912,0,2906,EUR
2024-02-17,23374,2507,2463,17887,517,113,3216,19027,1018,0,17424,0,2435,1346,0,1594,158,402,15,19859,0,2169,EUR
2024-02-18,25243,2493,2500,19724,526,114,3201,20872,1056,0,18993,0,2929,1028,0,1744,164,357,28,21922,0,2293,EUR
2024-02-19,25502,2260,2304,20433,505,111,3174,20776,1441,0,18494,0,3345,1030,0,1554,506,550,23,21839,0,2633,EUR
2024-02-20,22085,2205,2178,17175,527,111,3123,17128,1723,0,15197,0,2898,1095,1,1727,484,666,17,18095,1,2894,EUR
2024-02-21,23696,2319,2309,18556,512,118,3215,18703,1660,0,16442,0,3118,1103,1,1740,514,759,19,19560,1,3032,EUR
2024-02-22,24697,2402,2421,19280,594,112,3308,19923,1354,0,17573,0,3221,1167,0,1652,500,561,23,20794,0,2736,EUR
2024-02-23,26532,2447,2436,21119,530,112,3319,21690,1411,0,19455,0,3351,1147,0,1624,411,531,13,22806,0,2579,EUR
2024-02-24,22985,2524,2501,17432,528,117,3229,18706,933,0,17397,0,2420,1191,0,1372,191,395,19,19817,0,1977,EUR
2024-02-25,25157,2544,2566,19467,580,116,3258,20792,991,0,19058,0,2934,1017,0,1614,150,369,15,21992,0,2148,EUR
2024-02-26,25754,2324,2351,20553,526,118,3221,21100,1315,0,18787,0,3293,1095,0,1516,516,534,13,22080,0,2579,EUR
2024-02-27,23275,2256,2278,18187,554,114,3245,18296,1620,0,16200,0,3075,1104,0,1651,552,671,22,19275,0,2896,EUR
2024-02-28,24064,2324,2313,18881,546,108,3305,19036,1615,0,16679,0,3137,1204,0,1851,555,617,21,19816,0,3044,EUR
2024-02-29,25474,2479,2479,19940,576,114,3403,20210,1747,0,17784,0,3289,1143,1,1945,581,709,22,21073,1,3257,EUR
2024-03-01,27142,2556,2505,21592,489,118,3423,22124,1477,0,19747,0,3325,1244,1,1735,465,608,17,23072,1,2825,EUR
2024-03-02,23081,2585,2560,17414,522,115,3279,18897,790,0,17667,0,2431,1195,0,1192,226,359,11,20098,0,1788,EUR
2024-03-03,25240,2541,2571,19562,566,113,3254,20962,911,0,19270,0,3005,962,0,1481,161,336,25,22275,0,2003,EUR
2024-03-04,26493,2333,2382,21226,552,111,3231,21577,1574,0,19167,0,3400,1014,0,1700,533,659,20,22567,0,2912,EUR
2024-03-05,23919,2320,2332,18711,556,115,3320,18810,1674,0,16592,0,3193,1140,0,1758,518,695,23,19785,0,2994,EUR
2024-03-06,24504,2399,2349,19176,580,113,3343,19322,1726,0,17014,0,3180,1175,1,1894,513,708,19,20194,1,3134,EUR
2024-03-07,25262,2387,2461,19825,589,110,3292,19732,2128,0,17075,0,3108,1272,1,2291,608,881,26,20183,1,3806,EUR
2024-03-08,26688,2450,2456,21256,526,115,3315,21347,1911,0,19057,0,3169,1206,0,2065,499,663,29,22226,0,3256,EUR
2024-03-09,22888,2552,2497,17299,540,107,3294,18564,923,0,17496,0,2366,1197,0,1261,177,365,26,19862,0,1829,EUR
2024-03-10,25410,2573,2616,19631,590,118,3352,21009,931,0,19332,0,2982,1014,0,1510,165,389,18,22314,0,2082,EUR
2024-03-11,26483,2309,2369,21259,546,113,3272,21575,1523,0,19113,0,3403,1211,0,1655,444,644,13,22516,0,2756,EUR
2024-03-12,23504,2221,2251,18453,579,113,3323,18292,1776,0,15980,0,3140,1157,1,1876,606,721,23,19120,1,3226,EUR
2024-03-13,24087,2257,2249,19000,581,107,3325,18830,1825,0,16636,0,3143,1185,0,1872,519,712,20,19779,0,3123,EUR
2024-03-14,26147,2388,2401,20781,577,109,3434,20396,2208,0,17550,0,3313,1397,1,2253,587,1019,27,20863,1,3886,EUR
2024-03-15,27982,2492,2441,22495,554,116,3435,22702,1729,0,20022,0,3483,1314,1,1955,496,688,23,23505,1,3162,EUR
2024-03-16,23227,2536,2492,17664,535,116,3348,18870,893,0,17773,0,2463,1121,0,1228,196,429,17,20236,0,1870,EUR
2024-03-17,25516,2542,2587,19812,575,114,3373,20956,1073,0,19404,0,2954,993,0,1594,180,365,26,22358,0,2165,EUR
2024-03-18,26725,2338,2370,21484,533,113,3329,21626,1657,0,19318,0,3415,1104,0,1719,529,608,32,22733,0,2888,EUR
2024-03-19,24380,2270,2324,19227,559,114,3400,18913,1953,0,16745,0,3242,1217,0,1898,519,741,18,19987,0,3176,EUR
2024-03-20,25312,2374,2335,20042,561,109,3423,19733,2047,0,17356,0,3307,1217,0,2105,568,732,27,20663,0,3432,EUR
2024-03-21,26554,2474,2477,21033,570,111,3500,20842,2101,0,18330,0,3430,1298,0,2159,558,760,19,21760,0,3496,EUR
2024-03-22,28555,2519,2488,23015,533,116,3489,22841,2109,0,20192,0,3506,1335,0,2262,496,737,27,23698,0,3522,EUR
2024-03-23,23786,2608,2545,18069,564,117,3395,19380,894,0,18157,0,2554,1239,0,1252,191,375,18,20711,0,1836,EUR
2024-03-24,25208,2538,2560,19518,592,118,3384,20926,780,0,19514,0,2917,1030,0,1253,169,304,21,22431,0,1747,EUR
2024-03-25,26833,2413,2428,21423,569,115,3355,21673,1690,0,19454,0,3350,1179,1,1723,466,645,15,22804,1,2849,EUR
2024-03-26,25001,2329,2396,19698,578,110,3422,19762,1707,0,17620,0,3151,1283,1,1693,524,692,37,20771,1,2946,EUR
2024-03-27,26075,2442,2387,20645,601,112,3459,20764,1740,0,18260,0,3322,1329,0,1880,561,695,28,21582,0,3164,EUR
2024-03-28,26680,2581,2600,20903,596,114,3498,21384,1684,0,19072,0,2983,1447,0,2046,498,609,25,22055,0,3178,EUR
2024-03-29,26492,2538,2511,20913,530,118,3402,21564,1408,0,19937,0,2719,1247,0,1713,322,527,27,22656,0,2589,EUR
2024-03-30,23731,2602,2605,17962,562,111,3420,19397,803,0,18496,0,2405,1223,0,1056,145,389,17,20901,0,1607,EUR
2024-03-31,5,1,3,1,0,0,2,2,1,0,3,0,0,0,0,1,1,0,0,3,0,2,EUR
2024-04-01,27805,2506,2550,22157,592,120,3357,23300,1028,0,21195,0,3355,1140,0,1428,287,380,20,24550,0,2115,EUR
2024-04-02,28176,2481,2527,22620,548,119,3544,22986,1527,0,20738,0,3516,1171,0,1665,517,553,16,24254,0,2751,EUR
2024-04-03,28392,2508,2484,22830,570,119,3570,23021,1682,0,20875,0,3476,1136,1,1652,576,651,25,24351,1,2904,EUR
2024-04-04,29336,2592,2610,23563,571,122,3602,23872,1740,0,21532,0,3561,1229,1,1745,559,677,32,25093,1,3013,EUR
2024-04-05,30081,2645,2645,24256,535,121,3606,24483,1871,0,22110,0,3632,1264,0,1861,480,699,35,25742,0,3075,EUR
2024-04-06,26420,2736,2668,20460,556,124,3524,21692,1080,0,20514,0,2615,1261,0,1392,160,467,11,23129,0,2030,EUR
2024-04-07,28496,2681,2758,22455,602,119,3510,23718,1149,0,21779,0,3268,1137,0,1693,180,418,21,25047,0,2312,EUR
2024-04-08,29588,2520,2551,23963,554,121,3507,24215,1745,0,21801,0,3613,1164,0,1817,534,640,19,25414,0,3010,EUR
2024-04-09,28688,2554,2600,22930,604,119,3591,23303,1675,0,21029,0,3601,1166,0,1689,515,657,31,24630,0,2892,EUR
2024-04-10,29344,2592,2590,23553,609,120,3603,23731,1890,0,21311,0,3564,1254,0,1922,559,707,27,24875,0,3215,EUR
2024-04-11,30516,2682,2703,24497,634,122,3657,24635,2102,0,22048,0,3667,1294,0,2108,595,785,19,25715,0,3507,EUR
2024-04-12,30693,2725,2713,24678,577,126,3671,24909,1987,0,22503,0,3701,1239,0,2078,459,699,14,26204,0,3250,EUR
2024-04-13,26757,2687,2721,20758,591,121,3566,21848,1222,0,20693,0,2714,1184,0,1525,193,421,27,23407,0,2166,EUR
2024-04-14,28589,2715,2723,22595,556,125,3567,23730,1167,0,21841,0,3221,1106,0,1841,165,384,31,25062,0,2421,EUR
2024-04-15,29521,2571,2626,23765,559,121,3510,24435,1455,0,21820,0,3596,1229,0,1825,469,562,20,25416,0,2876,EUR
2024-04-16,28797,2585,2623,23019,570,108,3593,23550,1546,0,21060,0,3528,1240,0,1848,510,588,23,24588,0,2969,EUR
2024-04-17,29325,2565,2539,23660,561,82,3557,23958,1728,0,21234,0,3547,1323,0,2048,503,644,26,24781,0,3221,EUR
2024-04-18,30587,2719,2771,24514,583,103,3727,24883,1874,0,22172,0,3671,1368,0,2183,526,643,24,25843,0,3376,EUR
2024-04-19,30845,2742,2714,24828,561,124,3717,25336,1668,0,22646,0,3698,1367,0,2033,512,560,29,26344,0,3134,EUR
2024-04-20,26641,2800,2723,20542,576,124,3579,21982,956,0,20750,0,2723,1198,0,1430,181,334,25,23473,0,1970,EUR
2024-04-21,28865,2819,2835,22619,592,123,3591,24036,1115,0,22118,0,3254,1117,0,1795,203,350,28,25372,0,2376,EUR
2024-04-22,29978,2588,2581,24290,519,116,3486,24815,1561,0,22083,0,3690,1233,0,1886,503,561,22,25773,0,2972,EUR
2024-04-23,29090,2581,2601,23342,566,120,3568,23754,1648,0,21234,0,3549,1293,0,1847,541,601,25,24783,0,3014,EUR
2024-04-24,29785,2620,2582,23987,596,119,3580,24363,1723,0,21536,0,3649,1384,0,2021,556,613,26,25185,0,3216,EUR
2024-04-25,28546,2691,2747,22535,573,122,3610,23149,1665,0,20572,0,3424,1476,0,1918,481,646,29,23996,0,3074,EUR
2024-04-26,31527,2802,2768,25397,560,126,3678,25792,1931,0,22842,0,3741,1571,1,2156,458,725,33,26583,1,3372,EUR
2024-04-27,27391,2839,2793,21151,608,124,3566,22621,1080,0,21093,0,2827,1414,2,1440,184,422,9,23920,2,2055,EUR
2024-04-28,29077,2816,2845,22825,591,127,3558,24303,1089,0,22256,0,3349,1273,0,1592,194,404,9,25605,0,2199,EUR
2024-04-29,30471,2647,2644,24616,564,123,3550,24973,1825,0,22194,0,3692,1406,1,1992,511,649,26,25886,1,3178,EUR
2024-04-30,29935,2733,2787,23767,648,123,3633,24292,1887,0,21670,0,3598,1388,1,2022,526,695,35,25268,1,3278,EUR
2024-05-01,28889,2711,2755,22804,619,121,3589,23864,1315,0,21867,0,3240,1389,0,1627,270,476,20,25107,0,2393,EUR
2024-05-02,30770,2820,2850,24468,632,125,3745,25213,1687,0,22590,0,3678,1524,0,1810,479,655,34,26268,0,2978,EUR
2024-05-03,31498,2811,2774,25348,565,125,3705,25992,1676,0,23213,0,3720,1582,0,1878,421,661,23,26933,0,2983,EUR
2024-05-04,28164,2823,2780,21953,608,131,3613,23354,1066,0,21760,0,2820,1456,0,1458,198,438,34,24580,0,2128,EUR
2024-05-05,29929,2828,2837,23652,612,125,3647,25052,1105,0,22938,0,3299,1451,0,1685,166,360,30,26237,0,2241,EUR
2024-05-06,30957,2661,2705,25002,589,128,3577,25534,1718,0,22832,0,3601,1337,0,2073,507,583,24,26433,0,3187,EUR
2024-05-07,30719,2664,2730,24735,590,125,3700,24996,1898,0,22299,0,3630,1457,0,2106,506,697,24,25929,0,3333,EUR
2024-05-08,31345,2732,2704,25303,606,127,3661,25557,2000,0,22483,0,3587,1640,0,2435,471,694,35,26070,0,3635,EUR
2024-05-09,30768,2803,2844,24462,659,125,3694,25230,1719,0,22700,0,3448,1470,0,2103,379,628,40,26148,0,3150,EUR
2024-05-10,31115,2812,2812,24950,541,125,3729,25526,1735,0,23122,0,3459,1565,0,1902,408,636,23,26581,0,2969,EUR
2024-05-11,28498,2840,2819,22239,600,128,3675,23536,1159,0,21853,0,2884,1586,1,1481,214,461,18,24737,1,2174,EUR
2024-05-12,31206,2859,2899,24837,611,128,3680,25741,1657,0,23077,0,3433,1614,1,2441,185,416,39,26510,1,3081,EUR
2024-05-13,31807,2682,2693,25882,550,130,3597,26309,1771,0,23042,0,3794,1503,0,2226,568,654,20,26836,0,3468,EUR
2024-05-14,30979,2702,2776,24933,568,125,3688,25356,1810,0,22402,0,3729,1433,0,2178,587,621,29,26131,0,3415,EUR
2024-05-15,31568,2733,2748,25493,594,127,3737,25670,2034,0,22665,0,3677,1593,0,2292,605,688,48,26342,0,3633,EUR
2024-05-16,32398,2843,2843,26134,578,129,3852,26378,2039,0,23215,0,3779,1700,0,2352,615,702,35,26994,0,3704,EUR
2024-05-17,32418,2788,2772,26342,516,129,3773,26487,2029,0,23421,0,3577,1735,0,2476,551,632,26,26998,0,3685,EUR
2024-05-18,28894,2865,2821,22648,560,130,3719,23845,1200,0,22104,0,2884,1645,0,1579,218,441,23,24988,0,2261,EUR
2024-05-19,30253,2878,2933,23870,572,128,3704,25371,1050,0,23099,0,3293,1523,0,1714,216,374,34,26392,0,2338,EUR
2024-05-20,31347,2686,2694,25416,551,127,3531,26051,1638,0,22999,0,3649,1535,0,2209,404,516,35,26648,0,3164,EUR
2024-05-21,31241,2691,2752,25242,556,125,3701,25470,1945,0,22480,0,3713,1530,0,2207,631,652,28,26193,0,3518,EUR
2024-05-22,31919,2749,2769,25804,597,129,3746,26019,2025,0,22739,0,3769,1678,0,2360,601,730,42,26508,0,3733,EUR
2024-05-23,33228,2859,2923,26849,597,128,3817,27067,2216,0,23516,0,3832,1771,0,2659,603,815,32,27348,0,4109,EUR
2024-05-24,33379,2832,2842,27172,533,130,3768,27437,2044,0,23893,0,3843,1837,0,2638,492,649,27,27736,0,3806,EUR
2024-05-25,29386,2858,2874,23103,551,130,3758,24240,1258,0,22000,0,2974,1847,0,1826,223,488,28,24974,0,2565,EUR
2024-05-26,31155,2911,2897,24751,596,126,3765,25916,1348,0,23084,0,3413,1759,1,2184,282,402,30,26497,1,2898,EUR
2024-05-27,32776,2801,2765,26641,569,127,3686,26989,1974,0,23471,0,3754,1774,1,2541,570,630,35,27225,1,3776,EUR
2024-05-28,31815,2755,2770,25733,557,126,3741,25915,2033,0,22716,0,3672,1680,0,2390,597,740,20,26388,0,3747,EUR
2024-05-29,32700,2808,2805,26519,568,127,3760,26643,2170,0,23257,0,3772,1860,0,2470,604,697,40,27029,0,3811,EUR
2024-05-30,33123,2928,2975,26618,602,125,3838,27097,2063,0,23682,0,3844,1911,0,2363,612,676,35,27526,0,3686,EUR
2024-05-31,33745,2923,2914,27336,572,126,3861,27812,1946,0,24266,0,3878,1937,1,2463,494,664,42,28144,1,3663,EUR
2024-06-01,30530,2998,2975,23960,597,126,3864,25378,1162,0,23018,0,3041,1950,1,1860,238,399,23,26059,1,2520,EUR
2024-06-02,32899,3073,3065,26111,650,128,3864,27400,1507,0,24077,0,3524,2029,0,2639,232,357,41,27601,0,3269,EUR
2024-06-03,33523,2874,2936,27122,591,123,3794,27659,1947,0,24102,0,3888,1903,1,2358,611,632,28,27990,1,3629,EUR
2024-06-04,32692,2897,2913,26282,600,127,3854,26720,1991,0,23535,0,3784,1806,1,2301,578,661,26,27319,1,3566,EUR
2024-06-05,33471,2924,2970,26964,613,126,3896,27273,2176,0,23888,0,3767,1899,0,2533,585,755,44,27655,0,3917,EUR
2024-06-06,34069,3016,3087,27346,620,125,3938,27778,2228,0,24155,0,3837,1991,1,2633,673,757,22,27992,1,4085,EUR
2024-06-07,34461,3048,3046,27787,580,125,3975,28286,2075,0,24765,0,3919,1989,1,2591,531,638,27,28684,1,3787,EUR
2024-06-08,30511,3065,3000,23862,584,125,3880,25388,1118,0,23233,0,3067,1882,0,1720,223,366,20,26300,0,2329,EUR
2024-06-09,32493,3141,3130,25599,623,130,3915,27127,1321,0,24254,0,3569,1846,0,2195,227,358,44,27823,0,2824,EUR
2024-06-10,34260,3050,3038,27591,581,125,3898,28267,1970,0,24515,0,3916,2037,0,2474,650,637,31,28431,0,3792,EUR
2024-06-11,33077,2986,3034,26514,543,126,3906,27032,2013,0,23731,0,3760,1881,0,2404,551,720,30,27491,0,3705,EUR
2024-06-12,34105,3014,3019,27510,562,127,3954,27888,2136,0,24168,0,3872,2046,0,2665,599,729,26,28040,0,4019,EUR
2024-06-13,35047,3183,3218,28007,639,127,4064,28630,2226,0,24828,0,3959,2102,0,2784,639,692,43,28787,0,4158,EUR
2024-06-14,35698,3207,3204,28718,569,126,4051,29270,2251,0,25207,0,4008,2217,0,2963,553,700,50,29215,0,4266,EUR
2024-06-15,31671,3226,3145,24710,590,127,3998,26332,1214,0,23701,0,3153,2105,0,2039,288,351,34,26854,0,2712,EUR
2024-06-16,33359,3160,3223,26392,584,126,3960,27886,1387,0,24630,0,3602,2043,0,2496,210,346,32,28232,0,3084,EUR
2024-06-17,34356,3016,3076,27711,553,124,3823,28415,1994,0,24692,0,3938,1979,1,2585,532,603,26,28630,1,3746,EUR
2024-06-18,33706,3067,3118,26966,555,123,3929,27581,2073,0,24144,0,3859,2006,1,2466,517,688,25,28003,1,3696,EUR
2024-06-19,34764,3129,3171,27875,589,127,3990,28478,2169,0,24551,0,3841,2226,0,2849,511,748,38,28392,0,4146,EUR
2024-06-20,35427,3242,3225,28330,630,125,4029,28980,2293,0,24909,0,3948,2281,0,3014,573,677,25,28857,0,4289,EUR
2024-06-21,35005,3178,3191,28060,576,128,4051,28857,1969,0,24989,0,3855,2286,0,2790,451,605,29,28844,0,3875,EUR
2024-06-22,31698,3256,3166,24674,602,126,3977,26377,1218,0,23745,0,3106,2164,0,2099,200,360,24,26851,0,2683,EUR
2024-06-23,33699,3271,3300,26484,644,123,4062,28013,1501,0,24724,0,3596,2075,0,2612,225,435,32,28320,0,3304,EUR
2024-06-24,34923,3208,3173,27920,622,127,3941,28791,2064,0,24865,0,3882,2250,0,2716,528,654,28,28747,0,3926,EUR
2024-06-25,34320,3161,3171,27376,612,126,3997,28009,2188,0,24336,0,3778,2238,0,2660,538,737,33,28114,0,3968,EUR
2024-06-26,34397,3169,3166,27382,680,123,4048,27940,2286,0,24193,0,3754,2234,0,2822,567,802,25,27947,0,4216,EUR
2024-06-27,35011,3271,3310,27761,669,126,4111,28506,2268,0,24525,0,3855,2291,0,2963,609,728,40,28380,0,4340,EUR
2024-06-28,35499,3205,3211,28446,637,129,4081,29061,2228,0,24959,0,3949,2356,0,2967,495,734,39,28908,0,4235,EUR
2024-06-29,31863,3251,3188,24792,632,126,4019,26376,1342,0,23596,0,3179,2209,0,2272,224,341,42,26775,0,2879,EUR
2024-06-30,10,1,6,2,1,0,6,4,0,0,8,0,0,1,0,1,0,0,0,8,0,1,EUR
2024-07-01,35012,3196,3230,27965,621,126,3962,28888,2036,0,24969,0,3852,2323,0,2609,499,732,28,28821,0,3868,EUR
2024-07-02,34282,3232,3233,27218,599,123,4044,28098,2017,0,24646,0,3725,2247,0,2441,483,716,24,28371,0,3664,EUR
2024-07-03,34814,3229,3267,27649,669,122,4093,28518,2081,0,24965,0,3821,2281,0,2486,515,706,40,28786,0,3747,EUR
2024-07-04,35362,3325,3328,28038,671,119,4112,28902,2229,0,25278,0,3850,2303,2,2681,456,749,43,29128,2,3929,EUR
2024-07-05,35521,3223,3230,28480,588,127,4082,29145,2167,0,25230,0,3925,2323,2,2907,389,696,49,29155,2,4041,EUR
2024-07-06,32356,3322,3218,25188,628,124,4067,26890,1275,0,24215,0,3225,2193,1,2179,168,338,37,27440,1,2722,EUR
2024-07-07,33893,3283,3321,26650,639,127,4024,28381,1361,0,24981,0,3580,2203,0,2551,182,353,43,28561,0,3129,EUR
2024-07-08,34682,3190,3229,27693,570,127,3930,28672,1953,0,25049,0,3851,2171,0,2469,464,648,30,28900,0,3611,EUR
2024-07-09,34235,3257,3239,27140,599,124,4014,28030,2067,0,24590,0,3701,2193,0,2510,507,704,30,28291,0,3751,EUR
2024-07-10,34707,3229,3237,27608,633,126,4056,28450,2075,0,24762,0,3759,2310,0,2628,497,714,37,28521,0,3876,EUR
2024-07-11,35447,3369,3378,28039,661,124,4117,28983,2223,0,25144,0,3826,2411,0,2727,536,762,41,28970,0,4066,EUR
2024-07-12,34859,3241,3273,27762,583,130,4105,28737,1887,0,25057,0,3810,2366,0,2622,369,597,38,28867,0,3626,EUR
2024-07-13,32823,3288,3259,25676,600,127,4049,27160,1487,0,24268,0,3294,2221,0,2404,179,430,27,27562,0,3040,EUR
2024-07-14,34104,3301,3302,26869,632,126,4043,28426,1509,0,25110,0,3598,2194,0,2614,197,351,40,28708,0,3202,EUR
2024-07-15,35562,3246,3252,28453,611,125,4010,29278,2149,0,25158,0,3880,2337,0,3053,472,621,41,29038,0,4187,EUR
2024-07-16,34224,3256,3268,27105,595,124,4033,28126,1941,0,24709,0,3662,2217,0,2383,510,712,31,28371,0,3636,EUR
2024-07-17,34884,3245,3238,27764,637,126,4117,28581,2060,0,24908,0,3770,2299,1,2624,559,678,45,28678,1,3906,EUR
2024-07-18,35426,3351,3369,28039,667,128,4136,28919,2243,0,25292,0,3866,2295,1,2740,496,695,41,29158,1,3972,EUR
2024-07-19,33758,3141,3125,26926,566,126,3950,27622,2060,0,23835,0,3755,2331,0,2729,397,670,41,27590,0,3837,EUR
2024-07-20,32641,3309,3291,25432,609,129,4109,26941,1462,0,24079,0,3269,2224,0,2412,191,434,32,27348,0,3069,EUR
2024-07-21,33362,3293,3331,26107,631,129,4062,27805,1366,0,24658,0,3530,2165,0,2417,200,340,52,28188,0,3009,EUR
2024-07-22,34928,3228,3227,27862,611,125,3979,28901,1923,0,25037,0,3798,2289,0,2656,523,594,31,28835,0,3804,EUR
2024-07-23,33973,3252,3301,26823,597,126,4039,27934,1874,0,24629,0,3662,2154,1,2339,505,647,36,28291,1,3527,EUR
2024-07-24,34852,3265,3323,27625,639,127,4100,28577,2048,0,24853,0,3779,2356,1,2649,518,651,45,28632,1,3863,EUR
2024-07-25,35331,3400,3386,27904,641,128,4194,28851,2158,0,25195,0,3703,2318,0,2893,490,693,39,28898,0,4115,EUR
2024-07-26,34669,3200,3233,27650,586,128,4097,28464,1980,0,24949,0,3794,2360,0,2521,413,583,49,28743,0,3566,EUR
2024-07-27,32737,3309,3218,25605,605,129,4013,27237,1358,0,24377,0,3292,2198,0,2272,185,383,30,27669,0,2870,EUR
2024-07-28,34137,3335,3325,26824,653,129,4084,28532,1392,0,25204,0,3629,2199,0,2526,196,347,36,28833,0,3105,EUR
2024-07-29,34649,3218,3225,27607,599,126,4014,28686,1823,0,25189,0,3781,2179,1,2425,452,575,47,28970,1,3499,EUR
2024-07-30,34061,3287,3274,26917,583,125,4068,27972,1896,0,24713,0,3680,2153,1,2351,473,664,26,28393,1,3514,EUR
2024-07-31,34570,3290,3254,27410,616,126,4077,28539,1828,0,24888,0,3749,2273,0,2456,527,630,47,28637,0,3660,EUR
2024-08-01,34629,3389,3417,27183,640,127,4138,28608,1756,0,24938,0,3803,2357,0,2389,483,601,58,28741,0,3531,EUR
2024-08-02,35105,3234,3286,28003,582,130,4093,29066,1816,0,25431,0,3887,2365,0,2382,396,608,36,29318,0,3422,EUR
2024-08-03,32719,3300,3188,25669,562,127,3991,27252,1349,0,24256,0,3322,2259,0,2241,168,420,53,27578,0,2882,EUR
2024-08-04,33699,3283,3314,26494,608,126,4043,28267,1263,0,25110,0,3623,2211,0,2260,148,310,37,28733,0,2755,EUR
2024-08-05,34651,3243,3234,27553,621,129,3991,28766,1765,0,25186,0,3900,2213,0,2320,409,578,45,29086,0,3352,EUR
2024-08-06,33764,3262,3237,26683,582,125,4056,27800,1783,0,24673,0,3684,2190,0,2126,462,594,35,28357,0,3217,EUR
2024-08-07,33839,3196,3229,26810,604,125,4039,28034,1641,0,24842,0,3745,2173,1,1992,486,560,40,28587,1,3078,EUR
2024-08-08,34688,3335,3319,27422,612,129,4148,28533,1878,0,25244,0,3811,2210,0,2290,476,604,53,29055,0,3423,EUR
2024-08-09,34991,3240,3275,27897,579,131,4114,28982,1764,0,25526,0,3933,2281,0,2261,365,594,31,29459,0,3251,EUR
2024-08-10,32724,3276,3197,25659,592,125,4034,27241,1324,0,24329,0,3331,2280,0,2185,175,378,46,27660,0,2784,EUR
2024-08-11,33557,3293,3288,26349,627,130,4069,28049,1309,0,25208,0,3589,2117,1,2069,172,352,49,28797,1,2642,EUR
2024-08-12,34383,3223,3205,27376,579,125,4024,28518,1716,0,25224,0,3849,2117,1,2152,428,571,41,29073,1,3192,EUR
2024-08-13,33236,3217,3215,26227,577,125,4038,27376,1697,0,24643,0,3638,2053,0,1787,423,665,27,28281,0,2902,EUR
2024-08-14,33746,3242,3254,26619,631,130,4094,27903,1619,0,24666,0,3747,2280,0,2024,407,596,26,28413,0,3053,EUR
2024-08-15,33872,3359,3403,26451,659,128,4106,27921,1717,0,24718,0,3774,2214,0,2176,353,617,20,28492,0,3166,EUR
2024-08-16,34782,3251,3258,27702,571,127,4123,28807,1725,0,25561,0,3865,2240,0,2225,280,571,40,29426,0,3116,EUR
2024-08-17,32343,3281,3212,25256,594,129,4030,26883,1301,0,24243,0,3242,2263,1,2033,169,355,37,27485,1,2594,EUR
2024-08-18,33440,3290,3296,26217,637,128,4063,27983,1266,0,25088,0,3593,2155,1,2095,156,316,36,28681,1,2603,EUR
2024-08-19,34643,3185,3222,27638,598,129,4013,28721,1780,0,25244,0,3873,2226,0,2198,413,645,44,29117,0,3300,EUR
2024-08-20,33977,3274,3253,26849,601,129,4075,27944,1829,0,24727,0,3741,2209,0,2111,534,610,45,28468,0,3300,EUR
2024-08-21,34387,3257,3232,27258,640,129,4133,28266,1859,0,25002,0,3817,2219,0,2088,555,675,31,28819,0,3349,EUR
2024-08-22,34948,3336,3369,27614,629,124,4208,28691,1925,0,25358,0,3895,2185,0,2346,497,631,36,29253,0,3510,EUR
2024-08-23,35368,3234,3290,28271,573,128,4162,29202,1876,0,25698,0,3975,2297,1,2277,451,618,51,29673,1,3397,EUR
2024-08-24,32267,3296,3214,25162,595,130,4105,26796,1236,0,24278,0,3230,2210,1,1948,198,368,34,27508,1,2548,EUR
2024-08-25,33737,3239,3275,26608,615,129,4059,28230,1319,0,25107,0,3653,2130,0,2302,156,332,57,28760,0,2847,EUR
2024-08-26,34628,3242,3226,27559,601,128,3999,28739,1762,0,25179,0,3916,2209,0,2235,452,598,39,29095,0,3324,EUR
2024-08-27,34072,3260,3236,26960,616,129,4059,28012,1872,0,24717,0,3787,2180,1,2150,524,683,30,28504,1,3387,EUR
2024-08-28,34718,3229,3249,27610,630,126,4133,28488,1971,0,25098,0,3875,2202,1,2358,479,670,35,28973,1,3542,EUR
2024-08-29,35303,3350,3351,27976,626,126,4175,29028,1974,0,25426,0,3945,2299,0,2365,592,635,41,29371,0,3633,EUR
2024-08-30,35552,3234,3258,28487,573,127,4134,29411,1880,0,25762,0,3978,2322,0,2439,414,604,33,29740,0,3490,EUR
2024-08-31,32390,3322,3249,25242,577,128,4067,26862,1333,0,24312,0,3188,2182,0,2094,205,381,28,27500,0,2708,EUR
2024-09-01,34080,3291,3324,26832,633,123,4070,28502,1385,0,25132,0,3637,2215,0,2454,207,373,62,28769,0,3096,EUR
