ICAO,DATE,PHASE,N_VALID,"(-INF,-60]","(-60,-55]","(-55,-50]","(-50,-45]","(-45,-40]","(-40,-35]","(-35,-30]","(-30,-25]","(-25,-20]","(-20,-15]","(-15,-10]","(-10,-5]","(-5,0]","(0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,INF)"
LPPT,2019-03-09,DEP,265,0,0,0,0,0,0,0,0,0,0,3,15,63,68,32,24,18,11,7,6,3,0,5,3,2,5
LPPT,2019-03-10,ARR,285,0,0,0,0,0,2,2,2,6,9,21,25,30,37,30,28,19,21,6,10,9,10,4,2,2,10
LPPT,2019-03-10,DEP,288,0,0,0,0,0,0,0,0,0,0,2,11,43,68,41,36,19,18,9,4,4,3,5,3,2,20
LPPT,2019-03-11,ARR,292,0,0,0,0,0,0,1,3,1,17,25,45,39,36,24,29,10,16,4,13,9,3,3,0,3,11
LPPT,2019-03-11,DEP,285,0,0,0,0,0,0,0,1,0,2,1,11,70,66,40,25,16,10,12,6,3,4,3,3,0,12
LPPT,2019-03-12,ARR,263,0,0,0,0,0,0,2,3,6,11,21,27,32,33,23,26,25,16,7,10,4,3,5,1,0,8
LPPT,2019-03-12,DEP,252,0,0,0,0,0,0,0,0,1,0,4,15,55,52,37,19,15,11,12,5,5,4,2,3,1,11
LPPT,2019-03-13,ARR,244,0,0,0,0,0,0,2,3,7,17,28,27,45,39,21,13,13,12,6,4,2,0,1,0,0,4
LPPT,2019-03-13,DEP,256,0,0,0,0,0,0,0,0,0,0,7,13,85,54,30,30,11,7,3,3,2,1,2,2,0,6
LPPT,2019-03-14,ARR,262,0,0,0,0,0,0,0,2,5,13,16,28,35,36,26,23,18,16,5,7,3,4,5,4,1,15
LPPT,2019-03-14,DEP,266,0,0,0,0,0,0,0,0,0,0,1,13,50,64,46,24,16,11,4,11,4,3,3,3,1,12
LPPT,2019-03-15,ARR,304,0,1,0,0,0,0,1,1,2,4,19,35,40,42,47,25,20,14,18,6,12,5,1,3,2,6
LPPT,2019-03-15,DEP,300,1,0,0,0,0,0,0,0,0,1,3,10,57,55,58,35,22,20,13,7,3,3,2,7,0,3
LPPT,2019-03-16,ARR,264,0,0,0,0,2,0,0,2,3,5,20,34,37,37,27,29,24,10,6,4,5,4,1,0,3,11
