YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,TF,VALID_FL,NO_REF,TOTAL_REF_NB_FL,TOTAL_REF_TIME_MIN,TOTAL_ADD_TIME_MIN,COMMENT
2022,10,OCT,LIRN,Naples,Italy,4039,3323,23,3300,36856.88,13563.6033333333,NA
2022,10,OCT,EVRA,Riga,Latvia,2404,1642,1,1641,18156.9,3422.983333333333,NA
2022,10,OCT,ELLX,Luxembourg,Luxembourg,3830,2583,0,2583,29475.0591666667,6415.890833333333,NA
2022,10,OCT,LMML,Malta,Malta,2968,1821,23,1798,18724.308333333294,5166.208333333333,NA
2022,10,OCT,GMMN,Mohammed V International,Morocco,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,10,OCT,GMMX,Menara,Morocco,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,10,OCT,EHAM,Amsterdam - Schiphol,Netherlands,19343,16489,13,16476,197691.4658333333,42475.6175,NA
2022,10,OCT,ENBR,Bergen,Norway,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,10,OCT,ENGM,Oslo - Gardermoen,Norway,10036,8534,51,8483,95330.1866666667,21756.813333333303,NA
2022,10,OCT,ENVA,Trondheim,Norway,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,10,OCT,ENZV,Stavanger,Norway,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,10,OCT,EPWA,Warszawa - Chopina,Poland,6865,5629,467,5162,59206.6533333333,16144.38,NA
2022,10,OCT,LPFR,Faro,Portugal,3363,2989,30,2959,33275.840833333306,5616.175833333333,NA
2022,10,OCT,LPPR,Porto,Portugal,4411,3539,39,3500,41622.133333333295,11738.8,NA
2022,10,OCT,LPPT,Lisbon,Portugal,9371,7343,92,7251,88083.34416666669,24378.3225,NA
2022,10,OCT,LROP,Bucharest - Otopeni,Romania,4355,2950,19,2931,30731.8916666667,6006.741666666666,NA
2022,10,OCT,LZIB,Bratislava,Slovakia,957,457,40,417,4499.438333333333,1114.928333333333,NA
2022,10,OCT,LJLJ,Ljubljana,Slovenia,993,626,4,622,7053.4,1502.2666666666662,NA
2022,10,OCT,GCFV,Fuerteventura,Spain,2041,1979,1,1978,23774.133333333302,5198.433333333333,NA
2022,10,OCT,GCLP,Gran Canaria,Spain,5179,3805,19,3786,47307.2616666667,14802.155,NA
2022,10,OCT,GCRR,Lanzarote,Spain,2787,2582,9,2573,32278.2775,5926.022499999999,NA
2022,10,OCT,GCTS,Tenerife Sur - Reina Sofia,Spain,3156,2690,6,2684,32303.6875,5723.1125,NA
2022,10,OCT,GCXO,Tenerife North,Spain,3030,1510,1,1509,15962.6833333333,2981.8500000000004,NA
2022,10,OCT,LEAL,Alicante,Spain,4468,3751,3,3748,44890.5425,10722.1575,NA
2022,10,OCT,LEBB,Bilbao,Spain,2104,1682,0,1682,19867.1741666667,3823.675833333333,NA
2022,10,OCT,LEBL,Barcelona,Spain,13538,10921,4,10917,129426.5675,31094.5325,NA
2022,10,OCT,LEIB,Ibiza,Spain,3579,2714,9,2705,31742.4291666667,6033.7375,NA
2022,10,OCT,LEMD,Madrid - Barajas,Spain,15624,12730,220,12510,143864.1166666666,34296.9833333333,NA
2022,10,OCT,LEMG,Málaga,Spain,6939,5527,52,5475,62506.4075,13981.5258333333,NA
2022,10,OCT,LEPA,Palma de Mallorca,Spain,11604,9130,14,9116,108420.8049999999,23552.378333333298,NA
2022,10,OCT,LEVC,Valencia,Spain,3266,2536,0,2536,29541.966666666696,4954.916666666666,NA
2022,10,OCT,LEZL,Sevilla,Spain,2739,1942,56,1886,20854.8575,3610.1425,NA
2022,10,OCT,ESGG,Göteborg,Sweden,2193,1768,20,1748,20139.775,3835.191666666666,NA
2022,10,OCT,ESSA,Stockholm - Arlanda,Sweden,8233,6678,42,6636,78088.285,15439.6816666667,NA
2022,10,OCT,LSGG,Geneva,Switzerland,6797,5609,0,5609,65291.255,17190.9783333333,NA
2022,10,OCT,LSZH,Zürich,Switzerland,10477,8891,39,8852,106228.1333333333,31562.133333333302,NA
2022,10,OCT,LTFM,Istanbul,Türkiye,18802,12363,31,12332,149647.8808333333,50429.4025,NA
2022,10,OCT,EGBB,Birmingham,United Kingdom,3992,3041,0,3041,34969.7808333333,10613.4691666667,NA
2022,10,OCT,EGCC,Manchester,United Kingdom,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,10,OCT,EGGD,Bristol,United Kingdom,3185,2152,6,2146,25322.7291666667,4853.8875,NA
2022,10,OCT,EGGW,London - Luton,United Kingdom,5699,4225,18,4207,57113.6433333333,16821.706666666698,NA
2022,10,OCT,EGKK,London - Gatwick,United Kingdom,11421,8748,0,8748,109452.05,44605.26666666671,NA
2022,10,OCT,EGLC,London - City,United Kingdom,2264,2168,54,2114,23051.756666666697,4937.643333333333,NA
2022,10,OCT,EGLL,London - Heathrow,United Kingdom,17340,15247,41,15206,195619.3341666666,79034.1325,NA
2022,10,OCT,EGNT,Newcastle,United Kingdom,2061,1222,92,1130,13277.32,1976.78,NA
2022,10,OCT,EGPD,Aberdeen,United Kingdom,1675,1354,1,1353,15232.23,4541.919999999999,NA
2022,10,OCT,EGPF,Glasgow,United Kingdom,3183,2427,78,2349,27898.5975,6615.719166666666,NA
2022,10,OCT,EGPH,Edinburgh,United Kingdom,4871,3768,53,3715,45448.09666666671,11107.47,NA
2022,10,OCT,EGSS,London - Stansted,United Kingdom,8457,6196,32,6164,77024,16349.8666666667,NA
2022,11,NOV,LOWW,Vienna,Austria,8117,6978,0,6978,76607.4533333333,19195.88,NA
2022,11,NOV,EBBR,Brussels,Belgium,6995,5429,218,5211,57291.09,12230.6766666667,NA
2022,11,NOV,EBCI,Charleroi,Belgium,2608,1766,46,1720,18921.370833333294,3429.145833333333,NA
2022,11,NOV,LBSF,Sofia,Bulgaria,2044,1571,30,1541,16458.858333333297,4360.675,NA
2022,11,NOV,LDZA,Zagreb,Croatia,1706,1460,0,1460,16145.7033333333,4376.646666666666,NA
2022,11,NOV,LKPR,Prague,Czech Republic,3556,2904,0,2904,32133.7991666667,7764.950833333333,NA
2022,11,NOV,EKCH,Copenhagen - Kastrup,Denmark,8318,6867,399,6468,74262.2516666667,16541.214999999997,NA
2022,11,NOV,EETN,Tallinn,Estonia,1377,714,9,705,7346.71,1650.19,NA
2022,11,NOV,EFHK,Helsinki - Vantaa,Finland,5437,3731,70,3661,37840.025,8208.275,NA
2022,11,NOV,LFBO,Toulouse-Blagnac,France,2793,2427,50,2377,27939.6683333333,4821.6816666666655,NA
2022,11,NOV,LFLL,Lyon-Saint-Exupéry,France,3234,2739,0,2739,30811.6008333333,4831.365833333333,NA
2022,11,NOV,LFML,Marseille-Provence,France,3579,2934,102,2832,24981.185,10262.315,NA
2022,11,NOV,LFMN,Nice-Côte d’Azur,France,4054,3614,158,3456,38927.67,11793.5633333333,NA
2022,11,NOV,LFPG,Paris-Charles-de-Gaulle,France,16882,13664,126,13538,177690.5316666666,34484.485,NA
2022,11,NOV,LFPO,Paris-Orly,France,8022,6817,76,6741,86381.4391666667,19466.8275,NA
2022,11,NOV,LFSB,Bâle-Mulhouse,France,2595,1705,26,1679,19185.2483333333,4504.118333333333,NA
2022,11,NOV,EDDB,Berlin - Brandenburg,Germany,6430,5538,89,5449,64232.775,10999.5083333333,NA
2022,11,NOV,EDDC,Dresden,Germany,448,359,13,346,3929.498333333333,658.385,NA
2022,11,NOV,EDDE,Erfurt,Germany,160,40,40,0,NA,NA,NO REF FLIGHT
2022,11,NOV,EDDF,Frankfurt,Germany,16265,14524,77,14447,182791.8699999999,42652.4966666667,NA
2022,11,NOV,EDDG,Muenster-Osnabrueck,Germany,421,120,14,106,1183.009999999999,249.80666666666696,NA
2022,11,NOV,EDDH,Hamburg,Germany,4215,3637,65,3572,44412.2533333333,8562.763333333334,NA
2022,11,NOV,EDDK,Cologne-Bonn,Germany,4236,2144,114,2030,23907.85,4348.033333333333,NA
2022,11,NOV,EDDL,Dusseldorf,Germany,5181,4553,3,4550,52543.130000000005,8819.303333333333,NA
2022,11,NOV,EDDM,Munich,Germany,11843,10625,0,10625,121857.65,27984.666666666697,NA
2022,11,NOV,EDDN,Nuremberg,Germany,1692,871,78,793,9173.800833333336,1715.4658333333332,NA
2022,11,NOV,EDDP,Leipzig-Halle,Germany,3382,1348,100,1248,14473.88,2155.82,NA
2022,11,NOV,EDDR,Saarbruecken,Germany,189,130,59,71,736.3291666666671,347.754166666667,NA
2022,11,NOV,EDDS,Stuttgart,Germany,3467,2411,0,2411,27500.73,4194.536666666666,NA
2022,11,NOV,EDDV,Hanover,Germany,2184,1142,100,1042,11437.7841666667,2412.6325,NA
2022,11,NOV,EDDW,Bremen,Germany,1113,609,40,569,6537.186666666666,1098.78,NA
2022,11,NOV,LGAV,Athens,Greece,7031,5681,167,5514,62119.4633333333,16328.0533333333,NA
2022,11,NOV,LHBP,Budapest - Ferihegy,Hungary,3860,2864,11,2853,34881.674999999996,6546.1416666666655,NA
2022,11,NOV,EICK,Cork,Ireland,1425,558,17,541,6255.041666666666,1427.491666666666,NA
2022,11,NOV,EIDW,Dublin,Ireland,8598,6740,383,6357,68298.5366666667,21325.296666666694,NA
2022,11,NOV,LICC,Catania,Italy,2191,1864,10,1854,19796.8208333333,7820.895833333333,NA
2022,11,NOV,LIMC,Milan - Malpensa,Italy,6918,5359,0,5359,59334.6333333333,18893.133333333302,NA
2022,11,NOV,LIME,Bergamo,Italy,3586,2836,49,2787,33391.366666666705,5618.9000000000005,NA
2022,11,NOV,LIMF,Torino Caselle,Italy,NA,NA,NA,NA,NA,NA,DATA ISSUE
2022,11,NOV,LIML,Milan - Linate,Italy,4436,3815,0,3815,39661.8333333333,9681.35,NA
2022,11,NOV,LIPE,Bologna,Italy,NA,NA,NA,NA,NA,NA,NO PREVIOUS RSLT
2022,11,NOV,LIPZ,Venice,Italy,2625,2151,59,2092,21398.583333333303,4795.049999999999,NA
2022,11,NOV,LIRA,Rome - Ciampino,Italy,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,11,NOV,LIRF,Rome - Fiumicino,Italy,8366,7238,60,7178,76562.59,21290.3433333333,NA
2022,11,NOV,LIRN,Naples,Italy,2345,1953,15,1938,21512.0333333333,6960.183333333333,NA
2022,11,NOV,EVRA,Riga,Latvia,2087,1441,1,1440,15869.5475,3378.319166666666,NA
2022,11,NOV,ELLX,Luxembourg,Luxembourg,3009,2219,0,2219,25402.4625,5310.770833333333,NA
2022,11,NOV,LMML,Malta,Malta,2173,1403,33,1370,14310.52,5955.929999999999,NA
2022,11,NOV,GMMN,Mohammed V International,Morocco,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,11,NOV,GMMX,Menara,Morocco,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,11,NOV,EHAM,Amsterdam - Schiphol,Netherlands,16068,14059,13,14046,168121.8191666666,40082.0975,NA
2022,11,NOV,ENBR,Bergen,Norway,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,11,NOV,ENGM,Oslo - Gardermoen,Norway,8702,7607,40,7567,84864.9366666667,20877.03,NA
2022,11,NOV,ENVA,Trondheim,Norway,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,11,NOV,ENZV,Stavanger,Norway,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,11,NOV,EPWA,Warszawa - Chopina,Poland,5798,4746,1,4745,52543.168333333306,11755.365,NA
2022,11,NOV,LPFR,Faro,Portugal,1453,1293,24,1269,14180.3625,2228.704166666666,NA
2022,11,NOV,LPPR,Porto,Portugal,3333,2736,7,2729,32504.4008333333,8158.799166666666,NA
2022,11,NOV,LPPT,Lisbon,Portugal,8360,6850,7,6843,84038.7708333333,20408.8458333333,NA
2022,11,NOV,LROP,Bucharest - Otopeni,Romania,4051,2880,49,2831,29083.223333333302,6635.943333333333,NA
2022,11,NOV,LZIB,Bratislava,Slovakia,717,355,28,327,3567.0708333333328,1039.9624999999992,NA
2022,11,NOV,LJLJ,Ljubljana,Slovenia,768,566,6,560,6306.700833333333,1458.7825,NA
2022,11,NOV,GCFV,Fuerteventura,Spain,2038,1957,1,1956,23536.84,4847.759999999999,NA
2022,11,NOV,GCLP,Gran Canaria,Spain,5396,4169,47,4122,51678.8916666667,15764.7916666667,NA
2022,11,NOV,GCRR,Lanzarote,Spain,2610,2467,18,2449,30727.15,5242.749999999999,NA
2022,11,NOV,GCTS,Tenerife Sur - Reina Sofia,Spain,3521,3147,13,3134,37740.2,8616.9,NA
2022,11,NOV,GCXO,Tenerife North,Spain,2870,1449,1,1448,15648.2841666667,2836.165833333333,NA
2022,11,NOV,LEAL,Alicante,Spain,3092,2788,44,2744,32274.5666666667,7207.65,NA
2022,11,NOV,LEBB,Bilbao,Spain,1591,1293,0,1293,15102.5225,3703.9941666666664,NA
2022,11,NOV,LEBL,Barcelona,Spain,10799,8920,26,8894,105248.8641666666,24825.4358333333,NA
2022,11,NOV,LEIB,Ibiza,Spain,1332,810,1,809,9002.825,1755.091666666666,NA
2022,11,NOV,LEMD,Madrid - Barajas,Spain,14953,12271,115,12156,140088.9133333333,35691.9033333333,NA
2022,11,NOV,LEMG,Málaga,Spain,4690,3915,14,3901,48426.19,11494.5933333333,NA
2022,11,NOV,LEPA,Palma de Mallorca,Spain,4396,3135,3,3132,37022.95833333331,5473.041666666666,NA
2022,11,NOV,LEVC,Valencia,Spain,2554,2021,0,2021,23523.3166666667,4478.216666666666,NA
2022,11,NOV,LEZL,Sevilla,Spain,2344,1788,20,1768,19220.0333333333,3533.3500000000004,NA
2022,11,NOV,ESGG,Göteborg,Sweden,1929,1507,31,1476,16442.4633333333,3577.4033333333327,NA
2022,11,NOV,ESSA,Stockholm - Arlanda,Sweden,7373,6078,0,6078,70370.1683333333,13982.015,NA
2022,11,NOV,LSGG,Geneva,Switzerland,5693,4738,0,4738,54660.408333333304,12982.6083333333,NA
2022,11,NOV,LSZH,Zürich,Switzerland,8520,7433,21,7412,87837.3625,20124.0708333333,NA
2022,11,NOV,LTFM,Istanbul,Türkiye,18481,12249,102,12147,152376.4691666666,50969.1141666667,NA
2022,11,NOV,EGBB,Birmingham,United Kingdom,2941,2592,0,2592,30007.15,8443.933333333334,NA
2022,11,NOV,EGCC,Manchester,United Kingdom,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,11,NOV,EGGD,Bristol,United Kingdom,1974,1474,12,1462,17107.3875,3274.4625,NA
2022,11,NOV,EGGW,London - Luton,United Kingdom,3984,3030,8,3022,40421.554166666705,10227.2125,NA
2022,11,NOV,EGKK,London - Gatwick,United Kingdom,7439,6057,0,6057,77026.2333333333,18501.083333333303,NA
2022,11,NOV,EGLC,London - City,United Kingdom,2218,2107,38,2069,22119.2758333333,5211.324166666665,NA
2022,11,NOV,EGLL,London - Heathrow,United Kingdom,17250,15206,58,15148,194973.8133333333,98523.92,NA
2022,11,NOV,EGNT,Newcastle,United Kingdom,1393,1021,92,929,10862.806666666702,1854.8933333333332,NA
2022,11,NOV,EGPD,Aberdeen,United Kingdom,1661,1455,2,1453,16588.153333333303,5012.780000000001,NA
2022,11,NOV,EGPF,Glasgow,United Kingdom,2343,1882,37,1845,21906.07,4853.9800000000005,NA
2022,11,NOV,EGPH,Edinburgh,United Kingdom,3762,3085,51,3034,37136.1233333333,8444.16,NA
2022,11,NOV,EGSS,London - Stansted,United Kingdom,6830,5186,28,5158,63822.17,13613.93,NA
2022,12,DEC,LOWW,Vienna,Austria,8216,6971,0,6971,76758.5325,20180.0008333333,NA
2022,12,DEC,EBBR,Brussels,Belgium,6819,5311,138,5173,57662.3683333333,13164.9316666667,NA
2022,12,DEC,EBCI,Charleroi,Belgium,2398,1765,46,1719,19040.0783333333,3704.455,NA
2022,12,DEC,LBSF,Sofia,Bulgaria,2119,1623,45,1578,16730.965,4603.018333333333,NA
2022,12,DEC,LDZA,Zagreb,Croatia,1691,1447,0,1447,16011.93,4312.903333333333,NA
2022,12,DEC,LKPR,Prague,Czech Republic,3641,3029,0,3029,33577.295,8496.271666666666,NA
2022,12,DEC,EKCH,Copenhagen - Kastrup,Denmark,7826,6407,127,6280,71948.0541666667,15760.6625,NA
2022,12,DEC,EETN,Tallinn,Estonia,1302,682,11,671,7218.6075,1810.709166666666,NA
2022,12,DEC,EFHK,Helsinki - Vantaa,Finland,5777,3933,49,3884,41115.260833333305,10306.4891666667,NA
2022,12,DEC,LFBO,Toulouse-Blagnac,France,2882,2457,61,2396,27848.35,4179.2,NA
2022,12,DEC,LFLL,Lyon-Saint-Exupéry,France,3446,2885,0,2885,32224.0591666667,5772.857499999999,NA
2022,12,DEC,LFML,Marseille-Provence,France,3633,2901,65,2836,25089.4116666667,10909.6716666667,NA
2022,12,DEC,LFMN,Nice-Côte d’Azur,France,4312,3835,37,3798,42596.686666666705,13189.8633333333,NA
2022,12,DEC,LFPG,Paris-Charles-de-Gaulle,France,17621,14267,195,14072,189289.39833333332,38267.885,NA
2022,12,DEC,LFPO,Paris-Orly,France,8394,7010,86,6924,86449.3833333333,20228.616666666698,NA
2022,12,DEC,LFSB,Bâle-Mulhouse,France,2706,1856,44,1812,20616.8116666667,5243.905000000001,NA
2022,12,DEC,EDDB,Berlin - Brandenburg,Germany,6079,5183,61,5122,61207.7591666667,11091.2241666667,NA
2022,12,DEC,EDDC,Dresden,Germany,351,296,14,282,3148.993333333333,682.5566666666671,NA
2022,12,DEC,EDDE,Erfurt,Germany,108,41,41,0,NA,NA,NO REF FLIGHT
2022,12,DEC,EDDF,Frankfurt,Germany,15104,13362,102,13260,172679.8733333333,43481.8433333333,NA
2022,12,DEC,EDDG,Muenster-Osnabrueck,Germany,567,255,25,230,2553.749166666666,635.4175,NA
2022,12,DEC,EDDH,Hamburg,Germany,3784,3253,107,3146,37629.41,7062.99,NA
2022,12,DEC,EDDK,Cologne-Bonn,Germany,4082,1992,101,1891,21930.7333333333,4496.866666666666,NA
2022,12,DEC,EDDL,Dusseldorf,Germany,4700,3991,3,3988,47230.2258333333,8413.324166666665,NA
2022,12,DEC,EDDM,Munich,Germany,10715,9595,1,9594,109859.2116666666,25155.3883333333,NA
2022,12,DEC,EDDN,Nuremberg,Germany,1564,833,62,771,9011.466666666664,1800.7666666666662,NA
2022,12,DEC,EDDP,Leipzig-Halle,Germany,3157,1150,85,1065,12242.8733333333,2375.243333333333,NA
2022,12,DEC,EDDR,Saarbruecken,Germany,126,93,48,45,467.06250000000006,127.4875,NA
2022,12,DEC,EDDS,Stuttgart,Germany,2827,2012,0,2012,23193.026666666698,4164.273333333333,NA
2022,12,DEC,EDDV,Hanover,Germany,1649,992,95,897,9842.826666666666,2280.6733333333327,NA
2022,12,DEC,EDDW,Bremen,Germany,891,528,40,488,5674.294166666666,1078.2558333333332,NA
2022,12,DEC,LGAV,Athens,Greece,7204,5795,117,5678,63645.0375,16236.2625,NA
2022,12,DEC,LHBP,Budapest - Ferihegy,Hungary,3895,2885,12,2873,34716.6408333333,5731.9425,NA
2022,12,DEC,EICK,Cork,Ireland,1337,542,4,538,6054.79,1063.06,NA
2022,12,DEC,EIDW,Dublin,Ireland,8503,6582,127,6455,70619.20083333329,24180.5991666667,NA
2022,12,DEC,LICC,Catania,Italy,2472,2096,21,2075,22145.883333333302,7757.533333333333,NA
2022,12,DEC,LIMC,Milan - Malpensa,Italy,7263,5528,6,5522,60271.7333333333,18143.0666666667,NA
2022,12,DEC,LIME,Bergamo,Italy,3758,2906,26,2880,34562.545000000006,7634.921666666666,NA
2022,12,DEC,LIMF,Torino Caselle,Italy,NA,NA,NA,NA,NA,NA,DATA ISSUE
2022,12,DEC,LIML,Milan - Linate,Italy,4331,3739,0,3739,38526.146666666704,11208.9866666667,NA
2022,12,DEC,LIPE,Bologna,Italy,NA,NA,NA,NA,NA,NA,NO PREVIOUS RSLT
2022,12,DEC,LIPZ,Venice,Italy,2775,2248,5,2243,22681.9766666667,4565.656666666666,NA
2022,12,DEC,LIRA,Rome - Ciampino,Italy,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,12,DEC,LIRF,Rome - Fiumicino,Italy,8863,7618,10,7608,78598.7741666667,22176.8425,NA
2022,12,DEC,LIRN,Naples,Italy,2582,2128,9,2119,23495.4291666667,5838.1875,NA
2022,12,DEC,EVRA,Riga,Latvia,2192,1496,12,1484,16585.3916666667,3776.925,NA
2022,12,DEC,ELLX,Luxembourg,Luxembourg,3046,2175,0,2175,24850.8158333333,5053.450833333333,NA
2022,12,DEC,LMML,Malta,Malta,2285,1400,26,1374,14345.0916666667,5364.1416666666655,NA
2022,12,DEC,GMMN,Mohammed V International,Morocco,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,12,DEC,GMMX,Menara,Morocco,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,12,DEC,EHAM,Amsterdam - Schiphol,Netherlands,16150,14096,59,14037,167363.2224999999,40203.1775,NA
2022,12,DEC,ENBR,Bergen,Norway,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,12,DEC,ENGM,Oslo - Gardermoen,Norway,7895,6719,50,6669,73921.1291666667,19294.1041666667,NA
2022,12,DEC,ENVA,Trondheim,Norway,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,12,DEC,ENZV,Stavanger,Norway,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,12,DEC,EPWA,Warszawa - Chopina,Poland,5877,4707,7,4700,52425.755000000005,12152.2116666667,NA
2022,12,DEC,LPFR,Faro,Portugal,1364,1196,20,1176,13236.1966666667,2312.186666666666,NA
2022,12,DEC,LPPR,Porto,Portugal,3672,3023,11,3012,36401.232500000006,9029.100833333334,NA
2022,12,DEC,LPPT,Lisbon,Portugal,8543,6971,6,6965,82101.58,22578.236666666697,NA
2022,12,DEC,LROP,Bucharest - Otopeni,Romania,4103,2934,14,2920,30862.1358333333,6758.080833333333,NA
2022,12,DEC,LZIB,Bratislava,Slovakia,588,334,52,282,3068.038333333333,790.7616666666671,NA
2022,12,DEC,LJLJ,Ljubljana,Slovenia,720,536,2,534,6048.375,1383.158333333333,NA
2022,12,DEC,GCFV,Fuerteventura,Spain,2144,2062,2,2060,24509.6716666667,5017.2283333333335,NA
2022,12,DEC,GCLP,Gran Canaria,Spain,5719,4450,119,4331,52417.335,14327.965,NA
2022,12,DEC,GCRR,Lanzarote,Spain,2866,2715,183,2532,31074.136666666695,6251.13,NA
2022,12,DEC,GCTS,Tenerife Sur - Reina Sofia,Spain,3741,3327,22,3305,38273.8166666667,8839.083333333334,NA
2022,12,DEC,GCXO,Tenerife North,Spain,2906,1508,0,1508,16376.3,3674.066666666666,NA
2022,12,DEC,LEAL,Alicante,Spain,2996,2678,38,2640,30965.1075,6603.825833333333,NA
2022,12,DEC,LEBB,Bilbao,Spain,1615,1299,0,1299,15271.4216666667,3183.611666666666,NA
2022,12,DEC,LEBL,Barcelona,Spain,11038,9089,83,9006,105880.8733333333,23961.043333333306,NA
2022,12,DEC,LEIB,Ibiza,Spain,1327,835,0,835,9225.9,1703.3833333333332,NA
2022,12,DEC,LEMD,Madrid - Barajas,Spain,15346,12489,120,12369,142502.1708333333,34571.9625,NA
2022,12,DEC,LEMG,Málaga,Spain,4811,3985,34,3951,47512.6233333333,10269.91,NA
2022,12,DEC,LEPA,Palma de Mallorca,Spain,4243,2996,1,2995,35333.7633333333,5002.253333333333,NA
2022,12,DEC,LEVC,Valencia,Spain,2627,2047,0,2047,23715.83,4054.27,NA
2022,12,DEC,LEZL,Sevilla,Spain,2218,1775,47,1728,19275.9025,4330.1975,NA
2022,12,DEC,ESGG,Göteborg,Sweden,1843,1439,39,1400,15494.9791666667,4026.820833333333,NA
2022,12,DEC,ESSA,Stockholm - Arlanda,Sweden,6930,5647,0,5647,65430.8558333333,13384.7941666667,NA
2022,12,DEC,LSGG,Geneva,Switzerland,6933,5910,0,5910,69247.46500000001,23431.0016666667,NA
2022,12,DEC,LSZH,Zürich,Switzerland,8755,7558,62,7496,88993.8733333333,23305.743333333303,NA
2022,12,DEC,LTFM,Istanbul,Türkiye,18711,12549,179,12370,158149.2099999999,47927.74,NA
2022,12,DEC,EGBB,Birmingham,United Kingdom,3056,2663,0,2663,30751.3216666667,8083.128333333333,NA
2022,12,DEC,EGCC,Manchester,United Kingdom,NA,NA,NA,NA,NA,NA,NO DATA RECEIVED
2022,12,DEC,EGGD,Bristol,United Kingdom,2122,1598,2,1596,18472.616666666698,3789.849999999999,NA
2022,12,DEC,EGGW,London - Luton,United Kingdom,4606,3524,28,3496,47250.164166666706,12040.2358333333,NA
2022,12,DEC,EGKK,London - Gatwick,United Kingdom,8711,7042,0,7042,88502.7058333333,32311.5441666667,NA
2022,12,DEC,EGLC,London - City,United Kingdom,1941,1867,59,1808,19482.756666666697,4295.276666666666,NA
2022,12,DEC,EGLL,London - Heathrow,United Kingdom,17226,15207,57,15150,198716.0166666666,98828.6166666667,NA
2022,12,DEC,EGNT,Newcastle,United Kingdom,1391,1020,126,894,10404.26,2158.223333333333,NA
2022,12,DEC,EGPD,Aberdeen,United Kingdom,1458,1248,0,1248,14035.2466666667,4356.403333333333,NA
2022,12,DEC,EGPF,Glasgow,United Kingdom,2296,1799,63,1736,20443.9066666667,4421.793333333333,NA
2022,12,DEC,EGPH,Edinburgh,United Kingdom,3867,3177,58,3119,37835.7191666667,8596.280833333334,NA
2022,12,DEC,EGSS,London - Stansted,United Kingdom,6947,5291,24,5267,69078.85,16646.466666666696,NA
2023,01,JAN,LOWW,Vienna,Austria,7711,6587,135,6452,71301.7283333333,18804.255,NA
2023,01,JAN,EBBR,Brussels,Belgium,6572,5146,68,5078,56540.925,13883.625,NA
2023,01,JAN,EBCI,Charleroi,Belgium,2373,1751,53,1698,18838.975,4021.508333333333,NA
2023,01,JAN,LBSF,Sofia,Bulgaria,2211,1705,38,1667,17749.6516666667,5452.048333333333,NA
2023,01,JAN,LDZA,Zagreb,Croatia,1623,1386,0,1386,15391.550833333302,4030.432499999999,NA
2023,01,JAN,LKPR,Prague,Czech Republic,3198,2667,0,2667,29794.265,6509.551666666666,NA
2023,01,JAN,EKCH,Copenhagen - Kastrup,Denmark,7700,6269,156,6113,70912.7258333333,16099.0075,NA
2023,01,JAN,EETN,Tallinn,Estonia,1319,685,0,685,7405.686666666666,1788.696666666666,NA
2023,01,JAN,EFHK,Helsinki - Vantaa,Finland,5750,3945,54,3891,41260.18,9860.42,NA
2023,01,JAN,LFBO,Toulouse-Blagnac,France,2662,2287,23,2264,27406.0166666667,4539.666666666666,NA
2023,01,JAN,LFLL,Lyon-Saint-Exupéry,France,3112,2637,0,2637,29136.8675,5263.8324999999995,NA
2023,01,JAN,LFML,Marseille-Provence,France,3399,2796,45,2751,24472.5208333333,9577.6625,NA
2023,01,JAN,LFMN,Nice-Côte d’Azur,France,3757,3306,61,3245,36297.8566666667,10796.2766666667,NA
2023,01,JAN,LFPG,Paris-Charles-de-Gaulle,France,16797,13592,128,13464,178934.4958333333,36090.0875,NA
2023,01,JAN,LFPO,Paris-Orly,France,7436,6302,113,6189,78575.9341666667,19717.9991666667,NA
2023,01,JAN,LFSB,Bâle-Mulhouse,France,2347,1524,55,1469,17112.914999999997,4656.851666666666,NA
2023,01,JAN,EDDB,Berlin - Brandenburg,Germany,5530,4757,62,4695,56814.6916666667,10358.4083333333,NA
2023,01,JAN,EDDC,Dresden,Germany,378,317,16,301,3468.900833333333,767.6158333333331,NA
2023,01,JAN,EDDE,Erfurt,Germany,103,26,26,0,NA,NA,NO REF FLIGHT
2023,01,JAN,EDDF,Frankfurt,Germany,14831,13073,98,12975,167556.4375,45762.2958333333,NA
