YEAR,ADEP,ADES,ADEP_REGION,ADES_REGION,FLTS,EUR_APT,BRA_APT,EUR_STUDY,BRA_STUDY,DIRECTION
2024,SBGR,LSGG,BRA,EUR,15,LSGG,SBGR,FALSE,TRUE,Brazil to Europe
2024,SBGR,LSZH,BRA,EUR,369,LSZH,SBGR,TRUE,TRUE,Brazil to Europe
2024,SBGR,LSZR,BRA,EUR,1,LSZR,SBGR,FALSE,TRUE,Brazil to Europe
2024,SBGR,LTAU,BRA,EUR,1,LTAU,SBGR,FALSE,TRUE,Brazil to Europe
2024,SBGR,LTFM,BRA,EUR,581,LTFM,SBGR,TRUE,TRUE,Brazil to Europe
2024,SBJH,EBBR,BRA,EUR,2,EBBR,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,EDDM,BRA,EUR,2,EDDM,SBJH,TRUE,FALSE,Brazil to Europe
2024,SBJH,EDMO,BRA,EUR,1,EDMO,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,EGGW,BRA,EUR,9,EGGW,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,EGLF,BRA,EUR,3,EGLF,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,EGPF,BRA,EUR,1,EGPF,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,EGSS,BRA,EUR,10,EGSS,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,EHRD,BRA,EUR,3,EHRD,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,EIDW,BRA,EUR,1,EIDW,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,ELLX,BRA,EUR,1,ELLX,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,ESSB,BRA,EUR,2,ESSB,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LEIB,BRA,EUR,1,LEIB,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LEMD,BRA,EUR,3,LEMD,SBJH,TRUE,FALSE,Brazil to Europe
2024,SBJH,LEMG,BRA,EUR,2,LEMG,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LEPA,BRA,EUR,1,LEPA,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LESO,BRA,EUR,1,LESO,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LEXJ,BRA,EUR,1,LEXJ,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LEZL,BRA,EUR,2,LEZL,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFBD,BRA,EUR,1,LFBD,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFBT,BRA,EUR,1,LFBT,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFLB,BRA,EUR,3,LFLB,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFLL,BRA,EUR,1,LFLL,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFMD,BRA,EUR,1,LFMD,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFMN,BRA,EUR,5,LFMN,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFPB,BRA,EUR,13,LFPB,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFRK,BRA,EUR,1,LFRK,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFRS,BRA,EUR,1,LFRS,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFSB,BRA,EUR,1,LFSB,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LFTH,BRA,EUR,1,LFTH,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LGMK,BRA,EUR,1,LGMK,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIBR,BRA,EUR,1,LIBR,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIEE,BRA,EUR,1,LIEE,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIEO,BRA,EUR,7,LIEO,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIMF,BRA,EUR,2,LIMF,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIMJ,BRA,EUR,1,LIMJ,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIML,BRA,EUR,4,LIML,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIPE,BRA,EUR,2,LIPE,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIPY,BRA,EUR,1,LIPY,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIPZ,BRA,EUR,2,LIPZ,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIRA,BRA,EUR,3,LIRA,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIRN,BRA,EUR,3,LIRN,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIRP,BRA,EUR,1,LIRP,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LIRQ,BRA,EUR,2,LIRQ,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LMML,BRA,EUR,1,LMML,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LPCS,BRA,EUR,24,LPCS,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LPFR,BRA,EUR,1,LPFR,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LPPR,BRA,EUR,4,LPPR,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LPPT,BRA,EUR,1,LPPT,SBJH,TRUE,FALSE,Brazil to Europe
2024,SBJH,LSGG,BRA,EUR,17,LSGG,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LSGS,BRA,EUR,1,LSGS,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LSMP,BRA,EUR,1,LSMP,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LSZB,BRA,EUR,4,LSZB,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBJH,LSZH,BRA,EUR,5,LSZH,SBJH,TRUE,FALSE,Brazil to Europe
2024,SBJH,LSZS,BRA,EUR,2,LSZS,SBJH,FALSE,FALSE,Brazil to Europe
2024,SBKP,EBLG,BRA,EUR,1,EBLG,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,EDDF,BRA,EUR,69,EDDF,SBKP,TRUE,TRUE,Brazil to Europe
2024,SBKP,EGPK,BRA,EUR,1,EGPK,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,EHAM,BRA,EUR,2,EHAM,SBKP,TRUE,TRUE,Brazil to Europe
2024,SBKP,ELLX,BRA,EUR,77,ELLX,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,LFBD,BRA,EUR,1,LFBD,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,LFMN,BRA,EUR,2,LFMN,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,LFPB,BRA,EUR,4,LFPB,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,LFPO,BRA,EUR,349,LFPO,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,LIMJ,BRA,EUR,1,LIMJ,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,LIRA,BRA,EUR,1,LIRA,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,LIRF,BRA,EUR,1,LIRF,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,LIRP,BRA,EUR,1,LIRP,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBKP,LPPT,BRA,EUR,604,LPPT,SBKP,TRUE,TRUE,Brazil to Europe
2024,SBKP,LSGG,BRA,EUR,1,LSGG,SBKP,FALSE,TRUE,Brazil to Europe
2024,SBMO,LPPR,BRA,EUR,1,LPPR,SBMO,FALSE,FALSE,Brazil to Europe
2024,SBMO,LPPT,BRA,EUR,1,LPPT,SBMO,TRUE,FALSE,Brazil to Europe
2024,SBPA,LPPT,BRA,EUR,54,LPPT,SBPA,TRUE,TRUE,Brazil to Europe
2024,SBPS,EGLF,BRA,EUR,1,EGLF,SBPS,FALSE,FALSE,Brazil to Europe
2024,SBPS,LFPB,BRA,EUR,1,LFPB,SBPS,FALSE,FALSE,Brazil to Europe
2024,SBPS,LPCS,BRA,EUR,3,LPCS,SBPS,FALSE,FALSE,Brazil to Europe
2024,SBPS,LSGG,BRA,EUR,3,LSGG,SBPS,FALSE,FALSE,Brazil to Europe
2024,SBRF,EDDF,BRA,EUR,41,EDDF,SBRF,TRUE,TRUE,Brazil to Europe
2024,SBRF,EDDK,BRA,EUR,1,EDDK,SBRF,FALSE,TRUE,Brazil to Europe
2024,SBRF,EGKB,BRA,EUR,1,EGKB,SBRF,FALSE,TRUE,Brazil to Europe
2024,SBRF,EIDW,BRA,EUR,1,EIDW,SBRF,FALSE,TRUE,Brazil to Europe
2024,SBRF,LEMD,BRA,EUR,1,LEMD,SBRF,TRUE,TRUE,Brazil to Europe
2024,SBRF,LETO,BRA,EUR,1,LETO,SBRF,FALSE,TRUE,Brazil to Europe
2024,SBRF,LFMN,BRA,EUR,3,LFMN,SBRF,FALSE,TRUE,Brazil to Europe
2024,SBRF,LFPB,BRA,EUR,1,LFPB,SBRF,FALSE,TRUE,Brazil to Europe
2024,SBRF,LPCS,BRA,EUR,6,LPCS,SBRF,FALSE,TRUE,Brazil to Europe
2024,SBRF,LPPR,BRA,EUR,1,LPPR,SBRF,FALSE,TRUE,Brazil to Europe
2024,SBRF,LPPS,BRA,EUR,1,LPPS,SBRF,FALSE,TRUE,Brazil to Europe
2024,SBRF,LPPT,BRA,EUR,547,LPPT,SBRF,TRUE,TRUE,Brazil to Europe
2024,SBRF,LSZH,BRA,EUR,1,LSZH,SBRF,TRUE,TRUE,Brazil to Europe
2024,SBRF,LTFM,BRA,EUR,1,LTFM,SBRF,TRUE,TRUE,Brazil to Europe
2024,SBRJ,EDDF,BRA,EUR,1,EDDF,SBRJ,TRUE,TRUE,Brazil to Europe
2024,SBSG,LEIB,BRA,EUR,1,LEIB,SBSG,FALSE,FALSE,Brazil to Europe
2024,SBSG,LEMD,BRA,EUR,7,LEMD,SBSG,TRUE,FALSE,Brazil to Europe
2024,SBSG,LEMG,BRA,EUR,1,LEMG,SBSG,FALSE,FALSE,Brazil to Europe
2024,SBSG,LEPA,BRA,EUR,1,LEPA,SBSG,FALSE,FALSE,Brazil to Europe
2024,SBSG,LFML,BRA,EUR,1,LFML,SBSG,FALSE,FALSE,Brazil to Europe
2024,SBSG,LFMN,BRA,EUR,3,LFMN,SBSG,FALSE,FALSE,Brazil to Europe
2024,SBSG,LIML,BRA,EUR,1,LIML,SBSG,FALSE,FALSE,Brazil to Europe
2024,SBSG,LIRA,BRA,EUR,1,LIRA,SBSG,FALSE,FALSE,Brazil to Europe
2024,SBSG,LPCS,BRA,EUR,2,LPCS,SBSG,FALSE,FALSE,Brazil to Europe
2024,SBSG,LPPT,BRA,EUR,336,LPPT,SBSG,TRUE,FALSE,Brazil to Europe
2024,SBSG,LSGS,BRA,EUR,1,LSGS,SBSG,FALSE,FALSE,Brazil to Europe
2024,SBSV,EDMO,BRA,EUR,1,EDMO,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,EGCC,BRA,EUR,1,EGCC,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,EGGW,BRA,EUR,1,EGGW,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,EGLF,BRA,EUR,1,EGLF,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,EPWA,BRA,EUR,12,EPWA,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LEBL,BRA,EUR,1,LEBL,SBSV,TRUE,TRUE,Brazil to Europe
2024,SBSV,LEMD,BRA,EUR,139,LEMD,SBSV,TRUE,TRUE,Brazil to Europe
2024,SBSV,LEST,BRA,EUR,2,LEST,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LEVX,BRA,EUR,1,LEVX,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LFMN,BRA,EUR,1,LFMN,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LFPB,BRA,EUR,1,LFPB,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LFPG,BRA,EUR,28,LFPG,SBSV,TRUE,TRUE,Brazil to Europe
2024,SBSV,LIRA,BRA,EUR,1,LIRA,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LIRQ,BRA,EUR,1,LIRQ,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LMML,BRA,EUR,1,LMML,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LPCS,BRA,EUR,1,LPCS,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LPPR,BRA,EUR,1,LPPR,SBSV,FALSE,TRUE,Brazil to Europe
2024,SBSV,LPPT,BRA,EUR,365,LPPT,SBSV,TRUE,TRUE,Brazil to Europe
2024,SBSV,LSZH,BRA,EUR,2,LSZH,SBSV,TRUE,TRUE,Brazil to Europe
2025,BIAR,SBJH,EUR,BRA,1,BIAR,SBJH,FALSE,FALSE,Europe to Brazil
2025,BIKF,SBCT,EUR,BRA,1,BIKF,SBCT,FALSE,TRUE,Europe to Brazil
2025,BIKF,SBJH,EUR,BRA,1,BIKF,SBJH,FALSE,FALSE,Europe to Brazil
2025,BILS,SD49,EUR,BRA,1,BILS,SD49,FALSE,FALSE,Europe to Brazil
2025,EBBR,SBGL,EUR,BRA,1,EBBR,SBGL,FALSE,TRUE,Europe to Brazil
2025,EBBR,SBGR,EUR,BRA,2,EBBR,SBGR,FALSE,TRUE,Europe to Brazil
2025,EBBR,SBJH,EUR,BRA,1,EBBR,SBJH,FALSE,FALSE,Europe to Brazil
2025,EBLG,SBGR,EUR,BRA,60,EBLG,SBGR,FALSE,TRUE,Europe to Brazil
2025,EBLG,SBKP,EUR,BRA,1,EBLG,SBKP,FALSE,TRUE,Europe to Brazil
2025,EDDB,SBBE,EUR,BRA,1,EDDB,SBBE,FALSE,FALSE,Europe to Brazil
2025,EDDB,SBGR,EUR,BRA,1,EDDB,SBGR,FALSE,TRUE,Europe to Brazil
2025,EDDB,SBJH,EUR,BRA,1,EDDB,SBJH,FALSE,FALSE,Europe to Brazil
2025,EDDF,SBCT,EUR,BRA,89,EDDF,SBCT,TRUE,TRUE,Europe to Brazil
2025,EDDF,SBGL,EUR,BRA,216,EDDF,SBGL,TRUE,TRUE,Europe to Brazil
2025,EDDF,SBGR,EUR,BRA,777,EDDF,SBGR,TRUE,TRUE,Europe to Brazil
2025,EDDF,SBKP,EUR,BRA,115,EDDF,SBKP,TRUE,TRUE,Europe to Brazil
2025,EDDK,SBBR,EUR,BRA,1,EDDK,SBBR,FALSE,TRUE,Europe to Brazil
2025,EDDK,SBGL,EUR,BRA,1,EDDK,SBGL,FALSE,TRUE,Europe to Brazil
2025,EDDK,SBGO,EUR,BRA,1,EDDK,SBGO,FALSE,FALSE,Europe to Brazil
2025,EDDK,SBJH,EUR,BRA,1,EDDK,SBJH,FALSE,FALSE,Europe to Brazil
2025,EDDM,SBBR,EUR,BRA,1,EDDM,SBBR,TRUE,TRUE,Europe to Brazil
2025,EDDM,SBGO,EUR,BRA,1,EDDM,SBGO,TRUE,FALSE,Europe to Brazil
2025,EDDM,SBGR,EUR,BRA,65,EDDM,SBGR,TRUE,TRUE,Europe to Brazil
2025,EDDP,SBKP,EUR,BRA,1,EDDP,SBKP,FALSE,TRUE,Europe to Brazil
2025,EDDS,SBGR,EUR,BRA,1,EDDS,SBGR,FALSE,TRUE,Europe to Brazil
2025,EDDS,SBJH,EUR,BRA,1,EDDS,SBJH,FALSE,FALSE,Europe to Brazil
2025,EDMO,SBGR,EUR,BRA,1,EDMO,SBGR,FALSE,TRUE,Europe to Brazil
2025,EDNY,SBGR,EUR,BRA,1,EDNY,SBGR,FALSE,TRUE,Europe to Brazil
2025,EDNY,SBJH,EUR,BRA,1,EDNY,SBJH,FALSE,FALSE,Europe to Brazil
2025,EDSE,SBMT,EUR,BRA,1,EDSE,SBMT,FALSE,FALSE,Europe to Brazil
2025,EEDF,SBGR,EUR,BRA,1,EEDF,SBGR,FALSE,TRUE,Europe to Brazil
2025,EGGW,SBBE,EUR,BRA,1,EGGW,SBBE,FALSE,FALSE,Europe to Brazil
2025,EGGW,SBBR,EUR,BRA,1,EGGW,SBBR,FALSE,TRUE,Europe to Brazil
2025,EGGW,SBCB,EUR,BRA,2,EGGW,SBCB,FALSE,FALSE,Europe to Brazil
2025,EGGW,SBCF,EUR,BRA,2,EGGW,SBCF,FALSE,TRUE,Europe to Brazil
2025,EGGW,SBGL,EUR,BRA,5,EGGW,SBGL,FALSE,TRUE,Europe to Brazil
2025,EGGW,SBGR,EUR,BRA,1,EGGW,SBGR,FALSE,TRUE,Europe to Brazil
2025,EGGW,SBJH,EUR,BRA,13,EGGW,SBJH,FALSE,FALSE,Europe to Brazil
2025,EGGW,SBSG,EUR,BRA,1,EGGW,SBSG,FALSE,FALSE,Europe to Brazil
2025,EGGW,SBSL,EUR,BRA,1,EGGW,SBSL,FALSE,FALSE,Europe to Brazil
2025,EGKB,SBJH,EUR,BRA,1,EGKB,SBJH,FALSE,FALSE,Europe to Brazil
2025,EGLF,SBGR,EUR,BRA,7,EGLF,SBGR,FALSE,TRUE,Europe to Brazil
2025,EGLF,SBJH,EUR,BRA,7,EGLF,SBJH,FALSE,FALSE,Europe to Brazil
2025,EGLL,SBGL,EUR,BRA,380,EGLL,SBGL,TRUE,TRUE,Europe to Brazil
2025,EGLL,SBGR,EUR,BRA,793,EGLL,SBGR,TRUE,TRUE,Europe to Brazil
2025,EGMC,SBGL,EUR,BRA,1,EGMC,SBGL,FALSE,TRUE,Europe to Brazil
2025,EGPF,SBJH,EUR,BRA,1,EGPF,SBJH,FALSE,FALSE,Europe to Brazil
2025,EGPH,SBGL,EUR,BRA,2,EGPH,SBGL,FALSE,TRUE,Europe to Brazil
2025,EGPK,SBJH,EUR,BRA,1,EGPK,SBJH,FALSE,FALSE,Europe to Brazil
2025,EGSS,SBBR,EUR,BRA,1,EGSS,SBBR,FALSE,TRUE,Europe to Brazil
2025,EGSS,SBCF,EUR,BRA,1,EGSS,SBCF,FALSE,TRUE,Europe to Brazil
2025,EGSS,SBCT,EUR,BRA,1,EGSS,SBCT,FALSE,TRUE,Europe to Brazil
2025,EGSS,SBGL,EUR,BRA,6,EGSS,SBGL,FALSE,TRUE,Europe to Brazil
2025,EGSS,SBGR,EUR,BRA,4,EGSS,SBGR,FALSE,TRUE,Europe to Brazil
2025,EGSS,SBJH,EUR,BRA,7,EGSS,SBJH,FALSE,FALSE,Europe to Brazil
2025,EGVN,SBGR,EUR,BRA,1,EGVN,SBGR,FALSE,TRUE,Europe to Brazil
2025,EGYP,SBGL,EUR,BRA,3,EGYP,SBGL,FALSE,TRUE,Europe to Brazil
2025,EGYP,SBGR,EUR,BRA,3,EGYP,SBGR,FALSE,TRUE,Europe to Brazil
2025,EHAM,SBBE,EUR,BRA,1,EHAM,SBBE,TRUE,FALSE,Europe to Brazil
2025,EHAM,SBCF,EUR,BRA,1,EHAM,SBCF,TRUE,TRUE,Europe to Brazil
2025,EHAM,SBGL,EUR,BRA,362,EHAM,SBGL,TRUE,TRUE,Europe to Brazil
2025,EHAM,SBGR,EUR,BRA,385,EHAM,SBGR,TRUE,TRUE,Europe to Brazil
2025,EHAM,SBKP,EUR,BRA,1,EHAM,SBKP,TRUE,TRUE,Europe to Brazil
2025,EHRD,SBJH,EUR,BRA,1,EHRD,SBJH,FALSE,FALSE,Europe to Brazil
2025,EIDW,SBJH,EUR,BRA,1,EIDW,SBJH,FALSE,FALSE,Europe to Brazil
2025,EINN,SBBE,EUR,BRA,1,EINN,SBBE,FALSE,FALSE,Europe to Brazil
2025,ELLX,SBBR,EUR,BRA,1,ELLX,SBBR,FALSE,TRUE,Europe to Brazil
2025,ELLX,SBCT,EUR,BRA,1,ELLX,SBCT,FALSE,TRUE,Europe to Brazil
2025,ELLX,SBGL,EUR,BRA,54,ELLX,SBGL,FALSE,TRUE,Europe to Brazil
2025,ELLX,SBGR,EUR,BRA,42,ELLX,SBGR,FALSE,TRUE,Europe to Brazil
2025,ELLX,SBJH,EUR,BRA,3,ELLX,SBJH,FALSE,FALSE,Europe to Brazil
2025,ELLX,SBKP,EUR,BRA,166,ELLX,SBKP,FALSE,TRUE,Europe to Brazil
2025,ELLX,SBSJ,EUR,BRA,2,ELLX,SBSJ,FALSE,FALSE,Europe to Brazil
2025,ESKN,SBGL,EUR,BRA,1,ESKN,SBGL,FALSE,TRUE,Europe to Brazil
2025,LDRI,SBCF,EUR,BRA,1,LDRI,SBCF,FALSE,TRUE,Europe to Brazil
2025,LDZD,SBGL,EUR,BRA,1,LDZD,SBGL,FALSE,TRUE,Europe to Brazil
2025,LEBB,SBJH,EUR,BRA,1,LEBB,SBJH,FALSE,FALSE,Europe to Brazil
2025,LEBL,SBBR,EUR,BRA,1,LEBL,SBBR,TRUE,TRUE,Europe to Brazil
2025,LEBL,SBFZ,EUR,BRA,5,LEBL,SBFZ,TRUE,FALSE,Europe to Brazil
2025,LEBL,SBGL,EUR,BRA,1,LEBL,SBGL,TRUE,TRUE,Europe to Brazil
2025,LEBL,SBGR,EUR,BRA,241,LEBL,SBGR,TRUE,TRUE,Europe to Brazil
2025,LEBL,SBJH,EUR,BRA,2,LEBL,SBJH,TRUE,FALSE,Europe to Brazil
2025,LEBL,SBPA,EUR,BRA,1,LEBL,SBPA,TRUE,TRUE,Europe to Brazil
2025,LEGE,SBJH,EUR,BRA,2,LEGE,SBJH,FALSE,FALSE,Europe to Brazil
2025,LEGR,SBGL,EUR,BRA,1,LEGR,SBGL,FALSE,TRUE,Europe to Brazil
2025,LEIB,SBBR,EUR,BRA,1,LEIB,SBBR,FALSE,TRUE,Europe to Brazil
2025,LEIB,SBFZ,EUR,BRA,1,LEIB,SBFZ,FALSE,FALSE,Europe to Brazil
2025,LEIB,SBGR,EUR,BRA,1,LEIB,SBGR,FALSE,TRUE,Europe to Brazil
2025,LEIB,SBJH,EUR,BRA,2,LEIB,SBJH,FALSE,FALSE,Europe to Brazil
2025,LELL,SBJH,EUR,BRA,1,LELL,SBJH,FALSE,FALSE,Europe to Brazil
2025,LEMD,SBBE,EUR,BRA,1,LEMD,SBBE,TRUE,FALSE,Europe to Brazil
2025,LEMD,SBBR,EUR,BRA,7,LEMD,SBBR,TRUE,TRUE,Europe to Brazil
2025,LEMD,SBCT,EUR,BRA,1,LEMD,SBCT,TRUE,TRUE,Europe to Brazil
2025,LEMD,SBFZ,EUR,BRA,7,LEMD,SBFZ,TRUE,FALSE,Europe to Brazil
2025,LEMD,SBGL,EUR,BRA,243,LEMD,SBGL,TRUE,TRUE,Europe to Brazil
2025,LEMD,SBGR,EUR,BRA,1872,LEMD,SBGR,TRUE,TRUE,Europe to Brazil
2025,LEMD,SBJH,EUR,BRA,3,LEMD,SBJH,TRUE,FALSE,Europe to Brazil
2025,LEMD,SBJP,EUR,BRA,1,LEMD,SBJP,TRUE,FALSE,Europe to Brazil
2025,LEMD,SBKP,EUR,BRA,143,LEMD,SBKP,TRUE,TRUE,Europe to Brazil
2025,LEMD,SBPA,EUR,BRA,1,LEMD,SBPA,TRUE,TRUE,Europe to Brazil
2025,LEMD,SBRF,EUR,BRA,90,LEMD,SBRF,TRUE,TRUE,Europe to Brazil
2025,LEMD,SBSG,EUR,BRA,2,LEMD,SBSG,TRUE,FALSE,Europe to Brazil
2025,LEMD,SBSJ,EUR,BRA,1,LEMD,SBSJ,TRUE,FALSE,Europe to Brazil
2025,LEMD,SBSV,EUR,BRA,179,LEMD,SBSV,TRUE,TRUE,Europe to Brazil
2025,LEMG,SBCT,EUR,BRA,1,LEMG,SBCT,FALSE,TRUE,Europe to Brazil
2025,LEMG,SBGL,EUR,BRA,1,LEMG,SBGL,FALSE,TRUE,Europe to Brazil
2025,LEMG,SBGR,EUR,BRA,3,LEMG,SBGR,FALSE,TRUE,Europe to Brazil
2025,LEMG,SBJH,EUR,BRA,2,LEMG,SBJH,FALSE,FALSE,Europe to Brazil
2025,LEMG,SBKP,EUR,BRA,1,LEMG,SBKP,FALSE,TRUE,Europe to Brazil
2025,LEMG,SBPA,EUR,BRA,3,LEMG,SBPA,FALSE,TRUE,Europe to Brazil
2025,LEMH,SBGL,EUR,BRA,2,LEMH,SBGL,FALSE,TRUE,Europe to Brazil
2025,LEMI,SBFZ,EUR,BRA,2,LEMI,SBFZ,FALSE,FALSE,Europe to Brazil
2025,LEPA,SBBR,EUR,BRA,1,LEPA,SBBR,FALSE,TRUE,Europe to Brazil
2025,LEPA,SBGR,EUR,BRA,1,LEPA,SBGR,FALSE,TRUE,Europe to Brazil
2025,LEPA,SBJH,EUR,BRA,2,LEPA,SBJH,FALSE,FALSE,Europe to Brazil
2025,LEPA,SBKP,EUR,BRA,1,LEPA,SBKP,FALSE,TRUE,Europe to Brazil
2025,LERS,SBGL,EUR,BRA,1,LERS,SBGL,FALSE,TRUE,Europe to Brazil
2025,LESO,SBJH,EUR,BRA,2,LESO,SBJH,FALSE,FALSE,Europe to Brazil
2025,LEST,SBBR,EUR,BRA,1,LEST,SBBR,FALSE,TRUE,Europe to Brazil
2025,LEST,SBGL,EUR,BRA,1,LEST,SBGL,FALSE,TRUE,Europe to Brazil
2025,LEST,SBSV,EUR,BRA,3,LEST,SBSV,FALSE,TRUE,Europe to Brazil
2025,LETO,SBRF,EUR,BRA,4,LETO,SBRF,FALSE,TRUE,Europe to Brazil
2025,LEVC,SBBE,EUR,BRA,1,LEVC,SBBE,FALSE,FALSE,Europe to Brazil
2025,LEVC,SBGR,EUR,BRA,2,LEVC,SBGR,FALSE,TRUE,Europe to Brazil
2025,LEVX,SBGR,EUR,BRA,1,LEVX,SBGR,FALSE,TRUE,Europe to Brazil
2025,LEXJ,SBCT,EUR,BRA,1,LEXJ,SBCT,FALSE,TRUE,Europe to Brazil
2025,LEZG,SBSJ,EUR,BRA,1,LEZG,SBSJ,FALSE,FALSE,Europe to Brazil
2025,LEZL,SBGR,EUR,BRA,1,LEZL,SBGR,FALSE,TRUE,Europe to Brazil
2025,LFBD,SBBR,EUR,BRA,1,LFBD,SBBR,FALSE,TRUE,Europe to Brazil
2025,LFBD,SBFI,EUR,BRA,1,LFBD,SBFI,FALSE,FALSE,Europe to Brazil
2025,LFBO,SBFZ,EUR,BRA,9,LFBO,SBFZ,FALSE,FALSE,Europe to Brazil
2025,LFBP,SBJH,EUR,BRA,1,LFBP,SBJH,FALSE,FALSE,Europe to Brazil
2025,LFBZ,SBJH,EUR,BRA,5,LFBZ,SBJH,FALSE,FALSE,Europe to Brazil
2025,LFGP,SBGR,EUR,BRA,1,LFGP,SBGR,FALSE,TRUE,Europe to Brazil
2025,LFLB,SBCT,EUR,BRA,1,LFLB,SBCT,FALSE,TRUE,Europe to Brazil
2025,LFLB,SBGL,EUR,BRA,2,LFLB,SBGL,FALSE,TRUE,Europe to Brazil
2025,LFLB,SBJH,EUR,BRA,2,LFLB,SBJH,FALSE,FALSE,Europe to Brazil
2025,LFLL,SBCF,EUR,BRA,1,LFLL,SBCF,FALSE,TRUE,Europe to Brazil
2025,LFLL,SBGR,EUR,BRA,3,LFLL,SBGR,FALSE,TRUE,Europe to Brazil
2025,LFLL,SBJH,EUR,BRA,2,LFLL,SBJH,FALSE,FALSE,Europe to Brazil
2025,LFLS,SBGL,EUR,BRA,1,LFLS,SBGL,FALSE,TRUE,Europe to Brazil
